"CASEID","NUMKID86","NUMKID88","NUMKID90","NUMKID92","NUMKID94","NUMKID96","NUMKID98","NUMKID00","NUMKID02","NUMKID04","NUMKID06","NUMKID08","NUMKID10","NUMKID12","NUMKID14"
4203,1,3,3,3,4,5,5,5,-5,-5,-5,-5,-5,-5,-5
4204,1,3,4,5,6,6,6,6,6,6,6,6,6,6,6
4205,0,1,2,2,2,2,2,2,2,2,2,2,2,2,-5
4206,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4207,-5,-5,-5,0,1,1,1,-5,-5,-5,-5,-5,-5,2,2
4208,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4209,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4210,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4211,0,0,0,0,0,0,1,-5,1,1,-5,-5,1,1,-5
4212,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5
4213,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4214,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
4215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4216,0,0,1,2,3,4,4,5,5,6,6,6,-5,6,6
4217,0,0,0,2,3,3,3,3,-5,-5,-5,-5,-5,-5,1
4218,1,1,1,1,1,1,2,-5,2,2,2,2,2,2,2
4219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4220,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3
4221,0,0,0,0,0,0,0,1,1,-5,1,1,1,1,1
4222,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
4223,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
4224,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
4225,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3
4226,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4227,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
4228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4229,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
4230,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4231,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
4232,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
4233,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4234,-5,0,0,1,1,2,2,2,2,2,2,2,2,2,2
4235,0,0,1,3,3,-5,4,4,4,-5,5,5,5,5,4
4236,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4237,0,1,1,2,2,2,-5,2,-5,-5,-5,2,-5,2,2
4238,0,1,1,1,1,1,1,2,2,3,3,3,3,3,3
4239,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5
4240,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
4241,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
4242,1,1,2,2,2,2,2,2,2,2,2,2,2,-5,-5
4243,0,0,0,1,2,2,2,2,2,2,2,2,2,-5,-5
4244,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3
4245,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4246,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4247,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4250,0,0,0,0,1,1,1,2,-5,-5,-5,2,2,2,2
4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
4253,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4254,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3
4255,0,0,0,0,0,-5,-5,-5,-5,0,0,0,-5,-5,-5
4256,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5
4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,0,0,-5,-5,-5,-5,2,3,3,3,-5,-5,-5,-5,-5
4259,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
4260,0,0,-5,-5,0,0,-5,0,-5,0,-5,-5,-5,-5,-5
4261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
4262,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
4263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4264,1,1,1,1,1,-5,-5,1,1,1,1,1,1,1,-5
4265,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1
4266,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4269,0,1,1,1,2,2,2,2,2,-5,-5,-5,2,2,2
4270,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4271,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4272,0,-5,-5,1,1,-5,-5,-5,2,2,2,2,2,2,2
4273,2,2,3,3,3,3,3,3,3,3,3,3,-5,-5,-5
4274,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4275,2,2,2,2,2,2,2,-5,2,-5,-5,2,2,2,2
4276,3,3,3,3,-5,3,3,3,-5,-5,-5,-5,-5,-5,-5
4277,3,3,3,3,3,3,3,-5,-5,-5,3,-5,-5,-5,-5
4278,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4279,2,2,2,2,2,-5,-5,-5,2,2,2,2,-5,-5,-5
4280,2,2,2,2,2,-5,-5,-5,2,2,2,2,-5,2,-5
4281,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
4282,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4283,1,2,2,3,3,4,4,-5,-5,-5,-5,-5,-5,-5,-5
4284,0,0,0,0,0,0,0,0,1,2,2,2,2,-5,2
4285,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3
4286,1,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,3,3,-5
4287,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4288,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0
4289,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
4290,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4291,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
4292,0,0,0,0,0,1,1,-5,1,1,1,1,1,1,1
4293,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4294,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4295,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4296,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
4297,0,1,2,2,3,3,3,3,3,3,3,3,3,3,-5
4298,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
4299,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3
4300,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5,-5
4301,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,0,0,0
4302,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3
4303,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2
4304,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,1
4305,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
4306,1,1,2,2,2,-5,-5,2,2,2,2,-5,2,2,2
4307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4309,0,0,-5,1,2,2,2,2,2,-5,-5,-5,-5,-5,-5
4310,1,1,2,3,3,3,3,3,3,3,3,3,3,-5,3
4311,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4312,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6
4313,0,0,1,4,5,5,5,5,5,5,5,5,5,6,7
4314,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4315,2,2,2,2,2,2,2,2,-5,-5,-5,2,2,2,-5
4316,2,2,3,3,5,6,7,7,7,7,7,7,7,7,8
4317,0,0,0,0,0,-5,0,0,1,-5,-5,1,1,1,-5
4318,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4
4319,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4320,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4321,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
4322,1,2,-5,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5
4323,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4324,1,2,3,4,4,4,5,5,5,5,5,5,5,5,5
4325,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5
4326,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4327,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
4328,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4329,1,1,1,1,2,2,2,2,2,-5,-5,2,2,-5,-5
4330,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3
4331,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4332,0,0,0,0,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
4333,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,0,0
4334,0,0,0,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5
4335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2
4338,1,1,1,1,-5,2,2,-5,2,2,2,2,2,2,2
4339,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
4340,2,-5,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4341,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
4342,0,0,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4343,0,0,0,0,-5,0,1,2,2,-5,-5,-5,-5,-5,-5
4344,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,-5,-5,-5,1,1,-5,1,1,1,1,1,1,1,1,1
4346,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3
4347,1,-5,2,-5,2,2,-5,-5,-5,2,2,2,2,2,2
4348,-5,0,0,0,0,1,1,2,2,2,2,2,2,2,2
4349,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4
4350,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
4353,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
4354,2,2,3,3,3,3,3,-5,3,-5,3,3,3,-5,3
4355,0,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5
4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,2,2,2,2,-5,-5,2,-5,-5,-5,-5,4,4,4,4
4358,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
4359,0,0,0,0,0,0,0,-5,1,-5,-5,-5,-5,-5,-5
4360,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3
4361,2,2,2,2,2,2,2,2,2,-5,2,2,2,-5,2
4362,0,0,-5,0,0,0,1,-5,-5,-5,-5,1,1,1,1
4363,1,1,2,3,-5,3,3,-5,-5,-5,-5,-5,-5,-5,-5
4364,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4365,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-5
4366,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
4367,0,1,2,2,2,3,3,3,3,3,3,3,-5,-5,-5
4368,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4369,0,0,0,0,0,0,0,-5,-5,0,0,0,0,-5,0
4370,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
4371,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4372,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4373,1,1,1,1,1,1,1,1,1,1,-5,1,-5,-5,1
4374,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1
4376,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4377,2,2,2,2,3,4,4,-5,4,-5,4,4,-5,-5,-5
4378,2,3,4,4,4,4,4,4,4,4,4,-5,4,4,4
4379,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2
4380,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4
4381,0,0,0,0,0,-5,1,-5,2,-5,-5,-5,-5,-5,2
4382,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
4383,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5
4384,0,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0
4385,0,0,0,0,1,2,2,2,2,2,-5,2,2,2,2
4386,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4387,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3
4388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
4389,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4390,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
4391,2,2,3,4,4,5,5,5,-5,5,5,5,5,5,5
4392,0,0,0,1,1,-5,-5,-5,-5,-5,1,1,1,1,1
4393,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4394,0,0,0,0,0,0,0,0,0,-5,-5,-5,2,2,2
4395,0,0,0,0,0,-5,0,0,-5,-5,-5,0,-5,-5,0
4396,2,2,2,2,2,2,2,2,2,2,2,-5,-5,2,-5
4397,0,-5,0,0,1,1,1,-5,-5,-5,-5,-5,1,1,1
4398,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
4399,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5
4400,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2
4401,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
4402,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4403,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4404,1,2,2,2,2,2,2,2,2,2,2,-5,2,2,2
4405,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,-5
4406,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4410,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3
4411,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
4412,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4415,-5,-5,-5,5,5,5,5,5,-5,-5,-5,-5,-5,-5,-5
4416,3,5,6,6,6,6,6,6,6,-5,6,6,6,6,6
4417,2,2,2,2,-5,3,3,4,4,4,4,4,4,4,4
4418,0,0,0,0,0,0,1,-5,-5,-5,-5,2,-5,-5,-5
4419,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4420,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
4421,0,0,-5,0,0,0,0,0,0,0,0,0,1,1,1
4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,0,0,0,0,0,0,1,1,1,1,1,1,-5,-5,-5
4424,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,0,-5,0,0,0,0,1,2,2,2,2,2,2,2,2
4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3
4429,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4430,0,0,1,1,1,1,1,1,1,1,1,1,-5,1,1
4431,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,1,1,1,3,4,4,4,4,4,-5,4,4,4,4,4
4434,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4435,0,0,-5,0,0,0,0,0,0,-5,0,0,0,0,0
4436,-5,0,0,0,0,0,0,0,-5,-5,0,-5,-5,0,0
4437,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
4438,0,1,1,2,2,2,2,2,-5,2,2,2,2,-5,-5
4439,0,0,1,1,2,2,2,2,2,2,2,2,2,2,-5
4440,0,0,0,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4441,0,1,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
4442,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4443,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4444,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4445,0,2,2,2,3,3,3,3,-5,3,3,3,3,3,3
4446,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4447,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4448,0,0,0,0,1,2,-5,2,2,2,2,2,2,2,2
4449,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4450,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4451,0,0,-5,1,1,2,2,2,-5,2,2,2,2,2,2
4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0,0,0
4454,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4456,-5,-5,-5,1,2,2,2,2,-5,-5,-5,-5,-5,-5,-5
4457,0,0,0,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
4458,0,-5,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
4461,0,1,1,1,1,1,1,-5,-5,1,1,1,1,1,1
4462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4463,3,3,3,-5,3,3,-5,-5,-5,-5,-5,-5,3,3,3
4464,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
4465,0,0,0,1,1,2,-5,2,2,3,3,3,3,3,3
4466,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4467,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
4468,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2
4469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4470,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
4471,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
4472,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
4473,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
4474,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-5
4475,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
4476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4477,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4478,0,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5
4479,-5,1,2,2,2,2,2,2,2,2,2,2,2,2,-5
4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,-5,2,2,3,3,3,3,3,3,3,-5,-5,-5,-5,-5
4482,0,0,0,1,1,1,1,1,-5,1,1,1,1,1,1
4483,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4484,1,2,-5,3,3,4,4,-5,-5,-5,5,5,-5,5,5
4485,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4486,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4487,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4488,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3
4489,3,3,3,3,3,3,-5,-5,3,3,3,3,3,3,-5
4490,3,3,3,3,3,3,3,-5,3,3,-5,3,3,3,-5
4491,-5,0,-5,0,0,0,0,-5,0,-5,-5,-5,-5,0,0
4492,-5,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
4495,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
4496,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,-5
4497,1,1,2,2,3,3,4,5,5,4,4,4,4,4,4
4498,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4499,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4
4500,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2
4501,0,1,1,2,2,3,3,3,3,3,4,4,5,-5,-5
4502,-5,-5,-5,-5,-5,0,-5,0,-5,-5,-5,-5,-5,-5,-5
4503,0,-5,-5,0,0,-5,0,0,0,0,0,0,0,0,0
4504,0,1,-5,1,1,1,-5,1,1,1,-5,-5,-5,-5,-5
4505,-5,-5,4,4,-5,4,-5,-5,-5,5,5,-5,-5,-5,-5
4506,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4507,-5,-5,-5,1,2,2,2,-5,3,3,-5,3,3,3,3
4508,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0
4509,0,1,1,2,2,3,3,4,4,4,4,4,4,4,4
4510,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4511,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4512,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4513,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4514,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4515,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4516,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4517,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
4518,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2
4519,0,0,0,0,1,1,2,2,2,2,2,2,2,-5,-5
4520,0,1,2,3,3,4,4,4,4,4,4,-5,-5,-5,-5
4521,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4522,-5,-5,1,1,1,-5,-5,-5,1,2,2,-5,-5,2,2
4523,1,2,2,2,2,2,2,2,2,2,2,2,-5,-5,-5
4524,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4525,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1
4526,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
4527,0,0,-5,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,1
4528,0,0,0,-5,1,1,1,1,1,1,1,1,1,1,1
4529,0,1,1,1,1,1,-5,0,0,0,0,0,0,0,0
4530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4531,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
4532,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
4533,0,0,0,1,2,2,2,2,2,-5,-5,-5,-5,-5,-5
4534,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4535,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2
4536,1,2,2,3,4,5,5,5,5,5,5,5,5,5,5
4537,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
4538,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4539,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3
4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4542,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3
4543,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4544,2,2,3,4,4,4,4,4,4,4,4,4,4,4,-5
4545,1,1,2,2,2,2,2,2,2,-5,-5,1,1,-5,2
4546,1,1,2,2,1,1,1,1,1,-5,-5,-5,-5,-5,1
4547,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5
4548,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4549,0,0,1,1,2,2,2,2,2,-5,2,2,2,2,2
4550,0,1,2,2,3,3,3,3,3,3,-5,3,-5,-5,3
4551,1,2,3,3,3,3,3,3,3,3,-5,-5,-5,-5,-5
4552,0,1,2,2,3,-5,-5,-5,3,3,4,5,-5,-5,3
4553,1,2,3,3,4,4,-5,4,4,-5,-5,-5,-5,-5,-5
4554,0,0,0,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5
4555,0,0,1,-5,2,2,2,2,2,2,2,2,2,2,2
4556,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4557,0,2,3,3,3,3,3,3,3,3,3,3,3,3,-5
4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
4559,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4564,0,0,1,2,2,2,2,2,2,2,2,-5,-5,-5,-5
4565,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2
4566,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4567,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4568,0,0,0,0,0,-5,0,0,0,0,-5,0,0,0,0
4569,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4570,2,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5
4571,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4572,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
4573,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4574,0,0,1,2,2,2,2,2,2,2,2,-5,-5,-5,-5
4575,0,1,1,1,1,1,1,-5,1,-5,-5,-5,1,-5,-5
4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0
4578,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4579,0,0,1,0,1,1,1,2,2,2,2,2,2,2,2
4580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4581,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4582,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2
4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
4584,0,-5,-5,2,2,2,2,2,2,3,3,3,-5,-5,-5
4585,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4586,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
4587,0,0,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5
4588,1,1,1,1,1,1,1,1,1,1,-5,1,-5,-5,-5
4589,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
