"CASEID","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1"
2879,-5,1,1,0,0,0,0,-5,0,-5,1
2880,0,1,-5,-5,1,0,0,-5,-5,-5,-5
2881,0,-5,0,1,-5,-5,-5,0,-5,0,-5
2882,-5,-5,-5,-5,0,0,1,0,0,0,0
2883,1,1,0,0,-5,0,-5,0,0,0,0
2884,-5,1,0,0,0,0,1,0,0,0,0
2885,1,0,0,0,0,0,0,0,0,0,1
2886,1,-5,-5,1,1,1,0,0,0,1,1
2887,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
2888,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2889,0,0,0,0,0,0,0,0,0,0,0
2890,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2891,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2892,0,1,0,0,0,0,0,0,0,-5,-5
2893,0,0,0,0,0,0,0,0,0,0,-5
2894,0,0,0,0,0,0,0,0,0,0,0
2895,0,0,1,1,0,0,0,0,0,0,0
2896,0,0,0,0,0,0,0,0,1,0,0
2897,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2898,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2899,0,1,0,0,0,1,1,0,0,0,0
2900,0,1,0,0,0,0,-5,-5,-5,-5,-5
2901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2902,0,0,0,0,0,0,0,0,0,0,0
2903,-5,-5,1,-5,0,0,0,-5,-5,-5,-5
2904,0,0,0,0,0,0,0,0,0,0,0
2905,-5,-5,-5,-5,0,0,0,1,0,0,0
2906,-5,-5,-5,1,1,0,0,1,0,0,1
2907,1,0,1,-5,-5,-5,-5,0,-5,-5,-5
2908,0,0,0,0,0,0,0,1,0,0,-5
2909,0,0,1,0,0,1,0,0,0,0,0
2910,0,0,0,0,1,0,0,0,0,1,0
2911,1,1,1,1,0,0,1,0,0,0,0
2912,-5,1,1,1,1,1,0,0,1,1,0
2913,-5,-5,1,1,0,-5,-5,-5,-5,-5,-5
2914,0,0,-5,1,0,0,1,0,0,0,1
2915,1,0,1,0,0,0,0,0,0,0,0
2916,0,-5,-5,-5,-5,1,-5,0,0,0,-5
2917,-5,-5,-5,-5,-5,1,1,1,0,0,1
2918,0,0,0,0,0,0,1,0,0,0,1
2919,0,0,0,0,0,0,0,0,0,0,0
2920,0,0,0,0,0,0,0,0,0,0,0
2921,1,0,1,0,1,1,1,0,0,0,0
2922,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
2923,0,1,0,1,0,0,0,-5,-5,-5,0
2924,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2925,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
2926,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2927,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
2928,0,0,0,0,0,0,0,0,0,0,0
2929,1,0,0,1,1,0,0,0,0,0,0
2930,0,1,0,1,0,1,0,1,1,0,0
2931,1,1,-5,0,-5,-5,-5,-5,-5,-5,1
2932,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
2933,1,0,0,0,0,0,0,0,0,0,-5
2934,-5,0,-5,-5,-5,-5,0,-5,0,0,0
2935,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2936,0,1,0,0,1,0,0,0,1,0,0
2937,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2938,0,0,0,0,0,-5,0,-5,0,-5,1
2939,0,0,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,1,0,0,0,0,0,0
2941,1,0,0,0,0,0,0,0,0,0,0
2942,0,0,0,0,0,0,0,0,0,0,0
2943,-5,0,0,0,-5,-5,-5,-5,0,0,0
2944,1,0,1,0,0,0,0,0,0,0,-5
2945,1,0,0,0,1,0,1,1,0,0,1
2946,0,0,0,0,0,0,0,0,0,0,0
2947,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2948,0,0,0,0,0,0,0,1,0,0,0
2949,1,1,0,0,0,0,0,0,-5,-5,-5
2950,0,1,0,0,0,0,0,0,0,0,0
2951,-5,1,0,0,1,0,0,0,1,0,0
2952,0,1,1,0,0,0,0,0,0,0,0
2953,0,0,0,1,0,1,1,0,0,1,0
2954,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2955,0,0,0,0,0,0,0,0,0,0,0
2956,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
2957,0,0,1,0,0,0,0,-5,-5,-5,-5
2958,0,1,1,0,1,1,0,0,0,0,0
2959,0,0,0,0,0,0,0,0,0,0,0
2960,-5,0,0,1,1,1,0,0,0,0,0
2961,0,0,0,0,0,0,0,0,0,0,0
2962,1,0,1,0,0,0,0,0,0,0,0
2963,1,1,0,0,1,1,1,0,1,0,-5
2964,0,1,0,0,0,0,0,0,0,0,0
2965,0,0,-5,-5,0,1,0,0,0,0,0
2966,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2967,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2968,0,0,0,0,0,0,0,0,-5,0,0
2969,-5,-5,-5,-5,-5,1,-5,-5,0,-5,-5
2970,0,0,0,0,0,0,0,0,0,0,0
2971,0,0,0,0,0,0,0,0,0,0,-5
2972,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2973,-5,1,0,1,1,1,1,1,1,0,-5
2974,1,0,0,0,0,0,0,0,0,0,0
2975,1,0,0,0,0,0,0,1,-5,-5,-5
2976,0,0,1,1,0,1,0,0,0,0,0
2977,0,0,0,1,0,0,1,1,0,1,-5
2978,0,1,0,0,0,0,0,-5,-5,0,1
2979,0,0,0,0,0,0,0,0,0,0,0
2980,0,0,0,0,0,0,0,0,0,0,0
2981,0,0,0,0,0,0,-5,-5,-5,-5,-5
2982,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2983,0,0,0,-5,0,0,0,0,-5,0,0
2984,0,0,0,0,0,0,0,0,0,0,0
2985,0,0,0,0,0,1,0,0,0,0,0
2986,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2987,0,0,0,1,0,0,0,0,-5,0,0
2988,0,-5,0,0,0,0,0,0,0,0,0
2989,0,1,0,0,0,1,0,0,0,0,0
2990,0,0,0,0,0,0,0,0,0,0,0
2991,0,0,0,0,0,0,0,0,0,0,0
2992,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2993,0,1,1,1,1,1,1,0,0,0,0
2994,0,0,0,0,0,0,0,0,0,0,-5
2995,0,0,0,0,0,1,0,0,0,0,0
2996,1,0,1,0,0,0,1,1,0,0,0
2997,0,0,0,0,0,0,0,0,0,0,0
2998,0,0,0,0,0,0,-5,-5,-5,-5,-5
2999,0,0,0,0,0,1,0,0,0,0,0
3000,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3001,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3002,-5,1,1,0,0,0,-5,1,1,-5,-5
3003,0,0,0,0,0,0,0,0,0,0,0
3004,1,0,1,0,1,1,1,0,1,0,0
3005,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3006,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3007,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3008,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3009,0,1,1,0,1,-5,-5,-5,-5,-5,-5
3010,0,1,1,-5,1,0,1,0,0,0,0
3011,0,0,1,1,0,0,0,0,0,0,0
3012,0,0,0,-5,0,0,0,0,0,0,0
3013,-5,-5,-5,1,1,1,1,-5,1,1,0
3014,0,1,0,0,0,0,0,0,0,0,0
3015,-5,-5,-5,-5,1,0,0,0,0,0,1
3016,1,0,0,0,0,0,0,0,0,0,0
3017,0,0,0,1,0,0,0,0,0,0,0
3018,0,0,0,1,0,0,0,0,0,0,0
3019,0,0,1,0,0,0,0,0,0,0,0
3020,0,0,0,0,0,0,0,1,1,0,1
3021,0,1,0,0,0,0,0,0,0,0,1
3022,1,0,-5,-5,-5,1,-5,-5,-5,1,-5
3023,0,0,0,0,0,0,0,-5,-5,-5,-5
3024,0,0,1,0,0,0,0,0,0,0,0
3025,0,0,0,0,1,0,0,1,1,0,1
3026,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3027,-5,0,0,0,0,0,0,0,0,0,0
3028,1,1,0,0,1,0,1,1,0,1,0
3029,-5,-5,-5,1,0,0,-5,-5,-5,-5,-5
3030,-5,-5,-5,0,0,0,1,1,-5,-5,-5
3031,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3032,0,-5,1,1,0,-5,-5,-5,-5,-5,-5
3033,-5,0,0,0,0,0,0,0,-5,-5,-5
3034,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3035,0,0,0,0,0,0,0,0,1,0,0
3036,0,0,0,0,0,0,0,0,0,0,0
3037,1,0,0,0,0,0,0,0,0,0,0
3038,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3039,1,0,0,0,0,0,1,0,0,0,0
3040,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3041,1,0,1,0,0,1,1,0,0,0,0
3042,0,0,0,0,0,0,0,0,0,0,0
3043,-5,-5,0,0,0,0,0,0,0,-5,-5
3044,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5
3045,1,0,1,0,1,1,1,0,-5,-5,-5
3046,1,0,0,0,0,0,0,-5,1,0,0
3047,-5,0,1,0,0,0,0,0,0,0,0
3048,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3049,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
3050,1,-5,0,0,0,0,-5,1,-5,-5,-5
3051,0,1,0,0,0,0,1,0,0,0,0
3052,-5,-5,0,-5,0,0,0,0,0,0,0
3053,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3054,1,1,-5,1,1,1,1,0,1,1,1
3055,0,0,0,0,0,0,0,0,0,0,0
3056,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
3057,0,0,0,0,0,0,0,0,0,0,0
3058,0,0,0,1,0,0,1,0,0,0,0
3059,1,0,1,1,1,1,1,0,0,1,1
3060,0,0,0,0,0,0,0,0,0,0,0
3061,0,0,0,0,0,0,0,1,0,0,0
3062,0,0,0,1,0,0,0,1,0,0,0
3063,0,0,0,0,0,0,0,0,0,0,0
3064,-5,1,1,1,1,0,-2,0,1,-5,1
3065,-5,-5,-5,1,1,1,-5,-5,0,-5,-5
3066,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3067,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3068,0,-5,-5,-5,-5,1,1,1,1,1,-5
3069,0,0,0,1,0,0,0,0,0,0,0
3070,-5,-5,-5,-5,-5,1,-5,1,0,-5,-5
3071,1,0,0,0,0,0,0,-5,-5,-5,-5
3072,0,1,0,0,0,0,0,0,0,0,0
3073,0,0,0,1,1,1,1,1,0,0,0
3074,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
3075,0,0,1,0,1,1,1,1,0,0,0
3076,0,0,1,0,0,0,0,0,0,0,0
3077,0,1,0,0,0,0,0,0,0,0,0
3078,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3079,1,0,0,1,1,0,0,-5,1,-5,0
3080,0,0,0,0,0,0,0,-5,0,0,0
3081,0,-5,1,0,1,0,0,1,0,0,0
3082,-5,-5,0,0,0,0,0,0,0,0,0
3083,0,-5,-5,-5,-5,-5,0,0,0,0,0
3084,0,0,0,0,0,1,1,0,0,0,0
3085,0,0,1,0,0,0,0,0,0,0,0
3086,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3087,0,0,-5,-5,0,0,-5,-5,-5,-5,-5
3088,0,0,-5,-5,0,0,0,0,0,0,1
3089,0,0,0,1,1,0,0,0,0,0,0
3090,-5,-5,1,0,0,0,0,0,0,0,0
3091,1,0,0,0,0,0,0,0,0,0,0
3092,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3093,0,0,0,0,0,0,0,1,0,1,0
3094,1,0,0,0,1,0,0,-5,0,0,0
3095,0,1,1,0,0,0,1,0,0,0,0
3096,0,0,0,0,0,0,0,0,0,0,-5
3097,0,0,1,0,0,0,0,1,0,0,0
3098,0,0,0,0,1,0,0,0,0,0,1
3099,0,1,0,1,1,0,0,0,0,0,0
3100,1,0,0,0,0,0,0,0,0,0,0
3101,0,0,1,0,0,1,-5,-5,-5,-5,-5
3102,0,0,0,0,0,0,0,0,0,0,0
3103,1,1,0,0,0,0,0,0,0,0,0
3104,0,0,0,1,0,0,0,1,1,0,0
3105,0,0,0,0,0,0,0,-5,-5,-5,-5
3106,1,1,1,1,0,0,0,1,0,0,0
3107,0,0,0,0,0,0,0,0,0,0,0
3108,0,0,0,0,0,0,0,-5,-5,-5,0
3109,0,0,0,0,0,0,0,0,1,0,0
3110,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3111,0,0,0,0,0,0,0,0,0,0,0
3112,1,0,0,1,1,0,0,1,0,0,0
3113,0,-5,1,1,0,0,1,0,1,0,0
3114,0,-5,1,1,0,1,0,0,0,-5,-5
3115,0,0,0,1,0,0,0,0,0,0,0
3116,1,0,0,0,0,0,0,0,0,0,0
3117,0,-5,1,0,-5,-5,-5,-5,-5,-5,-5
3118,0,0,0,0,0,0,0,0,0,0,0
3119,1,0,0,1,0,0,-5,-5,-5,-5,-5
3120,0,1,1,0,1,1,0,0,0,0,1
3121,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
3122,0,0,0,0,0,0,0,0,0,0,-5
3123,1,-5,0,1,0,0,0,-5,1,0,0
3124,1,1,1,0,1,0,0,0,0,0,0
3125,0,0,0,1,0,0,0,0,-5,-5,-5
3126,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3127,0,0,0,0,0,1,0,0,0,0,-5
3128,0,0,0,0,0,0,0,-5,1,0,0
3129,0,0,0,0,0,0,0,0,0,0,0
3130,0,-5,1,0,0,-5,-5,-5,-5,-5,-5
3131,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3132,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3133,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3134,1,1,0,0,0,0,1,1,1,0,0
3135,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3136,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3137,0,0,0,0,0,0,0,0,0,0,0
3138,0,1,1,0,0,0,1,0,1,0,0
3139,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
3140,0,0,1,0,0,-5,-5,0,-5,1,-5
3141,0,0,0,0,0,0,1,0,0,0,0
3142,0,1,0,0,0,0,1,0,0,1,0
3143,0,1,0,0,0,0,0,0,0,0,0
3144,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3145,0,0,0,0,0,0,0,0,0,0,0
3146,1,0,0,0,0,0,0,0,0,0,0
3147,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3148,-5,-5,-5,-5,-5,1,0,0,0,0,1
3149,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3150,0,0,0,0,0,0,0,0,0,0,0
3151,0,0,1,0,0,1,0,0,1,0,0
3152,0,0,1,-5,1,0,0,0,0,0,0
3153,1,1,1,0,0,1,0,0,0,0,1
3154,0,0,0,0,0,0,-5,0,-5,-5,-5
3155,0,0,0,0,0,1,-5,0,-5,-5,-5
3156,0,0,0,0,0,0,0,0,0,0,0
3157,0,0,0,1,0,0,0,0,0,0,0
3158,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3159,0,1,0,0,0,0,1,1,0,0,0
3160,0,0,0,0,0,0,0,0,0,0,0
3161,0,0,1,0,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0,1,1,0,0
3163,1,0,0,0,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,0,0,0,0,1
3165,1,0,0,0,0,0,0,0,0,0,0
3166,0,0,0,0,0,0,0,0,0,0,0
3167,-5,-5,-5,-5,-5,0,0,0,0,0,0
3168,0,0,0,0,1,0,0,0,0,0,0
3169,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
3170,1,0,-5,0,0,0,0,1,0,0,1
3171,0,0,1,1,0,0,0,0,0,0,0
3172,0,1,0,0,0,0,1,0,1,0,1
3173,0,0,0,0,0,0,1,0,0,0,0
3174,0,0,0,-5,1,1,1,0,0,1,0
3175,0,0,0,1,0,0,0,0,1,1,0
3176,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3177,1,0,0,1,0,1,0,0,-5,-5,-5
3178,0,-5,-5,-5,-5,-5,-5,-5,1,0,-5
3179,0,0,0,0,0,0,0,0,0,0,0
3180,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3181,0,0,0,0,0,0,0,0,0,0,0
3182,0,1,0,0,0,1,0,0,1,0,0
3183,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3184,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3186,0,0,-5,1,0,0,0,0,0,0,0
3187,0,0,0,0,0,0,0,0,-5,-5,-5
3188,0,-5,-5,-5,-5,1,-5,1,0,0,1
3189,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
3190,0,-5,-5,-5,1,0,0,0,0,0,0
3191,-5,-5,-5,-5,-5,-5,1,0,0,0,0
3192,1,0,1,0,0,0,0,1,0,0,0
3193,0,0,0,0,0,0,0,0,0,0,0
3194,1,1,0,1,0,1,1,1,0,1,1
3195,0,0,0,0,0,0,0,0,0,0,0
3196,0,0,0,1,0,0,0,0,0,0,0
3197,1,0,0,0,1,0,1,0,0,1,0
3198,0,0,0,1,0,0,0,0,0,0,0
3199,0,0,1,0,0,0,0,0,0,0,0
3200,-5,-5,0,0,0,0,0,0,0,-5,-5
3201,0,1,0,0,0,0,0,0,0,0,0
3202,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
3203,0,0,0,0,0,0,0,0,0,0,1
3204,0,1,0,0,0,0,-5,-5,-5,-5,-5
3205,0,0,0,1,0,0,0,0,0,0,0
3206,0,0,0,1,0,0,0,0,0,0,0
3207,1,0,0,0,0,0,0,0,0,0,0
3208,1,0,0,0,0,0,0,0,0,0,0
3209,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
3210,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5
3211,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3212,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3213,0,0,0,0,0,-5,-5,-5,-5,-5,-5
3214,1,1,0,0,0,0,1,0,0,0,0
3215,1,0,0,0,0,0,0,-5,-5,-5,-5
3216,0,0,0,0,0,0,0,1,0,0,0
3217,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3218,1,0,0,1,0,0,0,0,0,0,0
3219,0,0,0,0,0,0,0,0,0,0,0
3220,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3221,-5,-5,-5,1,-5,1,0,1,0,0,0
3222,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3223,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3224,0,1,0,0,0,0,1,0,0,0,0
3225,0,1,0,0,0,0,0,0,0,0,-5
3226,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0
3227,0,0,1,0,0,0,0,0,0,0,1
3228,1,1,0,0,0,0,0,0,0,0,0
3229,0,0,1,0,0,0,0,1,0,0,0
3230,-5,1,0,1,0,0,0,-5,1,0,0
3231,0,0,0,1,0,0,0,0,0,-5,-5
3232,1,0,0,0,0,0,0,0,0,0,0
3233,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3234,1,0,0,0,0,0,0,0,0,0,0
3235,0,0,0,0,0,1,1,1,0,0,1
3236,1,1,0,1,1,1,1,0,0,0,1
3237,0,-5,0,1,0,0,0,0,0,0,0
3238,0,0,1,0,0,0,0,0,0,0,0
3239,0,0,0,0,0,-5,-5,0,0,0,0
3240,0,0,0,0,0,0,0,0,0,0,0
3241,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3242,0,0,0,0,0,0,0,0,0,0,1
3243,1,0,1,0,0,0,0,0,0,0,0
3244,0,0,0,0,0,0,0,0,0,0,0
3245,0,0,0,1,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0,0,0,0,0
3247,0,0,0,0,1,0,0,0,0,0,0
3248,1,1,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0,0,-5,-5,-5
3250,1,0,0,0,0,0,1,0,0,0,0
3251,0,0,1,0,0,0,0,0,0,0,0
3252,0,0,0,1,0,0,0,0,0,0,-5
3253,1,1,0,0,0,1,1,0,0,0,0
3254,0,0,0,0,0,0,0,0,0,0,0
3255,0,0,1,0,0,0,0,0,1,-5,-5
3256,0,0,1,1,1,1,1,0,0,0,1
3257,1,0,0,0,1,0,0,0,0,0,0
3258,0,0,0,0,0,0,0,0,0,0,0
3259,1,0,1,0,0,0,0,1,1,0,0
3260,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3261,1,1,0,0,0,0,0,0,0,0,0
3262,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3263,0,0,0,0,0,0,0,0,0,0,0
3264,1,0,1,0,0,0,0,0,0,0,0
3265,1,0,-5,1,-5,-5,0,0,0,0,1
3266,1,0,0,1,1,0,1,0,0,0,1
3267,-5,-5,0,0,0,1,1,-5,0,0,0
3268,1,1,1,-5,1,1,1,0,1,0,0
3269,1,0,0,0,0,0,0,0,0,0,0
3270,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3271,0,1,0,0,-5,1,0,0,0,-5,-5
3272,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3273,-5,1,1,1,1,1,0,1,0,1,1
3274,1,1,-5,-5,-5,-5,1,-5,-5,0,0
3275,0,0,0,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0,0,0,0
3277,0,0,0,0,0,0,-5,-5,-5,-5,-5
3278,0,0,0,0,0,0,0,0,0,0,0
3279,1,1,1,0,0,0,0,0,1,0,1
3280,1,0,1,0,0,0,0,0,0,0,0
3281,1,1,0,1,0,1,0,0,0,0,0
3282,1,0,1,0,-5,1,0,1,1,1,1
3283,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3284,0,1,0,0,0,0,1,-5,-5,-5,-5
3285,0,0,0,0,0,0,1,0,0,0,0
3286,1,0,0,0,-5,-5,-5,-5,-5,-5,-5
3287,1,0,0,0,0,0,0,0,0,0,0
3288,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3289,1,0,0,0,0,0,-5,1,1,0,0
3290,1,1,0,0,0,0,0,0,1,0,1
3291,0,0,0,0,0,-5,0,0,0,0,0
3292,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3293,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
3294,0,0,1,0,0,1,0,0,0,0,0
3295,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3296,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3297,1,-5,1,1,0,0,0,0,0,0,0
3298,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3299,0,0,1,-5,0,-5,-5,-5,-5,-5,-5
3300,1,1,0,-5,0,-5,-5,1,0,0,1
3301,-5,-5,-5,-5,0,-5,0,0,0,0,-5
3302,0,-5,1,1,1,1,0,-5,0,-5,-5
3303,0,0,0,1,0,0,0,1,0,0,0
3304,0,0,1,0,0,0,0,0,0,0,0
3305,0,1,0,0,0,0,1,1,0,0,0
3306,1,0,0,0,0,0,0,0,0,1,0
3307,0,0,0,0,0,0,1,0,0,0,1
3308,1,0,0,0,0,1,1,-5,-5,-5,-5
3309,0,1,0,0,0,0,0,0,-5,0,0
3310,0,0,0,0,1,0,0,0,0,0,0
3311,0,1,1,1,1,0,1,1,0,1,0
3312,0,0,0,0,0,0,0,0,0,0,0
3313,0,0,0,1,0,0,0,0,0,0,0
3314,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3315,0,1,0,0,1,1,0,1,0,1,0
3316,1,1,1,0,1,1,1,1,1,1,0
3317,0,1,0,1,0,0,0,1,1,0,0
3318,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3319,1,0,0,0,0,0,0,0,-5,-5,-5
3320,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3321,0,0,1,1,1,0,0,1,0,0,0
3322,1,0,1,1,0,0,1,0,1,1,-5
3323,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3324,1,0,1,0,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0,0,0,-5
3326,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3327,-5,-5,-5,-5,-5,1,0,1,1,0,0
3328,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3329,-5,1,-5,0,-5,0,0,0,-5,-5,-5
3330,0,0,1,0,0,0,0,0,0,0,0
3331,0,-5,1,0,1,0,1,-5,-5,-5,-5
3332,0,0,0,1,0,0,1,1,0,0,0
3333,1,0,0,0,0,0,0,0,0,0,1
3334,1,-5,-5,-5,-5,1,1,0,0,0,0
3335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3336,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3337,1,0,0,0,0,0,0,-5,-5,-5,-5
3338,1,1,0,0,0,0,0,0,0,0,0
3339,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3340,-5,-5,-5,-5,-5,-5,-5,-5,0,-5,0
3341,0,0,0,0,0,0,0,0,0,0,0
3342,0,0,1,0,1,1,1,1,0,0,0
3343,0,0,1,0,0,0,0,0,0,0,0
3344,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3345,-5,-5,-5,1,0,0,0,0,0,0,0
3346,0,0,0,0,0,0,0,0,0,0,0
3347,1,0,0,0,0,0,0,0,0,1,-5
3348,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
3349,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3350,1,0,0,0,0,0,0,0,0,0,0
3351,0,0,0,0,0,0,0,0,0,0,-5
3352,0,0,0,0,0,0,0,0,0,0,0
3353,1,0,0,0,0,0,1,0,0,0,0
3354,0,1,0,0,0,0,0,0,1,1,-5
3355,-5,0,1,0,0,1,1,0,0,1,0
3356,0,1,1,0,1,1,1,0,0,0,0
3357,0,0,0,0,0,0,0,0,0,0,0
3358,-5,1,0,0,0,-5,-5,-5,-5,-5,-5
3359,0,1,0,0,1,0,1,0,0,0,1
3360,0,0,0,0,0,0,0,1,1,1,0
3361,1,0,0,0,0,0,0,0,0,0,0
3362,1,-5,1,1,0,0,0,0,0,0,-5
3363,0,0,0,0,1,0,1,0,0,0,0
3364,0,0,1,0,0,-5,-5,-5,-5,-5,-5
3365,0,0,0,0,0,0,0,0,-5,-5,0
3366,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3367,0,0,1,0,0,0,1,0,0,0,0
3368,1,0,0,0,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,1,0,0,0,1
3370,0,1,0,0,0,0,0,0,0,0,0
