"CASEID","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1","MIGR-1"
5687,1,1,0,0,0,0,-5,0,0,0,0
5688,-5,1,-5,-5,-5,-5,-5,1,-5,-5,-5
5689,0,-5,1,0,-5,-5,-5,0,0,0,0
5690,0,0,0,0,1,1,1,1,1,1,1
5691,1,1,0,0,1,0,1,0,0,-5,-5
5692,0,1,1,1,1,0,-5,-5,-5,-5,-5
5693,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5694,1,0,1,1,1,1,0,-5,-5,-5,1
5695,0,0,0,0,0,0,0,0,0,0,0
5696,1,-5,0,1,1,1,1,0,1,-5,1
5697,1,0,1,0,1,1,1,1,1,-5,-5
5698,0,0,0,0,0,0,1,0,0,0,0
5699,0,0,0,0,0,0,0,0,0,0,0
5700,1,0,1,0,0,0,0,0,0,0,0
5701,0,0,1,0,0,0,1,0,0,1,0
5702,0,1,0,0,0,1,1,1,1,0,0
5703,0,0,0,0,0,-5,-5,-5,-5,-5,-5
5704,0,0,0,0,0,0,0,0,0,0,1
5705,0,1,1,0,0,1,0,0,0,0,0
5706,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
5707,0,1,0,0,0,0,0,0,0,-5,-5
5708,0,0,0,0,0,0,0,0,0,0,0
5709,0,1,1,1,0,0,1,0,0,-5,-5
5710,0,0,0,0,0,0,0,0,0,0,0
5711,0,0,1,0,0,0,1,0,1,1,-5
5712,1,0,0,0,0,0,0,0,0,0,0
5713,0,0,0,0,1,0,0,0,0,0,0
5714,0,1,1,0,0,1,1,-5,-5,-5,-5
5715,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5716,0,1,0,1,1,0,0,1,1,1,1
5717,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5718,0,0,0,0,0,0,0,1,0,1,0
5719,0,1,1,0,0,0,0,0,0,0,0
5720,0,0,-5,0,0,1,0,0,0,0,0
5721,-5,-5,-5,-5,1,0,0,0,0,0,0
5722,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5723,0,0,0,0,0,0,0,0,1,0,1
5724,1,-5,1,0,1,-5,-5,-5,-5,-5,-5
5725,0,0,0,0,0,0,0,0,0,0,0
5726,0,-5,0,-5,-5,-5,-5,0,0,0,0
5727,1,0,0,1,1,0,0,0,0,1,0
5728,0,0,1,1,0,0,0,0,0,0,0
5729,0,0,0,0,0,0,0,0,0,0,0
5730,0,0,0,0,1,0,0,0,0,0,0
5731,0,0,0,0,0,0,0,-5,-5,0,0
5732,0,0,0,0,0,0,0,0,0,0,0
5733,1,0,0,1,1,0,1,0,0,0,0
5734,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5735,0,0,0,1,0,0,0,0,1,0,1
5736,0,0,0,0,0,0,0,0,0,0,1
5737,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5738,1,1,0,0,0,-5,-5,-5,-5,-5,-5
5739,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5740,0,0,1,1,0,-5,-5,-5,-5,-5,-5
5741,0,0,0,0,-5,0,-5,0,-5,1,-5
5742,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5743,0,0,0,1,0,0,0,0,0,0,0
5744,0,-5,-5,-5,-5,-5,-5,0,0,0,0
5745,1,1,1,0,1,0,1,1,1,0,0
5746,0,0,0,0,0,0,0,0,0,0,0
5747,0,0,1,0,0,0,0,0,0,0,-5
5748,0,0,0,0,0,0,0,1,0,0,0
5749,0,0,1,1,1,-5,-5,-5,-5,-5,-5
5750,0,0,0,-5,1,1,0,-5,-5,-5,-5
5751,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5752,0,0,1,0,1,1,1,0,1,0,0
5753,0,0,0,0,0,-5,-5,0,0,0,0
5754,0,0,0,0,0,0,0,0,0,0,0
5755,0,1,1,0,0,0,0,0,1,0,0
5756,0,0,0,0,0,0,0,0,0,0,0
5757,0,0,0,0,0,1,0,0,0,0,0
5758,0,0,0,0,0,0,1,0,0,0,0
5759,0,0,0,0,0,0,1,0,0,0,0
5760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5761,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5762,1,0,0,0,0,0,0,1,0,1,0
5763,0,0,1,0,0,0,0,1,0,0,1
5764,-5,-5,1,1,1,0,0,0,0,1,0
5765,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5766,0,0,0,0,0,0,0,0,0,0,0
5767,0,1,1,1,1,0,0,0,1,0,0
5768,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5769,-5,1,0,0,0,0,0,0,-5,-5,-5
5770,0,-5,1,-5,-5,0,0,-5,-5,-5,-5
5771,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5
5772,1,1,0,0,0,1,-5,-5,-5,-5,-5
5773,1,1,0,1,0,1,1,0,0,0,1
5774,1,1,1,1,1,1,1,1,1,1,1
5775,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5776,1,1,1,0,1,0,0,0,0,0,0
5777,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5778,-5,-5,0,0,0,0,0,0,-5,-5,-5
5779,-5,-5,1,0,-5,0,1,0,0,1,0
5780,0,1,0,0,0,0,1,0,0,0,0
5781,1,0,0,0,1,0,0,0,0,0,0
5782,1,0,1,0,1,0,1,1,0,1,0
5783,0,0,0,0,0,1,0,0,0,0,0
5784,0,0,0,0,0,0,0,0,0,0,0
5785,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5786,-5,-5,1,-5,-5,-5,1,1,-5,0,-5
5787,1,0,0,0,0,0,0,0,0,0,0
5788,-5,-5,1,0,0,0,1,1,1,0,0
5789,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5790,0,0,0,0,0,0,0,0,0,0,0
5791,1,1,-5,1,1,0,0,1,0,1,-5
5792,1,0,0,0,0,0,1,1,0,0,1
5793,1,0,0,0,0,0,1,0,0,0,0
5794,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5795,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5796,0,1,0,1,0,0,1,0,0,0,0
5797,0,1,0,0,0,0,0,0,0,0,0
5798,-5,0,1,1,0,0,0,0,0,0,0
5799,0,0,1,0,0,-5,1,0,0,0,0
5800,-5,-5,-5,-5,-5,1,0,-5,-5,-5,-5
5801,1,0,0,0,0,0,0,0,0,0,0
5802,0,0,0,0,0,0,0,-5,-5,-5,-5
5803,1,0,1,1,1,1,1,0,0,0,0
5804,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5805,1,1,0,1,1,0,0,0,1,0,0
5806,0,0,0,0,0,0,0,0,0,0,0
5807,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5808,1,1,0,1,0,0,1,0,0,0,-5
5809,1,0,-5,1,0,0,0,0,0,0,0
5810,0,0,0,0,-5,0,0,0,0,0,0
5811,0,0,0,1,0,0,0,0,0,0,0
5812,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5813,1,0,0,1,0,0,0,0,1,0,0
5814,-5,-5,1,0,1,0,0,0,0,0,0
5815,0,0,0,0,0,0,0,0,1,1,0
5816,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5817,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5818,1,1,1,0,1,1,1,0,1,0,-5
5819,1,-5,-5,1,0,1,1,1,0,1,1
5820,1,0,0,0,0,0,0,0,0,0,0
5821,0,0,0,0,0,0,0,0,0,0,-5
5822,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5823,1,1,1,1,1,1,1,1,1,0,0
5824,-5,1,0,1,1,1,0,0,0,0,0
5825,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5826,1,0,-5,-5,1,0,1,-5,1,1,1
5827,1,1,0,0,0,0,0,1,1,0,0
5828,0,0,0,0,0,1,0,0,0,0,0
5829,0,0,1,0,1,1,0,1,0,0,1
5830,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5831,0,0,0,0,0,0,0,0,-5,-5,-5
5832,0,-5,-5,1,0,0,0,0,-5,-5,-5
5833,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5834,1,0,1,0,0,0,0,0,0,0,0
5835,1,0,0,0,0,0,0,0,-5,-5,-5
5836,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5837,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5838,-5,-5,1,0,1,0,1,-5,1,1,0
5839,0,1,0,0,1,0,0,0,0,0,0
5840,-5,1,1,1,0,0,1,0,0,-5,-5
5841,0,0,0,0,0,0,0,0,0,0,0
5842,0,1,-5,-5,-5,1,0,-5,0,1,0
5843,1,1,-5,-5,1,1,0,1,0,0,-5
5844,0,0,0,1,1,0,1,1,0,1,0
5845,1,0,1,1,1,1,0,1,0,1,0
5846,1,1,1,0,1,1,0,0,0,0,1
5847,0,0,1,0,0,0,0,0,0,0,0
5848,0,1,-5,-5,0,0,0,0,0,0,0
5849,0,0,0,0,0,1,1,1,0,1,1
5850,-5,1,0,1,1,0,0,1,1,0,1
5851,1,0,0,1,0,0,0,1,0,0,0
5852,1,1,0,0,0,1,0,1,1,1,0
5853,0,1,0,1,0,0,0,1,0,0,0
5854,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5
5855,0,0,1,0,0,0,1,1,0,-5,-5
5856,1,0,0,1,0,0,1,1,0,1,1
5857,-5,-5,-5,1,0,0,0,0,0,0,0
5858,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5859,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5860,0,0,1,0,0,-5,0,-5,-5,-5,-5
5861,0,-5,-5,-5,-5,-5,-5,1,0,-5,1
5862,0,1,1,0,0,1,0,0,0,0,0
5863,1,1,0,0,0,0,1,1,1,0,-5
5864,1,0,1,0,0,0,1,0,0,0,0
5865,0,0,0,0,0,1,0,1,0,0,0
5866,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5867,-5,-5,-5,-5,1,0,0,0,0,0,0
5868,0,-5,0,0,0,0,0,0,0,0,0
5869,-5,-5,-5,1,0,0,0,0,0,0,-5
5870,0,0,0,0,0,0,0,0,0,0,0
5871,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5872,0,0,0,0,0,0,0,0,0,0,0
5873,1,0,0,1,1,1,0,0,0,0,0
5874,1,1,0,1,1,0,0,0,-5,-5,-5
5875,1,-5,0,0,0,1,0,0,0,1,-5
5876,0,0,1,1,1,0,1,-5,-5,-5,-5
5877,-5,-5,-5,1,1,0,1,0,0,0,0
5878,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0
5879,1,1,0,0,0,1,0,0,0,0,0
5880,-5,-5,1,1,1,0,1,0,0,1,0
5881,1,1,0,0,0,0,0,0,-5,-5,-5
5882,0,1,0,1,0,0,0,0,0,0,0
5883,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
5884,0,1,1,0,1,0,0,0,0,0,1
5885,0,1,0,0,1,0,0,0,0,0,0
5886,1,0,0,0,0,0,0,0,0,0,0
5887,0,0,0,0,0,0,0,0,0,0,0
5888,-5,-5,-5,1,1,1,1,1,1,1,1
5889,1,-5,-5,1,0,0,1,0,0,0,1
5890,-5,-5,1,0,-5,1,1,-5,-5,-5,-5
5891,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5892,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5893,0,-5,-5,-5,-5,-5,-5,-5,-5,1,1
5894,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1
5895,-5,-5,-5,1,0,1,1,0,1,0,1
5896,0,1,0,0,1,0,0,0,1,0,1
5897,0,0,1,1,0,0,0,0,0,-5,-5
5898,1,-5,-5,1,0,0,1,0,0,0,0
5899,0,1,0,0,0,0,0,-5,-5,-5,-5
5900,0,1,0,0,0,0,0,0,0,0,0
5901,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5902,1,1,1,0,-5,1,-5,-5,-5,-5,-5
5903,1,1,1,1,1,0,1,0,0,0,0
5904,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5905,0,0,0,0,1,0,0,0,0,0,0
5906,0,1,0,0,0,1,0,1,0,0,-5
5907,0,1,1,1,0,0,0,0,0,0,0
5908,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5909,0,0,0,0,1,1,1,1,0,0,0
5910,0,1,-5,1,1,0,-5,-5,-5,-5,-5
5911,0,0,1,0,0,0,0,1,0,1,0
5912,1,0,0,0,0,0,1,1,1,0,1
5913,1,1,0,0,0,0,0,0,0,0,0
5914,0,0,1,0,0,0,0,0,0,0,0
5915,1,0,0,0,0,0,0,0,0,0,0
5916,0,0,0,0,0,0,0,0,0,0,0
5917,1,0,0,1,0,1,0,0,0,0,0
5918,0,0,0,0,0,1,0,-5,-5,1,1
5919,1,0,1,1,0,1,0,0,0,1,0
5920,-5,-5,1,0,0,0,0,-5,-5,-5,-5
5921,-5,-5,-5,-5,1,0,-5,-5,-5,-5,-5
5922,-5,-5,0,0,0,-5,-5,1,1,0,0
5923,1,1,1,0,0,0,0,0,1,0,0
5924,0,0,0,0,0,0,0,0,0,0,0
5925,0,0,0,0,0,0,1,0,0,0,1
5926,-5,1,1,0,1,1,-5,-5,-5,-5,-5
5927,1,1,0,0,0,0,1,0,0,0,0
5928,1,0,1,0,1,0,1,0,1,0,0
5929,0,1,0,0,1,1,0,-5,-5,-5,-5
5930,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5931,0,0,-5,-5,0,-5,-5,0,-5,-5,-5
5932,1,1,1,0,1,-5,1,1,-5,0,0
5933,1,0,1,0,0,1,0,0,1,0,-5
5934,1,1,-5,-5,-5,1,0,0,-5,-5,-5
5935,1,0,1,0,0,0,0,1,0,0,0
5936,0,1,1,1,1,0,1,1,1,0,0
5937,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5938,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5939,-5,0,1,0,-5,0,0,0,0,-5,-5
5940,0,0,0,0,0,-5,-5,-5,-5,-5,-5
5941,0,0,1,0,0,0,1,0,0,1,1
5942,1,1,0,1,0,-5,1,-5,0,1,0
5943,1,0,0,0,0,0,-5,0,0,0,0
5944,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5945,-5,1,1,1,1,0,0,0,0,0,0
5946,1,1,0,0,1,1,1,1,-5,-5,-5
5947,-5,-5,1,0,0,1,0,0,0,0,0
5948,-5,-5,-5,1,1,0,1,1,-5,-5,-5
5949,0,1,0,1,0,1,-5,-5,-5,-5,-5
5950,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5951,1,1,0,0,1,0,1,1,0,1,0
5952,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5953,0,1,1,1,0,0,0,1,0,0,1
5954,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
5955,0,0,0,0,1,0,0,0,0,-5,-5
5956,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5957,1,0,0,0,1,0,1,1,1,1,1
5958,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5959,0,0,0,0,0,0,0,0,0,0,0
5960,1,1,1,0,1,0,1,1,0,1,0
5961,1,1,1,0,0,0,0,0,1,1,0
5962,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5963,0,1,0,0,0,0,0,0,0,0,1
5964,0,0,1,-5,1,0,-5,-5,-5,-5,-5
5965,1,0,1,1,1,0,1,0,0,1,1
5966,1,0,0,1,0,1,1,1,0,-5,-5
5967,1,0,0,0,0,1,0,0,0,0,-5
5968,1,0,0,0,0,0,1,1,1,1,0
5969,0,0,0,0,0,0,0,0,0,0,0
5970,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5971,0,0,0,0,0,1,0,0,0,0,0
5972,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5973,1,1,1,1,0,1,1,1,1,0,1
5974,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5
5975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5976,0,0,0,1,0,1,1,0,0,0,0
5977,-5,-5,0,1,0,1,-5,0,0,0,0
5978,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5979,1,-5,1,1,1,1,1,-5,-5,-5,-5
5980,1,-5,1,1,1,1,1,-5,-5,-5,-5
5981,-5,1,1,1,1,0,0,0,1,1,1
5982,-5,-5,-5,-5,1,0,0,0,-5,-5,-5
5983,1,0,0,0,0,1,1,0,0,1,0
5984,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
5985,0,0,0,0,0,0,0,0,-5,-5,-5
5986,-5,0,0,0,0,0,1,0,1,0,1
5987,1,0,0,0,0,0,0,0,0,0,0
5988,0,1,1,1,0,0,-2,0,0,0,1
5989,1,-5,-5,-5,-5,-5,1,1,-5,-5,-5
5990,0,0,0,0,0,0,0,0,0,0,0
5991,-5,-5,-5,1,0,-5,0,0,-5,-5,-5
5992,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5993,0,0,0,0,0,0,0,0,0,0,-5
5994,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5995,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5996,0,0,0,0,0,0,0,0,0,0,0
5997,-5,-5,-5,1,0,0,-5,0,0,0,0
5998,0,0,0,0,0,0,1,0,0,0,0
5999,0,0,0,0,0,0,1,0,0,0,0
6000,0,0,1,0,0,0,0,0,0,0,0
6001,1,0,0,0,1,0,0,0,0,0,0
6002,1,0,0,1,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0,1,0,0
6004,0,0,0,1,0,1,0,0,0,1,1
6005,0,0,0,0,0,0,0,0,0,0,0
6006,-5,-5,0,1,1,1,1,1,1,0,-5
6007,0,1,1,1,1,-5,-5,-5,-5,-5,-5
6008,0,-5,1,0,0,0,1,1,0,0,0
6009,-5,1,0,0,0,1,0,0,-5,-5,-5
6010,1,0,0,0,1,0,0,1,1,1,1
6011,0,0,0,0,0,0,0,0,0,-5,-5
6012,1,1,-5,1,0,1,1,0,0,-5,-5
6013,1,0,0,0,0,0,0,0,0,0,0
6014,0,0,0,0,1,0,1,1,1,1,-5
6015,0,0,0,0,0,0,0,1,0,0,0
6016,0,1,-5,0,0,0,0,1,1,1,1
6017,0,0,0,1,0,1,0,1,0,0,0
6018,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6019,1,1,0,1,1,0,1,1,0,0,1
6020,1,0,0,1,1,1,0,1,0,0,0
6021,1,0,0,0,0,1,0,0,0,0,0
6022,1,1,1,0,1,0,0,0,0,1,1
6023,1,0,1,0,1,0,0,0,0,1,0
6024,0,-5,-5,-5,-5,1,0,0,-5,-5,-5
6025,1,1,1,1,1,0,1,1,0,0,0
6026,0,0,0,1,1,1,0,1,0,0,0
6027,0,0,0,0,1,0,0,-5,-5,-5,-5
6028,1,1,1,1,1,0,1,1,0,0,0
6029,1,1,1,1,0,0,0,0,0,0,1
6030,0,1,0,0,0,1,0,1,1,1,0
6031,0,0,0,0,0,0,0,1,0,0,0
6032,0,1,0,0,0,0,0,1,0,0,0
6033,1,1,1,1,1,1,0,0,-5,1,0
6034,1,1,-5,1,1,0,0,0,0,1,1
6035,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6036,0,0,0,0,0,0,0,0,0,0,0
6037,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6038,0,0,0,1,0,0,-5,-5,-5,-5,-5
6039,1,0,1,0,0,0,0,0,0,0,0
6040,1,1,1,0,0,1,0,0,0,0,1
6041,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6042,0,0,0,0,0,0,0,0,0,0,1
6043,1,1,0,0,0,0,0,0,0,0,0
6044,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6045,1,1,0,0,1,1,0,1,1,1,0
6046,1,1,1,0,1,0,1,1,0,1,1
6047,1,0,0,0,1,1,1,0,0,0,0
6048,0,0,0,0,0,0,0,1,0,1,1
6049,1,0,0,0,0,0,0,0,0,0,0
6050,0,-5,1,0,0,0,-5,0,1,0,0
6051,-5,-5,-5,-5,0,-5,-5,0,0,0,0
6052,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6053,0,0,0,0,0,-5,0,-5,-5,-5,-5
6054,1,1,0,1,1,1,0,-5,0,0,0
6055,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6056,1,0,0,0,0,0,0,0,0,-5,-5
6057,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6058,-5,-5,-5,-5,0,0,-5,-5,0,0,0
6059,-5,-5,1,1,0,1,1,1,0,0,1
6060,0,0,0,1,0,0,0,0,0,0,0
6061,-5,-5,-5,-5,-5,1,0,0,0,0,-5
6062,0,0,0,0,0,0,0,0,0,0,0
6063,1,1,0,1,0,0,0,0,0,0,0
6064,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6065,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6066,1,1,1,0,0,0,0,0,0,0,0
6067,1,1,-5,-5,0,0,0,0,0,0,0
6068,1,1,0,0,1,1,1,1,0,0,0
6069,0,0,0,1,0,0,0,0,0,1,1
6070,0,0,1,0,1,0,0,0,0,0,0
6071,0,0,0,0,0,0,-5,-5,-5,-5,-5
6072,0,0,0,1,1,1,1,1,1,0,1
6073,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
6074,0,0,0,0,0,0,0,0,0,0,0
6075,1,-5,1,0,0,0,0,0,0,0,0
6076,0,1,1,0,0,1,1,1,0,0,1
6077,1,0,1,1,0,1,1,1,0,1,0
6078,1,0,1,1,1,1,1,0,0,0,1
6079,1,0,1,-5,-5,-5,-5,-5,-5,1,0
6080,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
6081,0,1,0,1,0,0,1,0,0,1,0
6082,1,0,0,0,0,0,0,0,0,0,0
6083,0,1,1,1,1,1,1,1,0,0,-5
6084,0,0,0,0,0,0,0,1,0,0,0
6085,0,0,0,0,0,0,1,0,0,0,0
6086,1,0,-5,1,0,1,1,0,1,1,0
6087,1,-5,-5,1,1,0,1,0,0,0,0
6088,0,0,0,1,0,-5,-5,1,1,0,0
6089,1,1,0,0,0,1,0,0,0,0,1
6090,1,0,0,0,0,0,0,-5,0,0,-5
6091,0,0,0,0,0,0,0,0,0,0,0
6092,1,0,1,1,1,-5,-5,-5,-5,-5,1
6093,1,0,1,-5,-5,-5,-5,-5,-5,-5,1
6094,0,1,1,1,0,0,1,1,0,1,0
6095,-5,0,0,0,0,1,1,0,1,0,0
6096,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
6097,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6098,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6099,0,0,0,0,0,0,0,0,0,0,0
6100,1,1,0,0,0,0,0,0,0,0,0
6101,0,1,0,1,1,1,1,1,0,1,1
6102,1,0,0,0,0,0,0,0,0,0,0
6103,0,0,1,0,1,-5,-5,-5,-5,-5,-5
6104,0,0,0,0,0,0,0,0,0,1,0
6105,1,0,1,1,0,0,1,1,0,1,0
6106,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6107,0,0,0,1,0,0,0,0,0,0,0
6108,0,0,0,0,0,0,-5,-5,-5,-5,-5
6109,0,0,0,0,0,0,0,0,0,0,0
6110,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
6111,1,0,0,0,0,0,0,0,0,0,1
6112,1,1,-5,1,0,0,1,0,0,0,0
6113,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
6114,0,0,0,1,0,0,0,0,0,0,0
6115,1,1,0,1,1,0,0,1,0,0,0
6116,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5
6117,0,0,0,0,0,1,0,0,0,-5,-5
6118,0,0,1,0,0,0,1,0,0,0,0
6119,1,0,0,1,1,0,1,1,0,0,-5
6120,0,0,0,0,0,0,0,1,0,1,0
6121,1,0,0,1,0,0,0,1,0,1,-5
6122,0,0,0,0,0,0,-5,-5,0,0,-5
6123,-5,-5,-5,-5,1,0,-5,0,0,0,0
6124,0,0,0,0,0,0,0,0,0,0,0
6125,0,0,0,0,0,1,1,0,0,0,0
6126,0,0,0,0,0,1,1,0,0,0,0
6127,0,0,0,0,1,0,0,1,0,1,0
6128,0,1,1,1,0,0,0,-5,-5,-5,-5
6129,0,1,1,0,0,0,-5,-5,-5,-5,-5
6130,0,0,0,1,1,1,0,0,0,0,0
6131,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5
6132,1,0,1,1,0,0,0,0,0,0,0
6133,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6134,0,-5,0,0,0,0,0,0,-5,-5,-5
6135,0,-5,1,1,0,0,1,0,0,0,0
6136,1,1,1,0,0,1,1,1,-5,-5,-5
6137,1,1,0,1,1,0,0,0,-5,-5,-5
6138,-5,0,0,1,0,0,0,0,0,0,0
6139,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,1
6140,0,0,0,0,0,0,0,0,0,-5,-5
6141,1,0,1,-5,-5,-5,-5,1,0,0,0
6142,1,1,0,-5,1,0,1,1,0,-5,0
6143,0,1,1,0,0,0,1,1,0,0,0
6144,1,1,-5,1,-5,1,1,0,1,-5,-5
6145,1,-5,-5,0,0,0,1,-5,0,0,0
6146,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0
6147,-5,1,0,0,1,1,-5,1,-5,0,0
6148,-5,1,-5,1,1,0,1,1,-5,1,0
6149,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6150,0,1,1,0,1,0,0,0,0,0,0
6151,1,1,1,0,1,1,-5,1,1,0,0
6152,0,0,0,1,0,1,0,0,0,0,0
6153,0,1,1,-5,0,1,0,0,-5,-5,-5
6154,0,1,0,0,0,0,0,0,0,0,1
6155,0,1,0,1,1,0,0,0,0,0,1
6156,1,0,-5,1,1,-5,1,-5,0,0,-5
6157,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6158,0,0,0,0,0,1,0,0,0,0,0
6159,1,1,0,0,0,0,0,0,0,1,0
6160,0,0,0,0,0,0,1,-5,-5,-5,-5
6161,1,1,0,0,1,0,0,1,1,0,1
6162,0,1,0,0,0,-5,-5,-5,-5,0,0
6163,1,0,0,0,0,0,0,0,0,0,0
6164,0,0,0,0,0,0,0,0,0,0,0
6165,1,-5,-5,1,-5,1,0,0,0,0,0
6166,1,0,0,0,0,0,0,0,0,0,0
6167,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6168,0,0,1,0,0,0,0,1,0,0,0
6169,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6170,0,0,0,0,0,0,0,1,1,1,0
6171,0,0,0,0,1,0,0,0,0,0,0
6172,1,1,0,0,0,-5,-5,0,-5,-5,0
6173,0,0,0,0,0,0,1,0,0,1,1
6174,0,0,0,0,0,0,0,0,0,0,0
6175,-5,1,1,1,0,-5,-5,-5,-5,-5,-5
6176,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6177,-5,0,-5,1,-5,-5,-5,0,-5,0,-5
6178,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
