"CASEID","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3"
5615,-4,-4,-4,-4,-4,-4,-4,-4
5616,-4,1,-4,-4,-4,-4,-4,-4
5617,0,1,-4,0,0,0,-4,-4
5618,0,0,-4,-4,0,0,-4,-4
5619,-4,-4,-4,-4,-4,-4,-4,-4
5620,-4,-5,-5,-5,-5,-5,-5,-5
5621,-4,-4,-4,1,-4,-4,-4,-4
5622,0,-5,-5,-5,-5,-5,-5,-5
5623,-4,-4,-4,-4,-4,-4,-4,-4
5624,-4,-4,0,-4,0,-4,-4,-4
5625,1,1,0,-4,0,-4,-4,-4
5626,1,1,0,-4,-4,-4,-4,-4
5627,1,-4,-4,-4,-4,-4,-4,-4
5628,-5,-5,-5,-5,0,-4,0,-4
5629,0,-4,-4,0,-4,0,-4,0
5630,-4,-4,-4,-4,-4,-4,-4,-4
5631,-4,-4,0,1,-4,-4,-4,-4
5632,0,-4,-4,0,0,1,0,-4
5633,-5,-5,1,0,-4,0,0,0
5634,0,-4,-4,-5,-5,-5,-5,-5
5635,0,-4,-5,1,-4,0,-4,0
5636,-5,0,-4,1,-4,1,0,0
5637,-4,-4,-4,-4,-4,-4,-4,-4
5638,1,-4,-4,0,0,-4,-4,-4
5639,-4,-4,-4,0,-4,-4,0,-5
5640,0,-4,0,0,-4,-4,-4,1
5641,-4,-4,-4,-4,-4,-4,-4,-4
5642,-4,-4,-4,-4,-4,0,1,-4
5643,0,0,-5,0,-4,-4,-5,0
5644,1,1,1,-5,-4,0,1,0
5645,-5,1,-5,-5,0,-4,-4,-4
5646,-4,-4,-4,-4,-4,-4,-4,-4
5647,-4,-4,-4,0,0,1,0,0
5648,-4,-4,1,0,-4,-4,-4,0
5649,-4,1,-4,1,-4,-4,0,0
5650,-4,-4,-4,-4,-4,-4,-4,-4
5651,-4,-4,-4,-5,-4,-4,-4,-4
5652,-4,-4,0,-4,-4,-4,-4,-4
5653,-5,-5,1,-4,-4,-4,-4,-4
5654,-4,-4,-4,-4,-4,-4,-4,-4
5655,1,-4,0,-4,-4,-4,-4,-4
5656,0,-4,-4,-4,-4,-4,1,-4
5657,-4,0,-4,-4,-4,-4,-4,-4
5658,-4,-4,-4,-5,-4,-4,-5,-4
5659,-5,-5,-5,-5,-5,-5,-5,-5
5660,-4,-4,-4,-4,-4,-4,-5,-5
5661,-4,-5,-5,1,-4,-4,-4,-4
5662,0,-4,-4,-5,-5,0,0,-5
5663,-5,-5,-5,0,-5,-5,-5,-5
5664,-5,-5,-5,-5,-5,-5,0,-5
5665,-5,-5,-5,-5,-5,-5,-5,-5
5666,-4,-4,-4,-4,-4,-4,-4,-5
5667,-4,-4,-4,-4,-4,-4,-4,-4
5668,-4,-4,-4,-4,-4,-4,-4,-4
5669,-4,-4,-4,-4,-4,-4,1,1
5670,-4,-4,0,-4,-4,-4,-4,-4
5671,1,0,-4,1,-4,0,-4,-4
5672,-5,-5,-5,-5,-5,-5,-5,-5
5673,0,-4,-4,1,-5,-5,-5,-5
5674,-4,-4,-4,-4,-4,0,-5,-5
5675,-4,-4,-4,-4,-4,-4,-4,-4
5676,-4,-4,-4,-4,-4,-4,-4,-4
5677,-4,-4,-4,-4,-4,-4,-5,-5
5678,1,0,-5,1,1,-4,1,1
5679,0,0,0,-4,0,-4,-4,0
5680,-5,-5,-5,-5,-5,-5,-5,-5
5681,0,-4,1,0,-4,0,-4,1
5682,0,0,0,1,0,-4,1,-5
5683,-5,-5,-5,-5,-5,-5,-5,-5
5684,0,-4,-4,-4,-4,-4,-4,-4
5685,-5,-5,-5,-5,-5,1,-5,-5
5686,-4,-4,-4,-4,-4,-4,-4,-4
5687,0,0,-4,-4,-4,-4,-5,-4
5688,-5,0,-5,-5,-5,-5,-5,0
5689,-4,-5,0,-4,-5,-5,-5,-4
5690,-4,-4,-4,-4,1,0,1,1
5691,0,0,-4,-4,0,-4,0,-4
5692,-4,0,0,0,0,-4,-5,-5
5693,-5,-5,-5,-5,-5,-5,-5,-5
5694,1,-4,1,0,0,1,-4,-5
5695,-4,-4,-4,-4,-4,-4,-4,-4
5696,0,-5,-4,0,0,0,1,-4
5697,0,-4,0,-4,0,1,0,1
5698,-4,-4,-4,-4,-4,-4,1,-4
5699,-4,-4,-4,-4,-4,-4,-4,-4
5700,0,-4,0,-4,-4,-4,-4,-4
5701,-4,-4,0,-4,-4,-4,0,-4
5702,-4,0,-4,-4,-4,1,1,1
5703,-4,-4,-4,-4,-4,-5,-5,-5
5704,-4,-4,-4,-4,-4,-4,-4,-4
5705,-4,0,1,-4,-4,1,-4,-4
5706,1,0,-5,-5,-5,-5,-5,-5
5707,-4,0,-4,-4,-4,-4,-4,-4
5708,-4,-4,-4,-4,-4,-4,-4,-4
5709,-4,1,1,0,-4,-4,1,-4
5710,-4,-4,-4,-4,-4,-4,-4,-4
5711,-4,-4,0,-4,-4,-4,1,-4
5712,0,-4,-4,-4,-4,-4,-4,-4
5713,-4,-4,-4,-4,1,-4,-4,-4
5714,-4,1,0,-4,-4,1,1,-5
5715,-4,-5,-5,-5,-5,-5,-5,-5
5716,-4,0,-4,1,0,-4,-4,0
5717,-5,-5,-5,-5,-5,-5,-5,-5
5718,-4,-4,-4,-4,-4,-4,-4,0
5719,-4,0,0,-4,-4,-4,-4,-4
5720,-4,-4,-5,-4,-4,0,-4,-4
5721,-5,-5,-5,-5,1,-4,-4,-4
5722,-5,-5,-5,-5,-5,-5,-5,-5
5723,-4,-4,-4,-4,-4,-4,-4,-4
5724,0,-5,0,-4,0,-5,-5,-5
5725,-4,-4,-4,-4,-4,-4,-4,-4
5726,-4,-5,-4,-5,-5,-5,-5,-4
5727,1,-4,-4,0,0,-4,-4,-4
5728,-4,-4,1,0,-4,-4,-4,-4
5729,-4,-4,-4,-4,-4,-4,-4,-4
5730,-4,-4,-4,-4,1,-4,-4,-4
5731,-4,-4,-4,-4,-4,-4,-4,-5
5732,-4,-4,-4,-4,-4,-4,-4,-4
5733,1,-4,-4,1,1,-4,1,-4
5734,-4,-5,-5,-5,-5,-5,-5,-5
5735,-4,-4,-4,1,-4,-4,-4,-4
5736,-4,-4,-4,-4,-4,-4,-4,-4
5737,-5,-5,-5,-5,-5,-5,-5,-5
5738,0,0,-4,-4,-4,-5,-5,-5
5739,-5,-5,-5,-5,-5,-5,-5,-5
5740,-4,-4,0,0,-4,-5,-5,-5
5741,-4,-4,-4,-4,-5,-4,-5,-4
5742,-5,-5,-5,-5,-5,-5,-5,-5
5743,-4,-4,-4,0,-4,-4,-4,-4
5744,-4,-5,-5,-5,-5,-5,-5,-4
5745,0,0,0,-4,0,-4,1,1
5746,-4,-4,-4,-4,-4,-4,-4,-4
5747,-4,-4,0,-4,-4,-4,-4,-4
5748,-4,-4,-4,-4,-4,-4,-4,0
5749,-4,-4,0,0,0,-5,-5,-5
5750,-4,-4,-4,-5,0,0,-4,-5
5751,-5,-5,-5,-5,-5,-5,-5,-5
5752,-4,-4,0,-4,1,0,0,-4
5753,-4,-4,-4,-4,-4,-5,-5,-4
5754,-4,-4,-4,-4,-4,-4,-4,-4
5755,-4,1,1,-4,-4,-4,-4,-4
5756,-4,-4,-4,-4,-4,-4,-4,-4
5757,-4,-4,-4,-4,-4,1,-4,-4
5758,-4,-4,-4,-4,-4,-4,0,-4
5759,-4,-4,-4,-4,-4,-4,1,-4
5760,-5,-5,-5,-5,-5,-5,-5,-5
5761,-5,-5,-5,-5,-5,-5,-5,-5
5762,0,-4,-4,-4,-4,-4,-4,0
5763,-4,-4,0,-4,-4,-4,-4,0
5764,-5,-5,1,1,0,-4,-4,-4
5765,-5,-5,-5,-5,-5,-5,-5,-5
5766,-4,-4,-4,-4,-4,-4,-4,-4
5767,-4,0,1,1,1,-4,-4,-4
5768,-5,-5,-5,-5,-5,-5,-5,-5
5769,-5,0,-4,-4,-4,-4,-4,-4
5770,-4,-5,1,-5,-5,-4,-4,-5
5771,-4,-5,-5,1,-5,-5,-5,-5
5772,0,0,-4,-4,-4,1,-5,-5
5773,0,0,-4,0,-4,0,0,-4
5774,1,1,1,0,1,0,0,0
5775,-5,-5,-5,-5,-5,-5,-5,-5
5776,0,1,1,-4,1,-4,-4,-4
5777,-5,-5,-5,-5,-5,-5,-5,-5
5778,-5,-5,-4,-4,-4,-4,-4,-4
5779,-5,-5,0,-4,-5,-4,0,-4
5780,-4,0,-4,-4,-4,-4,0,-4
5781,0,-4,-4,-4,1,-4,-4,-4
5782,0,-4,0,-4,0,-4,0,0
5783,-4,-4,-4,-4,-4,0,-4,-4
5784,-4,-4,-4,-4,-4,-4,-4,-4
5785,-5,-5,-5,-5,-5,-5,-5,-5
5786,-5,-5,1,-5,-5,-5,1,0
5787,0,-4,-4,-4,-4,-4,-4,-4
5788,-5,-5,0,-4,-4,-4,0,0
5789,-5,-5,-5,-5,-5,-5,-5,-5
5790,-4,-4,-4,-4,-4,-4,-4,-4
5791,0,0,-5,1,1,-4,-4,0
5792,1,-4,-4,-4,-4,-4,0,0
5793,0,-4,-4,-4,-4,-4,0,-4
5794,-5,-5,-5,-5,-5,-5,-5,-5
5795,-5,-5,-5,-5,-5,-5,-5,-5
5796,-4,0,-4,0,-4,-4,0,-4
5797,-4,0,-4,-4,-4,-4,-4,-4
5798,-5,-4,0,0,-4,-4,-4,-4
5799,-4,-4,0,-4,-4,-5,1,-4
5800,-5,-5,-5,-5,-5,0,-4,-5
5801,0,-4,-4,-4,-4,-4,-4,-4
5802,-4,-4,-4,-4,-4,-4,-4,-5
5803,0,-4,1,1,1,1,1,-4
5804,-5,-5,-5,-5,-5,-5,-5,-5
5805,0,0,-4,0,0,-4,-4,-4
5806,-4,-4,-4,-4,-4,-4,-4,-4
5807,-5,-5,-5,-5,-5,-5,-5,-5
5808,0,0,-4,0,-4,-4,0,-4
5809,0,-4,-5,0,-4,-4,-4,-4
5810,-4,-4,-4,-4,-5,-4,-4,-4
5811,-4,-4,-4,0,-4,-4,-4,-4
5812,-5,-5,-5,-5,-5,-5,-5,-5
5813,0,-4,-4,0,-4,-4,-4,-4
5814,-5,-5,0,-4,0,-4,-4,-4
5815,-4,-4,-4,-4,-4,-4,-4,-4
5816,-5,-5,-5,-5,-5,-5,-5,-5
5817,-5,-5,-5,-5,-5,-5,-5,-5
5818,0,0,1,-4,0,0,0,-4
5819,0,-5,-5,1,-4,1,1,1
5820,0,-4,-4,-4,-4,-4,-4,-4
5821,-4,-4,-4,-4,-4,-4,-4,-4
5822,-5,-5,-5,-5,-5,-5,-5,-5
5823,0,0,0,0,0,0,0,0
5824,-5,0,-4,0,0,0,-4,-4
5825,-5,-5,-5,-5,-5,-5,-5,-5
5826,0,-4,-5,-5,1,-4,1,-5
5827,1,1,-4,-4,-4,-4,-4,0
5828,-4,-4,-4,-4,-4,0,-4,-4
5829,-4,-4,0,-4,0,0,-4,0
5830,-5,-5,-5,-5,-5,-5,-5,-5
5831,-4,-4,-4,-4,-4,-4,-4,-4
5832,-4,-5,-5,0,-4,-4,-4,-4
5833,-5,-5,-5,-5,-5,-5,-5,-5
5834,0,-4,0,-4,-4,-4,-4,-4
5835,0,-4,-4,-4,-4,-4,-4,-4
5836,-5,-5,-5,-5,-5,-5,-5,-5
5837,-5,-5,-5,-5,-5,-5,-5,-5
5838,-5,-5,0,-4,0,-4,0,-5
5839,-4,1,-4,-4,0,-4,-4,-4
5840,-5,1,0,0,-4,-4,0,-4
5841,-4,-4,-4,-4,-4,-4,-4,-4
5842,-4,0,-5,-5,-5,1,-4,-5
5843,0,0,-5,-5,0,0,-4,0
5844,-4,-4,-4,0,0,-4,1,0
5845,0,-4,0,0,0,0,-4,0
5846,0,0,0,-4,0,1,-4,-4
5847,-4,-4,1,-4,-4,-4,-4,-4
5848,-4,0,-5,-5,-4,-4,-4,-4
5849,-4,-4,-4,-4,-4,1,0,1
5850,-5,0,-4,0,0,-4,-4,0
5851,0,-4,-4,0,-4,-4,-4,0
5852,1,0,-4,-4,-4,0,-4,1
5853,-4,0,-4,0,-4,-4,-4,1
5854,-4,-4,0,-5,-5,-5,-5,-5
5855,-4,-4,0,-4,-4,-4,0,1
5856,1,-4,-4,1,-4,-4,0,1
5857,-5,-5,-5,1,-4,-4,-4,-4
5858,-5,-5,-5,-5,-5,-5,-5,-5
5859,-5,-5,-5,-5,-5,-5,-5,-5
5860,-4,-4,1,-4,-4,-5,-4,-5
5861,-4,-5,-5,-5,-5,-5,-5,1
5862,-4,0,0,-4,-4,0,-4,-4
5863,1,1,-4,-4,-4,-4,1,0
5864,1,-4,0,-4,-4,-4,0,-4
5865,-4,-4,-4,-4,-4,0,-4,1
5866,-5,-5,-5,-5,-5,-5,-5,-5
5867,-5,-5,-5,-5,1,-4,-4,-4
5868,-4,-5,-4,-4,-4,-4,-4,-4
5869,-5,-5,-5,1,-4,-4,-4,-4
5870,-4,-4,-4,-4,-4,-4,-4,-4
5871,-5,-5,-5,-5,-5,-5,-5,-5
5872,-4,-4,-4,-4,-4,-4,-4,-4
5873,0,-4,-4,1,1,0,-4,-4
5874,0,0,-4,0,0,-4,-4,-4
5875,0,-5,-4,-4,-4,1,-4,-4
5876,-4,-4,0,0,0,-4,0,-5
5877,-5,-5,-5,0,1,-4,0,-4
5878,-5,-5,-5,-5,-5,-5,-5,-5
5879,1,1,-4,-4,-4,1,-4,-4
5880,-5,-5,1,0,0,-4,0,-4
5881,0,0,-4,-4,-4,-4,-4,-4
5882,-4,1,-4,0,-4,-4,-4,-4
5883,0,-4,-5,-5,-5,-5,-5,-5
5884,-4,0,0,-4,0,-4,-4,-4
5885,-4,0,-4,-4,0,-4,-4,-4
5886,0,-4,-4,-4,-4,-4,-4,-4
5887,-4,-4,-4,-4,-4,-4,-4,-4
5888,-5,-5,-5,1,1,0,0,0
5889,1,-5,-5,0,-4,-4,0,-4
5890,-5,-5,0,-4,-5,0,0,-5
5891,-5,-5,-5,-5,-5,-5,-5,-5
5892,-5,-5,-5,-5,-5,-5,-5,-5
5893,-4,-5,-5,-5,-5,-5,-5,-5
5894,-5,-5,-5,-5,-5,-5,-5,-5
5895,-5,-5,-5,1,-4,0,0,-4
5896,-4,1,-4,-4,1,-4,-4,-4
5897,-4,-4,1,1,-4,-4,-4,-4
5898,0,-5,-5,0,-4,-4,0,-4
5899,-4,0,-4,-4,-4,-4,-4,-5
5900,-4,1,-4,-4,-4,-4,-4,-4
5901,-5,-5,-5,-5,-5,-5,-5,-5
5902,1,1,1,-4,-5,0,-5,-5
5903,0,0,0,0,0,-4,0,-4
5904,-5,-5,-5,-5,-5,-5,-5,-5
5905,-4,-4,-4,-4,0,-4,-4,-4
5906,-4,0,-4,-4,-4,0,-4,0
5907,-4,1,0,0,-4,-4,-4,-4
5908,-5,-5,-5,-5,-5,-5,-5,-5
5909,-4,-4,-4,-4,0,0,0,0
5910,-4,0,-5,1,0,-4,-5,-5
5911,-4,-4,0,-4,-4,-4,-4,0
5912,0,-4,-4,-4,-4,-4,0,0
5913,0,0,-4,-4,-4,-4,-4,-4
5914,-4,-4,1,-4,-4,-4,-4,-4
5915,0,-4,-4,-4,-4,-4,-4,-4
5916,-4,-4,-4,-4,-4,-4,-4,-4
5917,0,-4,-4,1,-4,0,-4,-4
5918,-4,-4,-4,-4,-4,0,-4,-5
5919,1,-4,1,0,-4,1,-4,-4
5920,-5,-5,0,-4,-4,-4,-4,-5
5921,-5,-5,-5,-5,0,-4,-5,-5
5922,-5,-5,-4,-4,-4,-5,-5,0
5923,0,0,1,-4,-4,-4,-4,-4
5924,-4,-4,-4,-4,-4,-4,-4,-4
5925,-4,-4,-4,-4,-4,-4,0,-4
5926,-5,1,0,-4,0,0,-5,-5
5927,0,0,-4,-4,-4,-4,0,-4
5928,0,-4,0,-4,0,-4,0,-4
5929,-4,0,-4,-4,0,0,-4,-5
5930,-5,-5,-5,-5,-5,-5,-5,-5
5931,-4,-4,-5,-5,-4,-5,-5,-4
5932,1,1,1,-4,1,-5,0,0
5933,0,-4,0,-4,-4,0,-4,-4
5934,0,1,-5,-5,-5,0,-4,-4
5935,1,-4,0,-4,-4,-4,-4,1
5936,-4,0,1,1,1,-4,1,1
5937,-5,-5,-5,-5,-5,-5,-5,-5
5938,-5,-5,-5,-5,-5,-5,-5,-5
5939,-5,-4,1,-4,-5,-4,-4,-4
5940,-4,-4,-4,-4,-4,-5,-5,-5
5941,-4,-4,0,-4,-4,-4,0,-4
5942,0,0,-4,0,-4,-5,0,-5
5943,0,-4,-4,-4,-4,-4,-5,-4
5944,-5,-5,-5,-5,-5,-5,-5,-5
5945,-5,0,0,0,1,-4,-4,-4
5946,0,0,-4,-4,0,0,0,0
5947,-5,-5,0,-4,-4,0,-4,-4
5948,-5,-5,-5,1,0,-4,0,0
5949,-4,0,-4,0,-4,0,-5,-5
5950,-5,-5,-5,-5,-5,-5,-5,-5
5951,0,0,-4,-4,0,-4,0,0
5952,-5,-5,-5,-5,-5,-5,-5,-5
5953,-4,1,1,0,-4,-4,-4,0
5954,-5,-5,-5,-5,-5,-5,-5,-5
5955,-4,-4,-4,-4,1,-4,-4,-4
5956,-5,-5,-5,-5,-5,-5,-5,-5
5957,0,-4,-4,-4,1,-4,0,0
5958,-5,-5,-5,-5,-5,-5,-5,-5
5959,-4,-4,-4,-4,-4,-4,-4,-4
5960,0,0,0,-4,1,-4,0,0
5961,1,1,0,-4,-4,-4,-4,-4
5962,-5,-5,-5,-5,-5,-5,-5,-5
5963,-4,0,-4,-4,-4,-4,-4,-4
5964,-4,-4,0,-5,0,-4,-5,-5
5965,0,-4,0,0,0,-4,0,-4
5966,0,-4,-4,0,-4,0,1,0
5967,0,-4,-4,-4,-4,1,-4,-4
5968,0,-4,-4,-4,-4,-4,0,0
5969,-4,-4,-4,-4,-4,-4,-4,-4
5970,-5,-5,-5,-5,-5,-5,-5,-5
5971,-4,-4,-4,-4,-4,1,-4,-4
5972,-5,-5,-5,-5,-5,-5,-5,-5
5973,0,0,1,0,-4,0,1,1
5974,-5,-5,-5,1,-5,-5,-5,-5
5975,-5,-5,-5,-5,-5,-5,-5,-5
5976,-4,-4,-4,0,-4,0,0,-4
5977,-5,-5,-4,0,-4,0,-5,-4
5978,0,-5,-5,-5,-5,-5,-5,-5
5979,0,-5,0,0,1,0,1,-5
5980,0,-5,0,0,0,0,0,-5
5981,-5,1,1,0,1,-4,-4,-4
5982,-5,-5,-5,-5,1,-4,-4,-4
5983,0,-4,-4,-4,-4,1,0,-4
5984,0,-4,-5,-5,-5,-5,-5,-5
5985,-4,-4,-4,-4,-4,-4,-4,-4
5986,-5,-4,-4,-4,-4,-4,0,-4
5987,0,-4,-4,-4,-4,-4,-4,-4
5988,-4,1,0,0,-4,-4,-4,-4
5989,0,-5,-5,-5,-5,-5,1,1
5990,-4,-4,-4,-4,-4,-4,-4,-4
5991,-5,-5,-5,1,-4,-5,-4,-4
5992,-5,-5,-5,-5,-5,-5,-5,-5
5993,-4,-4,-4,-4,-4,-4,-4,-4
5994,-5,-5,-5,-5,-5,-5,-5,-5
5995,-5,-5,-5,-5,-5,-5,-5,-5
5996,-4,-4,-4,-4,-4,-4,-4,-4
5997,-5,-5,-5,1,-4,-4,-5,-4
5998,-4,-4,-4,-4,-4,-4,0,-4
5999,-4,-4,-4,-4,-4,-4,0,-4
6000,-4,-4,0,-4,-4,-4,-4,-4
6001,0,-4,-4,-4,0,-4,-4,-4
6002,0,-4,-4,0,-4,-4,-4,-4
6003,-4,-4,-4,-4,-4,-4,-4,-4
6004,-4,-4,-4,1,-4,1,-4,-4
6005,-4,-4,-4,-4,-4,-4,-4,-4
6006,-5,-5,-4,0,1,0,0,0
6007,-4,0,0,0,0,-5,-5,-5
6008,-4,-5,1,-4,-4,-4,0,0
6009,-5,1,-4,-4,-4,0,-4,-4
6010,0,-4,-4,-4,0,-4,-4,0
6011,-4,-4,-4,-4,-4,-4,-4,-4
6012,0,0,-5,1,-4,0,0,-4
6013,0,-4,-4,-4,-4,-4,-4,-4
6014,-4,-4,-4,-4,0,-4,0,0
6015,-4,-4,-4,-4,-4,-4,-4,1
6016,-4,1,-5,-4,-4,-4,-4,1
6017,-4,-4,-4,1,-4,0,-4,0
6018,-5,-5,-5,-5,-5,-5,-5,-5
6019,1,0,-4,0,1,-4,0,0
6020,0,-4,-4,1,0,0,-4,0
6021,0,-4,-4,-4,-4,0,-4,-4
6022,0,0,0,-4,0,-4,-4,-4
6023,0,-4,0,-4,0,-4,-4,-4
6024,-4,-5,-5,-5,-5,0,-4,-4
6025,0,0,0,0,1,-4,0,0
6026,-4,-4,-4,0,0,0,-4,0
6027,-4,-4,-4,-4,0,-4,-4,-5
6028,0,0,0,0,0,-4,0,0
6029,1,0,0,0,-4,-4,-4,-4
6030,-4,0,-4,-4,-4,0,-4,0
6031,-4,-4,-4,-4,-4,-4,-4,0
6032,-4,1,-4,-4,-4,-4,-4,0
6033,0,0,0,0,0,0,-4,-4
6034,0,0,-5,0,0,-4,-4,-4
6035,-4,-5,-5,-5,-5,-5,-5,-5
6036,-4,-4,-4,-4,-4,-4,-4,-4
6037,-5,-5,-5,-5,-5,-5,-5,-5
6038,-4,-4,-4,1,-4,-4,-5,-5
6039,0,-4,0,-4,-4,-4,-4,-4
6040,0,0,0,-4,-4,0,-4,-4
6041,-5,-5,-5,-5,-5,-5,-5,-5
6042,-4,-4,-4,-4,-4,-4,-4,-4
6043,0,1,-4,-4,-4,-4,-4,-4
6044,-5,-5,-5,-5,-5,-5,-5,-5
6045,1,1,-4,-4,0,0,-4,0
6046,0,0,0,-4,1,-4,0,0
6047,1,-4,-4,-4,0,0,0,-4
6048,-4,-4,-4,-4,-4,-4,-4,0
6049,0,-4,-4,-4,-4,-4,-4,-4
6050,-4,-5,0,-4,-4,-4,-5,-4
6051,-5,-5,-5,-5,-4,-5,-5,-4
6052,-5,-5,-5,-5,-5,-5,-5,-5
6053,-4,-4,-4,-4,-4,-5,-4,-5
6054,1,1,-4,-2,0,1,-4,-5
6055,-5,-5,-5,-5,-5,-5,-5,-5
6056,0,-4,-4,-4,-4,-4,-4,-4
6057,-5,-5,-5,-5,-5,-5,-5,-5
6058,-5,-5,-5,-5,-4,-4,-5,-5
6059,-5,-5,0,0,-4,0,0,0
6060,-4,-4,-4,1,-4,-4,-4,-4
6061,-5,-5,-5,-5,-5,0,-4,-4
6062,-4,-4,-4,-4,-4,-4,-4,-4
6063,0,0,-4,1,-4,-4,-4,-4
6064,-5,-5,-5,-5,-5,-5,-5,-5
6065,-5,-5,-5,-5,-5,-5,-5,-5
6066,0,1,0,-4,-4,-4,-4,-4
6067,1,0,-5,-5,-4,-4,-4,-4
6068,0,0,-4,-4,0,0,0,1
6069,-4,-4,-4,1,-4,-4,-4,-4
6070,-4,-4,1,-4,0,-4,-4,-4
6071,-4,-4,-4,-4,-4,-4,-5,-5
6072,-4,-4,-4,0,0,0,0,0
6073,-4,-4,-5,-5,-5,-5,-5,-5
6074,-4,-4,-4,-4,-4,-4,-4,-4
6075,0,-5,0,-4,-4,-4,-4,-4
6076,-4,1,0,-4,-4,0,0,0
6077,1,-4,0,0,-4,1,1,1
6078,0,-4,0,0,0,0,0,-4
6079,0,-4,0,-5,-5,-5,-5,-5
6080,-4,-4,-4,-5,-5,-5,-5,-5
6081,-4,0,-4,1,-4,-4,1,-4
6082,0,-4,-4,-4,-4,-4,-4,-4
6083,-4,0,0,0,0,0,0,0
6084,-4,-4,-4,-4,-4,-4,-4,0
6085,-4,-4,-4,-4,-4,-4,0,-4
6086,1,-4,-5,1,-4,1,1,-4
6087,0,-5,-5,0,0,-4,1,-4
6088,-4,-4,-4,1,-4,-5,-5,0
6089,1,0,-4,-4,-4,0,-4,-4
6090,0,-4,-4,-4,-4,-4,-4,-5
6091,-4,-4,-4,-4,-4,-4,-4,-4
6092,1,-4,1,1,0,-5,-5,-5
6093,0,-4,1,-5,-5,-5,-5,-5
6094,-4,0,0,0,-4,-4,0,0
6095,-5,-4,-4,-4,-4,1,0,-4
6096,-4,-4,-5,-5,-5,-5,-5,-5
6097,-5,-5,-5,-5,-5,-5,-5,-5
6098,-5,-5,-5,-5,-5,-5,-5,-5
6099,-4,-4,-4,-4,-4,-4,-4,-4
6100,0,1,-4,-4,-4,-4,-4,-4
6101,-4,1,-4,0,0,0,1,0
6102,1,-4,-4,-4,-4,-4,-4,-4
6103,-4,-4,1,-4,1,-5,-5,-5
6104,-4,-4,-4,-4,-4,-4,-4,-4
6105,0,-4,1,0,-4,-4,0,1
6106,-5,-5,-5,-5,-5,-5,-5,-5
6107,-4,-4,-4,1,-4,-4,-4,-4
6108,-4,-4,-4,-4,-4,-4,-5,-5
6109,-4,-4,-4,-4,-4,-4,-4,-4
6110,0,-4,-5,-5,-5,-5,-5,-5
6111,0,-4,-4,-4,-4,-4,-4,-4
6112,1,1,-5,1,-4,-4,1,-4
6113,0,-4,-5,-5,-5,-5,-5,-5
6114,-4,-4,-4,0,-4,-4,-4,-4
6115,0,1,-4,0,1,-4,-4,0
6116,-5,0,1,-5,-5,-5,-5,-5
6117,-4,-4,-4,-4,-4,0,-4,-4
6118,-4,-4,0,-4,-4,-4,0,-4
6119,0,-4,-4,1,0,-4,0,0
6120,-4,-4,-4,-4,-4,-4,-4,0
6121,1,-4,-4,0,-4,-4,-4,0
6122,-4,-4,-4,-4,-4,-4,-5,-5
6123,-5,-5,-5,-5,1,-4,-5,-4
6124,-4,-4,-4,-4,-4,-4,-4,-4
6125,-4,-4,-4,-4,-4,0,0,-4
6126,-4,-4,-4,-4,-4,0,0,-4
6127,-4,-4,-4,-4,0,-4,-4,1
6128,-4,1,1,0,-4,-4,-4,-5
6129,-4,1,1,-4,-4,-4,-5,-5
6130,-4,-4,-4,1,1,1,-4,-4
6131,-5,-5,-5,0,-5,-5,-5,-5
6132,1,-4,1,0,-4,-4,-4,-4
6133,-4,-5,-5,-5,-5,-5,-5,-5
6134,-4,-5,-4,-4,-4,-4,-4,-4
6135,-4,-5,1,1,-4,-4,0,-4
6136,0,0,1,-4,-4,1,0,0
6137,0,0,-4,0,1,-4,-4,-4
6138,-5,-4,-4,0,-4,-4,-4,-4
6139,-5,-4,-5,-5,-5,-5,-5,-5
6140,-4,-4,-4,-4,-4,-4,-4,-4
6141,0,-4,0,-5,-5,-5,-5,1
6142,1,1,-4,-5,1,-4,1,1
6143,-4,1,1,-4,-4,-4,0,0
6144,0,0,-5,1,-5,1,0,-4
6145,0,-5,-5,-4,-4,-4,0,-5
6146,-5,-5,-5,-5,-5,-5,-5,-5
6147,-5,0,-4,-4,0,0,-5,0
6148,-5,1,-5,0,0,-4,0,0
6149,-5,-5,-5,-5,-5,-5,-5,-5
6150,-4,1,0,-4,0,-4,-4,-4
6151,0,0,0,-4,0,0,-5,0
6152,-4,-4,-4,1,-4,0,-4,-4
6153,-4,1,1,-5,-4,1,-4,-4
6154,-4,0,-4,-4,-4,-4,-4,-4
6155,-4,1,-4,1,0,-4,-4,-4
6156,0,-4,-5,0,0,-5,0,-5
6157,-5,-5,-5,-5,-5,-5,-5,-5
6158,-4,-4,-4,-4,-4,0,-4,-4
6159,0,1,-4,-4,-4,-4,-4,-4
6160,-4,-4,-4,-4,-4,-4,0,-5
6161,0,0,-4,-4,0,-4,-4,1
6162,-4,1,-4,-4,-4,-5,-5,-5
6163,1,-4,-4,-4,-4,-4,-4,-4
6164,-4,-4,-4,-4,-4,-4,-4,-4
6165,0,-5,-5,0,-5,0,-4,-4
6166,1,-4,-4,-4,-4,-4,-4,-4
6167,-5,-5,-5,-5,-5,-5,-5,-5
6168,-4,-4,0,-4,-4,-4,-4,0
6169,-5,-5,-5,-5,-5,-5,-5,-5
