"CASEID","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3","MIGR-3"
2165,-4,-4,-4,-4,-4,-4,0,1
2166,-5,-5,-5,-5,-5,-5,-5,-5
2167,-4,-4,-4,-4,-5,-5,-5,-5
2168,-4,-4,0,-4,0,1,-4,-4
2169,-4,-4,-4,-4,-4,-4,-4,-4
2170,-4,-4,-4,-4,-4,-4,-4,-4
2171,-4,-4,-4,-4,-4,-4,0,0
2172,-4,-4,-4,-4,-4,-4,-4,-4
2173,-4,-4,-4,-4,-4,-4,-4,-4
2174,1,1,-4,1,0,-4,-4,-4
2175,0,-4,-4,-4,-4,1,-4,-5
2176,-4,-5,-4,-5,-4,-4,-4,-4
2177,-4,-5,1,-4,-4,-4,1,-4
2178,0,1,-4,-4,-4,-4,-4,-4
2179,-4,-5,-5,-5,-5,-4,0,-4
2180,-4,-4,-4,-4,-4,-4,-4,-5
2181,-5,-5,-5,-5,-5,-5,-5,-5
2182,-5,-4,-4,0,-4,0,-5,-5
2183,-4,-4,-4,-4,-4,-4,-4,-4
2184,-4,-4,-4,1,-4,-4,-4,-4
2185,-4,-4,-4,-4,-4,-4,-4,-4
2186,-4,0,-4,-4,-4,-4,-4,-4
2187,-4,-4,0,-4,-4,-4,-5,-4
2188,-4,-4,-4,-4,-4,-4,-4,0
2189,-4,-4,-4,-4,-4,1,-4,-4
2190,-4,-4,-4,-4,-4,-4,-4,-4
2191,-4,-4,-4,-4,-4,-4,-4,-4
2192,-5,-5,-5,-4,-4,-4,-4,-4
2193,-4,-4,-4,-4,-4,-4,-4,-4
2194,-5,1,1,1,1,0,0,1
2195,-4,-4,-4,0,0,0,-5,-5
2196,-4,-4,-4,-4,-4,-4,1,-4
2197,-4,-4,0,1,-4,0,-5,1
2198,-5,-5,-5,-5,-5,-5,-5,-5
2199,-5,-5,-5,-5,-5,-5,-5,-5
2200,-4,-4,-4,-4,-4,-4,-4,-4
2201,-5,-5,-4,-4,-4,-4,-4,-4
2202,-4,-4,-4,-4,-4,-4,-4,-4
2203,-4,-4,-4,-4,-4,-4,-4,-4
2204,-4,-4,-4,-4,-4,-4,-4,-4
2205,-4,-4,-4,-4,-4,-4,-5,-4
2206,-5,-5,1,-4,1,-4,-5,-5
2207,-4,-4,-4,-4,-4,-4,-4,-4
2208,0,0,-4,1,-4,-4,0,-4
2209,-4,0,-4,-4,-4,-4,-4,0
2210,-4,1,-4,-4,-4,-4,-4,-5
2211,-4,0,-4,-4,-4,-4,-4,0
2212,-4,-4,-4,-4,-4,-4,-4,-4
2213,1,0,-4,-4,-4,-4,0,0
2214,-4,-4,-4,-4,-4,-4,-4,-4
2215,-4,-4,0,-4,-4,-4,0,1
2216,-4,-4,-4,-4,0,0,-4,-5
2217,-4,-5,1,-4,1,-4,-4,-4
2218,-4,-4,-4,-4,-4,-4,-4,-4
2219,-4,-4,-4,0,-4,-4,-4,-4
2220,-5,-4,1,-4,1,-4,-4,-4
2221,-4,-4,-4,-4,-4,-4,-4,-4
2222,-4,-4,1,-4,-4,-4,-4,-4
2223,-4,-4,-4,-4,-4,-4,-4,-4
2224,-4,-4,-4,-4,-4,-4,-4,-4
2225,-4,-4,-4,-4,-4,-4,-4,-4
2226,0,0,-5,1,0,1,0,-4
2227,-4,-4,-4,-4,-4,-4,-4,-4
2228,-5,-5,-5,-5,-5,0,-5,-5
2229,-4,-4,-4,-4,-4,-4,-4,-4
2230,-4,-4,-4,-4,-4,-4,-4,-4
2231,-4,-4,-4,-4,-4,-4,-4,-4
2232,0,-4,-4,0,-4,-4,-4,-5
2233,-4,-4,-4,-4,-4,-4,0,0
2234,-4,-4,-4,0,-4,-4,-4,-4
2235,-4,-4,-4,-4,-4,-4,-4,-5
2236,-4,-5,-5,-5,-5,-5,-5,-5
2237,-4,-4,-4,-4,-4,-4,-4,-4
2238,-4,-4,-4,-5,-4,-4,-5,-4
2239,-5,-5,1,1,-4,1,-4,-4
2240,-4,0,-5,-4,-4,-4,-4,-4
2241,-5,-5,-5,-5,-5,-5,-5,-5
2242,-4,-4,-4,-4,-4,-5,-5,-5
2243,-4,-4,-4,-4,-4,-5,-5,-5
2244,-5,-5,-5,-5,-5,-5,-5,-5
2245,-4,-4,-4,-4,0,-4,-4,-4
2246,0,0,-4,-4,-4,-4,-4,-4
2247,-4,-4,-4,1,-4,1,1,-5
2248,-4,-5,-4,-5,-5,-5,-5,-5
2249,-4,-4,-5,-5,-4,-4,-4,-4
2250,-4,0,-4,-4,0,-4,-4,-4
2251,-4,-4,-4,-4,-4,-4,-4,-4
2252,-4,-4,-4,-4,-4,-4,-4,-5
2253,-4,0,-4,-4,-4,-4,-4,-4
2254,-4,-4,-4,-4,-4,-4,0,-4
2255,-4,-4,0,-4,-5,-5,-5,-5
2256,-5,-5,-5,-5,-5,-5,-5,-5
2257,0,-4,0,-4,1,0,1,1
2258,-5,-5,0,0,-4,0,-4,-4
2259,0,0,-5,-5,-5,1,-4,0
2260,-4,-4,-4,-5,-5,0,1,-4
2261,-4,-4,-4,-4,0,0,0,-5
2262,-4,-4,-4,0,-4,0,-4,1
2263,-4,-4,-4,-4,-4,-4,-4,-4
2264,-4,0,1,1,-4,-4,1,-4
2265,0,-4,-4,0,-4,-4,-4,-4
2266,-4,-4,-4,-4,-5,-4,-4,-5
2267,0,-4,0,0,0,-4,0,0
2268,-4,-4,-4,-4,-4,-4,-4,-4
2269,1,0,0,0,-4,-4,-4,-4
2270,0,-4,-4,-4,-4,-4,-4,-4
2271,0,-4,-4,-4,-4,-4,0,0
2272,1,1,1,-5,-5,-5,-4,-4
2273,-4,-4,-4,-4,-4,-4,-4,-4
2274,0,-5,-5,-5,-5,-4,-4,-4
2275,-4,-4,-4,0,-4,-4,-4,-4
2276,1,-4,-4,1,0,-4,-4,-4
2277,0,-4,-4,-4,-4,-4,-4,-4
2278,-4,-4,-4,-4,-4,-4,-4,-4
2279,-5,-5,-5,-5,-5,-5,-5,-5
2280,-5,1,-5,-5,-5,-5,-5,-5
2281,-4,-4,-4,-4,-4,-4,-4,-5
2282,-5,-5,-5,-5,-5,-5,-5,-5
2283,-4,-4,-4,-4,-4,-4,-4,-4
2284,1,-4,1,1,1,1,-4,-4
2285,-4,-4,-4,-4,-4,-4,-4,-4
2286,-4,1,1,-4,-4,1,-4,-4
2287,-4,-4,-4,-4,-4,-5,-4,-4
2288,-4,1,0,-4,-5,-4,-4,-5
2289,-4,1,1,1,0,0,-5,1
2290,0,-4,-4,-4,-4,-4,-4,-4
2291,-4,-4,-4,-4,-4,-4,-4,-4
2292,-4,-4,-5,-5,-5,-5,-5,-5
2293,-5,-5,-5,-5,-5,-5,-5,-5
2294,-4,0,-4,-4,-4,-4,-4,-4
2295,-4,-4,0,-4,-4,-4,-4,0
2296,-4,1,0,0,-5,-4,-4,-5
2297,-4,-4,0,-5,0,0,-5,-5
2298,-4,-5,-5,-5,-5,0,-4,-4
2299,-5,-4,-4,-4,-4,-4,-4,-4
2300,0,-5,-5,-5,-5,-5,-5,-5
2301,-4,-4,-4,-4,-4,-4,-4,-4
2302,-4,-4,-4,-4,-4,-4,-4,-4
2303,-5,-5,-5,-5,-5,-5,-5,-5
2304,-4,-4,-4,0,-4,-4,0,-4
2305,-4,-5,-5,-5,-4,-5,-4,-4
2306,-4,-4,-4,-4,0,-4,-4,-4
2307,-5,-5,-5,-5,-5,-5,-5,-5
2308,-5,-5,-5,-5,-5,-5,-5,-5
2309,0,0,0,1,0,-4,1,-4
2310,-4,-4,-4,-4,0,-4,-4,-4
2311,1,-5,1,-5,-5,-5,-5,-5
2312,-5,-5,-5,-5,-5,-5,-5,-5
2313,0,1,0,1,1,0,-4,1
2314,-4,-4,-4,-4,-4,-4,-4,-4
2315,0,0,1,-4,-4,-4,-4,-4
2316,-5,-5,1,1,-4,-4,1,-5
2317,-4,-4,-4,-5,-5,0,-4,-5
2318,0,0,-4,-4,-4,-4,-4,-4
2319,-4,-4,-4,0,-4,1,1,0
2320,-5,-5,-5,-5,1,-4,-4,-5
2321,-5,-5,-5,-5,-5,-5,-5,-5
2322,-4,-4,-4,-4,-4,-4,-4,-4
2323,-4,-4,1,-4,-4,1,-4,-4
2324,0,-5,-5,-4,-4,-4,-4,0
2325,-5,-5,-5,-5,-5,-5,-5,-5
2326,-4,-4,-4,0,-4,-4,-4,-4
2327,-4,-4,-4,-4,-4,0,-5,-5
2328,1,-4,-4,-4,-4,-4,-4,-4
2329,-4,-4,-4,-4,-4,-4,-4,-4
2330,-4,-4,-5,-5,-4,-5,-5,-5
2331,-4,-4,0,-4,0,-4,-4,-4
2332,1,-4,-4,1,-4,0,-4,-4
2333,0,-4,-4,-4,-4,-4,-4,-4
2334,1,0,0,-4,-4,-4,-5,-5
2335,-4,0,-4,1,-4,-4,-5,-5
2336,-4,-4,-4,-4,-4,-4,-4,-4
2337,-4,-4,-4,-4,-4,-4,-4,-4
2338,-4,1,1,-4,-4,-4,-4,1
2339,-4,-4,0,-4,-4,-4,-4,0
2340,-4,0,-4,-4,-4,-4,-4,-4
2341,-4,-4,-4,-4,-4,-4,-4,-4
2342,-4,-4,-5,1,-5,-5,-5,-5
2343,-4,-4,-4,-4,-4,-4,-4,-4
2344,1,1,-4,-4,0,-4,-4,-4
2345,-4,-4,0,-4,0,0,-4,0
2346,-4,-4,-5,-5,-5,1,-4,-5
2347,0,-4,-4,0,-4,-4,0,-4
2348,-4,-4,-4,-4,0,0,0,1
2349,-5,-5,-5,-5,-5,-5,-5,-5
2350,-5,-5,-5,-5,-5,-5,-5,-5
2351,1,0,0,1,-4,-4,-4,-4
2352,0,-4,-4,0,0,0,-4,-4
2353,-4,-4,-4,-4,-4,-4,-4,-4
2354,-4,-4,0,-4,-4,-4,-4,-4
2355,-4,-4,-5,-5,-5,-5,-5,-5
2356,0,-4,-4,-4,0,0,0,0
2357,-5,-5,-5,-5,-5,-5,-5,-5
2358,-5,-5,-5,-5,-5,-5,-5,-5
2359,-4,1,0,-5,0,-4,-4,-4
2360,1,0,1,1,-4,-4,-4,1
2361,-4,-4,-4,-4,1,-4,1,-4
2362,0,-4,-4,0,-4,0,-4,-4
2363,0,0,0,0,-4,0,-4,-4
2364,0,-5,-5,-5,0,0,0,-4
2365,-4,1,-4,-4,0,0,0,-5
2366,-5,-5,-5,-5,-5,-5,-5,-5
2367,-4,-5,1,-4,-4,-5,-4,-5
2368,-5,-5,-5,-5,-5,1,-4,-4
2369,-4,-4,-4,-4,-4,-4,-4,0
2370,-4,-4,-4,1,-4,-4,-4,-4
2371,-5,-4,-5,-5,-5,-5,-5,-5
2372,0,-4,-5,-4,-4,-4,-4,-4
2373,-5,-5,-5,-5,-5,-5,-5,-5
2374,1,-5,1,-5,1,-5,1,1
2375,1,-4,-4,-4,-4,1,-4,-4
2376,-4,0,-4,-4,-4,-4,-4,-4
2377,-4,0,-4,1,-4,1,-4,1
2378,-4,-4,0,-5,-5,-5,-5,-5
2379,-5,-5,-5,-5,-5,-5,-5,-5
2380,-4,1,0,-4,-4,-4,0,-4
2381,-4,-4,0,-4,1,-4,-4,1
2382,-4,-4,-4,-4,-4,-5,-4,-5
2383,0,1,-4,1,-4,-4,-4,-4
2384,0,-4,0,1,1,-4,0,0
2385,0,-4,-4,-4,-4,-4,-4,-4
2386,-4,0,0,0,-4,-4,-4,-4
2387,-4,-4,0,-4,-4,-4,-4,-4
2388,-4,-4,-5,-5,-5,-5,-5,-5
2389,-5,-5,-5,-5,-5,1,-5,-5
2390,-5,-5,-5,-5,-5,-5,-5,-5
2391,-4,-4,-4,-4,-4,-4,-5,-5
2392,-4,-4,-4,-4,-4,-4,-4,-5
2393,-5,-5,-5,-5,0,-5,-5,-5
2394,-4,1,-4,0,1,-4,1,1
2395,-4,0,1,-4,-4,0,-4,0
2396,1,0,1,1,0,-4,1,0
2397,0,-4,1,0,-4,-4,-4,1
2398,-5,-4,-4,-4,-4,1,0,0
2399,-4,1,1,-4,-4,0,-4,-4
2400,1,-4,1,-4,1,-4,-4,-4
2401,-4,-5,0,0,-4,-4,-4,-4
2402,-4,-4,-5,-4,-4,-4,-4,-5
2403,-4,-4,-4,1,1,-4,-4,-4
2404,-4,1,-4,-4,-4,-4,-4,-4
2405,-4,-4,-4,-5,1,0,-4,-4
2406,1,-4,-4,1,1,-4,0,-4
2407,-4,-4,-4,-4,-4,-4,-4,-4
2408,-4,-4,-5,-5,1,-5,0,-5
2409,-4,-5,-5,-5,-5,-5,-5,-5
2410,-4,-4,-4,0,-4,0,-4,-4
2411,-5,0,-5,-5,-5,-5,-4,-5
2412,-4,-4,-4,-4,-4,-4,-4,-4
2413,0,-4,-4,-4,-4,-4,-4,-5
2414,-5,-5,1,1,-5,-5,-5,-5
2415,-4,-4,-4,-4,-4,-4,-4,-4
2416,-4,-4,0,-4,-4,-5,-4,-5
2417,-4,-4,-4,-4,-4,-4,-5,-5
2418,1,-4,-4,-4,-4,-4,-4,-4
2419,-4,-4,-4,0,-4,-4,-4,-4
2420,1,-4,-4,0,0,-4,-4,-4
2421,-4,-4,-4,-4,-4,-4,-4,-4
2422,-4,0,-4,-4,-4,-4,0,-4
2423,-4,-4,-4,-4,0,-4,-4,-4
2424,-4,-4,-4,-4,1,-4,-4,-4
2425,-4,-4,-4,0,-4,-4,-4,-4
2426,-4,1,0,-4,-4,1,-4,-4
2427,-4,-4,-4,-4,-4,-4,-4,-4
2428,-5,-5,-5,-5,-5,-5,-5,-5
2429,-5,-5,-5,-5,-5,-5,-5,-5
2430,0,-4,-4,-4,-4,-4,-4,-4
2431,-5,-5,0,-5,-5,-5,-5,-5
2432,-5,-5,-5,-5,-5,-5,-5,-5
2433,0,-4,-4,-4,-4,-4,-4,-4
2434,-4,-4,-4,-4,-4,-5,-5,-4
2435,0,-5,-4,-4,-4,-4,-4,-4
2436,-4,-4,-4,-4,0,-4,0,-4
2437,-4,-4,0,-4,-4,-4,-4,1
2438,-4,1,1,1,1,0,-4,1
2439,-4,-4,-4,-4,-4,-4,-4,-4
2440,-4,-4,-5,-5,-5,-5,-5,-5
2441,-4,-4,-4,-4,1,1,0,1
2442,-4,-4,-4,-4,-4,-4,-4,-4
2443,-4,1,1,1,1,0,-4,-4
2444,-4,-4,-4,-4,-4,1,-4,-4
2445,-5,-5,-5,-5,-5,-5,-5,-5
2446,-5,-5,-5,-5,-5,-5,0,1
2447,0,-4,-4,-4,-4,-4,-4,1
2448,-4,0,-4,-4,-4,-4,-4,-4
2449,0,-4,-4,0,-4,-4,-4,-4
2450,1,-4,1,-4,0,-4,-4,-4
2451,-4,-4,-4,-4,-4,-4,-4,-4
2452,0,-4,-4,-4,-4,-4,-4,-4
2453,-5,-5,-5,-5,-5,-5,-5,-5
2454,0,-4,-4,-4,-4,-4,-4,-4
2455,0,-5,-5,-5,-5,-5,-5,-5
2456,-4,-5,-5,-5,-5,-5,-5,-5
2457,-5,-5,-5,-5,-5,-5,-5,-5
2458,-4,-4,0,-5,-5,-4,-5,-4
2459,-4,0,0,0,0,0,0,-4
2460,-4,-4,-4,0,-4,0,0,-4
2461,-4,1,-4,1,1,-4,-4,0
2462,-4,-4,0,-4,-4,-4,-4,-4
2463,0,-4,-4,-4,-4,-4,-4,-4
2464,-4,-4,-4,-4,-4,-4,-5,-5
2465,-4,-4,-4,-4,-4,-4,-4,-4
2466,1,0,0,-4,-4,-4,-4,-5
2467,0,-5,-5,-5,-5,-5,-5,-5
2468,-4,1,-4,-4,0,1,0,-4
2469,-4,0,-4,-5,-4,-4,-5,-4
2470,-4,-4,-4,-4,-4,-4,-4,-4
2471,-4,-4,-4,-4,-4,-4,0,-4
2472,-4,-5,0,-4,-5,-5,-4,-4
2473,-4,-4,-4,1,-4,-4,-4,1
2474,-5,-4,-4,-4,-4,-4,-4,-4
2475,-4,-4,-4,-4,-4,-4,-4,-4
2476,-4,-4,-5,-5,-5,-5,-5,-5
2477,-4,-4,-4,-4,-4,-5,-5,-4
2478,-4,-4,-4,-4,-4,-4,-4,-4
2479,-4,-4,-4,-4,-4,-4,-4,-4
2480,-4,-4,-4,0,-4,-4,-4,-4
2481,-4,-4,-4,-4,-4,-4,-4,-4
2482,-4,-4,-4,-4,-4,-4,0,-4
2483,-4,-4,-4,-4,-4,-4,-4,-4
2484,-4,-4,-4,-4,-4,-4,-4,1
2485,-4,0,-4,1,-4,-4,-5,-4
2486,-4,-4,-4,-4,-4,-4,-4,-4
2487,-4,-4,-4,-4,-4,-4,-4,-4
2488,-4,-4,-4,-4,-4,-4,-4,-4
2489,-4,-4,-4,-4,-4,-4,-4,-4
2490,1,1,1,-4,-4,1,-4,-4
2491,-4,-4,-4,-4,-4,-4,-4,-4
2492,-4,-4,-4,-4,-4,-4,-4,-4
2493,0,1,0,0,-4,1,-4,1
2494,-4,-4,-4,-4,-4,-4,-4,-4
2495,-5,-5,-5,-5,-5,-5,-5,-5
2496,-4,-4,-4,-4,-4,-4,-4,-4
2497,-4,-5,-5,-5,-5,-5,-5,-5
2498,-4,-4,-4,-4,-4,-4,-4,-4
2499,-5,-5,-5,-5,-5,-5,-5,-5
2500,-5,-5,-5,-5,-5,-5,-5,-5
2501,-4,-4,-4,-4,-4,-4,-4,-4
2502,-4,-4,1,-4,1,-4,-4,-4
2503,-5,1,0,-5,-5,-5,-5,-5
2504,1,-4,-4,-4,-4,-4,1,-4
2505,-4,-4,-4,-4,-4,1,1,-4
2506,-4,-4,-4,-4,-4,-4,-4,-4
2507,0,-4,-4,-4,-4,-4,-4,-4
2508,1,-4,-4,-4,-4,-4,-4,-5
2509,-4,-4,-4,1,-4,-4,-4,-4
2510,-4,-4,-4,-4,-4,-4,-4,-4
2511,-5,1,-5,-5,-5,-5,-5,-5
2512,-4,-4,0,-4,-4,-4,-4,1
2513,-4,-4,-4,-4,-4,-4,-4,-4
2514,-4,-4,1,-4,-4,-4,-4,-4
2515,-4,-4,-4,-5,-5,-5,-5,-5
2516,-4,-4,-4,-4,-4,-4,-4,-5
2517,-4,-4,-4,-4,-4,-4,-4,-4
2518,-4,-4,-4,-4,0,-4,0,0
2519,-5,-5,-5,-5,-5,-5,-5,-5
2520,-4,-4,-4,-5,-4,-5,-5,-5
2521,-4,-4,-4,-4,-4,-4,-4,-4
2522,-4,-4,-4,-4,-4,-4,-4,-4
2523,-4,-4,-4,-4,-4,-4,-4,-4
2524,-4,-4,0,0,-4,1,-4,-4
2525,-4,-4,-4,-4,-4,-4,-4,-4
2526,-4,-4,1,-4,-4,-4,-4,-5
2527,0,-4,-4,-4,-4,-5,-4,-5
2528,-4,1,-4,-4,-4,-4,-4,-4
2529,-4,-4,-4,-4,-4,-4,0,-4
2530,-4,-4,-4,-4,-4,-4,0,-4
2531,-5,-5,-5,-5,-5,-5,-5,-5
2532,-5,-5,-5,-5,-5,-5,-5,-5
2533,-4,-5,-4,-5,0,-4,-4,-4
2534,-5,-5,-5,-5,-5,-5,-5,-5
2535,1,1,-4,-4,-4,-4,-4,-4
2536,0,1,1,-4,-4,-4,-4,-5
2537,-4,-4,-4,-4,-4,-4,-4,-4
2538,-4,-4,-4,0,-4,-4,-4,-4
2539,1,-4,-4,-4,-4,-4,-4,-4
2540,-4,-4,-4,-4,-4,-4,-4,-4
2541,-4,-4,-4,-4,-4,-4,-4,-4
2542,-4,-4,-4,-4,-4,-4,-4,-4
2543,0,1,-4,-4,-4,-4,1,-4
2544,-4,-4,1,-4,-4,-4,-4,-4
2545,1,1,1,1,-4,0,-4,-4
2546,-5,-5,-4,-4,-4,-4,-4,-4
2547,1,-4,-4,1,-4,-4,-4,1
2548,-4,-4,0,-5,-5,-5,-5,-5
2549,-4,-4,-4,-4,-4,-4,-4,-4
2550,-4,-4,-4,-4,-4,-4,1,1
2551,-4,1,-4,-4,-4,1,0,1
2552,-4,1,-4,-4,0,1,0,-4
2553,-5,-5,-4,-4,-4,-4,1,-4
2554,-5,-5,-5,-5,-5,-5,-5,-5
2555,-4,0,-4,-5,-4,-4,0,-4
2556,-4,-4,-4,-4,-4,-4,0,1
2557,-4,-4,-4,-4,-4,-4,-4,-4
2558,-4,0,-4,-4,-4,-4,-4,-4
2559,1,-4,-4,1,1,0,0,0
2560,-5,-5,-5,-5,-5,-5,-5,-5
2561,-5,-5,-5,-5,-5,-5,-5,-5
2562,-5,-5,-5,-5,-5,-5,-5,-5
2563,-5,-5,-5,-5,-5,-5,-5,-5
2564,1,-4,-4,-4,-4,-4,-4,-4
2565,1,0,1,0,-4,-4,0,-4
2566,-4,-4,-4,-4,-4,-4,-4,-5
2567,-4,-4,-4,-4,-4,-4,-4,-4
2568,-4,-4,0,-4,-4,-4,-4,-4
2569,1,1,-4,1,-4,0,1,-4
2570,-4,-4,-4,-4,-4,-4,-4,-4
2571,-5,-5,-5,-5,-5,-5,-5,-5
2572,-4,-4,-4,-4,-4,-4,-4,-4
2573,-4,-4,-4,-4,-4,-4,-4,-4
2574,-4,-4,-4,-4,-4,-4,-4,-4
2575,-5,-5,-5,-5,-5,-5,-5,-5
2576,-4,-4,-4,-4,-4,-4,-4,-4
2577,-4,-4,1,-4,-4,-4,-4,-4
2578,-4,-4,-4,-4,-4,-4,-4,-4
2579,-4,-4,-4,-4,-4,1,1,-4
2580,-4,-4,-4,-4,-4,-4,-4,1
2581,-4,-4,-4,-4,-4,-4,-4,0
2582,-5,-4,0,-4,-4,-4,-4,-4
2583,-5,-5,-5,-5,-5,-5,-5,-5
2584,1,0,-4,-4,-4,-4,-4,0
2585,-4,-4,-4,-4,-4,-4,-4,-4
2586,-5,-5,-4,-5,-5,-5,-4,-4
2587,-4,-4,-4,-4,-4,-4,-4,-4
2588,-4,-4,-4,-4,-4,-4,1,1
2589,0,-4,-4,1,-4,-4,-4,0
2590,-4,-4,-4,-4,-4,-4,-4,0
2591,-4,-4,-4,-4,-4,-4,-4,-4
2592,-4,0,1,1,-4,0,0,-4
2593,1,-4,-4,-4,-4,-4,-4,-4
2594,-4,-4,-4,-4,-4,-4,-4,-4
2595,-4,-4,-4,-4,-4,-4,-4,-4
2596,-4,-4,-4,-4,-4,-4,-4,-4
2597,-4,-4,-5,1,0,0,-5,-5
2598,-4,-4,0,0,1,1,-5,-4
2599,-4,1,-4,0,1,1,0,-4
2600,-5,-5,-5,-5,-5,-5,-5,-5
2601,-4,-4,-4,-4,-4,-4,-4,-4
2602,-4,-4,1,1,-4,-4,-4,-4
2603,-4,-4,1,-4,-4,-4,-4,-4
2604,-4,-5,-5,-5,-5,-5,-5,-5
2605,1,1,-4,-4,-4,-4,-4,-4
2606,-4,-4,-4,-4,-4,-4,-5,-5
2607,-4,-4,-4,-4,-4,-4,-4,-4
2608,-5,-5,-5,-5,-5,-5,-5,-5
2609,-4,-4,-4,-4,-4,-5,-5,-5
2610,-4,0,-4,-4,-4,-4,-4,-4
2611,-5,-5,-5,-5,1,0,-5,1
2612,1,1,-4,0,-4,1,-4,-4
2613,-4,-4,-4,0,-4,-4,0,-4
2614,1,-4,-4,-4,-4,-4,1,-4
2615,-4,-4,-4,-4,-4,-4,-4,-4
2616,-4,-4,-4,-4,-4,-4,-4,-4
2617,-5,-5,-5,-5,-5,-5,-5,-5
2618,-4,-4,-4,1,-5,-5,-5,-5
2619,-4,-4,-4,-4,-4,-4,-4,-5
2620,-4,-5,-4,-4,-4,-4,-4,-4
2621,-4,-4,-4,-4,-4,-4,-4,0
2622,0,0,-4,-4,-4,-4,-4,-4
2623,-4,-5,-5,-5,-5,-5,-5,-5
2624,-4,-4,0,-4,1,-5,-5,-5
2625,0,-4,-4,1,0,0,0,-5
2626,-4,-4,-4,0,1,0,-4,1
2627,-4,-4,-4,-4,-4,-4,-4,-4
2628,1,-4,-4,0,-4,-4,-4,-4
2629,-4,-4,-4,-4,-4,-4,-4,-4
2630,-4,-4,-4,-4,1,-4,-4,-5
2631,1,-4,-4,-4,-4,-4,-4,-4
2632,1,1,0,0,-5,-5,-5,-5
2633,-4,-4,-4,-4,-4,-4,-4,-4
2634,1,1,-5,-4,-4,-4,0,-5
2635,-4,0,-4,-4,-4,-4,-4,-4
2636,-4,-4,-4,-4,-4,-5,-5,-5
2637,-4,1,-4,-4,-4,-4,-4,-4
2638,-4,-5,-5,-4,-5,-5,-5,-5
2639,0,0,0,0,0,-4,0,0
2640,0,-4,0,0,0,-4,0,0
2641,-5,-4,-4,-4,-5,-5,-5,-5
2642,0,-4,1,0,-4,-4,-4,-4
2643,-5,-5,-5,-5,-5,-5,-5,-5
2644,-5,-5,-5,-5,-5,-5,-5,-5
2645,1,1,1,-4,-4,-4,-4,-4
2646,-4,-4,-4,1,-4,-4,-4,-4
2647,-4,-4,-4,-4,-4,-5,-4,-4
2648,-5,-5,-5,-5,-5,-5,-5,-5
2649,-4,-4,-4,-4,-4,-5,-5,-5
2650,-4,-4,-4,-4,-4,-4,0,0
2651,1,-4,-4,-4,-4,-4,0,-4
2652,-4,0,-4,-4,-4,-4,-4,1
2653,0,-4,-4,-4,-4,-4,-4,-4
2654,0,-4,-4,-4,-4,-4,-4,-4
2655,-4,-4,-4,0,0,0,0,-5
2656,-5,1,-4,1,-4,-4,-4,-5
2657,-5,-5,-5,-5,-5,-5,-5,-5
2658,1,-4,0,0,-4,0,1,1
2659,0,-4,-4,0,0,0,0,-4
2660,-4,-4,-4,-4,-4,-4,-4,-4
2661,-4,0,-4,-4,-4,-4,-4,-4
2662,1,1,1,0,0,-4,0,-5
2663,0,0,1,1,0,-4,0,1
2664,-5,1,0,-4,-4,-5,-5,-5
2665,-4,1,1,0,-4,-4,-4,1
2666,-4,0,0,-4,-4,0,0,-4
2667,-4,-4,1,-4,-4,-4,-4,-4
2668,-4,0,-5,-5,-5,-5,-5,-5
2669,-4,-4,-4,-4,-4,1,-5,-5
2670,-4,-4,-5,-4,-5,-4,-5,-4
2671,-4,-4,-4,-5,-5,-5,-5,-5
2672,-4,-4,-4,-4,-4,-4,-4,-4
2673,-4,0,-4,-5,-5,-5,-5,-5
2674,0,-4,0,0,-4,-4,-4,-4
2675,-4,0,-4,-4,-4,-4,-4,-4
2676,-4,-4,1,-4,-5,1,1,-4
2677,-5,-5,1,-4,1,1,1,1
2678,-4,-4,-4,-4,-4,-4,-4,-4
2679,1,0,0,-4,-4,-4,0,-4
2680,-4,-4,-4,0,-4,0,0,-4
2681,-4,-4,1,-4,0,1,-4,-4
2682,-4,-4,0,0,-4,-4,0,-4
2683,-4,-4,1,0,0,-4,0,-4
2684,-4,1,-4,1,1,-4,-4,-4
2685,-4,-4,-4,-4,0,-4,-4,-4
2686,-5,-5,-5,-5,-5,-5,-5,-5
2687,1,-5,-5,0,-4,-4,-5,-4
2688,-4,0,0,0,-4,-4,-5,-5
2689,-4,-4,-4,-4,-4,-4,-4,-5
2690,-4,0,0,-4,-4,-4,-4,1
2691,-4,-4,-4,-4,-4,-4,-4,-4
2692,-4,-4,-4,-4,0,-4,-4,-4
2693,-4,-4,-4,-4,-4,-4,1,-4
2694,0,-4,0,-4,0,-4,-4,-4
2695,1,1,-4,-4,-4,-4,-4,-5
2696,-5,-5,0,-4,-4,-4,-4,-5
2697,0,0,-5,-5,-5,1,-5,-5
2698,-4,-4,1,-4,-4,-4,-4,-4
2699,-4,-4,-4,-4,-4,-4,-4,-4
2700,-4,-4,-4,-4,-4,-4,-5,1
2701,-4,-4,-4,0,0,-4,-4,-4
2702,-4,-4,-4,-4,-4,-4,1,-4
2703,1,1,-4,-4,-5,-5,0,-4
2704,-4,-4,-5,-5,-4,-4,-5,-5
2705,1,-4,-4,-4,-4,-4,-4,-4
2706,-4,0,-4,-4,1,0,-4,-4
2707,1,-4,0,-4,-4,-4,0,-4
2708,0,1,0,-4,-4,-4,-4,-4
