"CPUBID","MPUBID","BKGN-20","BKGN-20","BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20"
532502,5325,-7,-7,-7,-7,-7,-7,-7,-7
532503,5325,-7,-7,-7,-7,-7,-7,-7,-7
532601,5326,1,1,1,-7,-7,-7,-7,-7
532602,5326,-7,1,1,1,1,1,-7,-7
532701,5327,-7,-7,-7,-7,-7,-7,-7,-7
532702,5327,4,-7,-7,-7,-7,-7,-7,-7
532703,5327,4,4,4,-7,-7,-7,-7,-7
532801,5328,-7,-7,-7,-7,-7,-7,-7,-7
532802,5328,1,1,-7,-7,-7,-7,-7,-7
532803,5328,1,1,1,-7,-7,-7,-7,-7
533001,5330,1,-7,-7,-7,-7,-7,-7,-7
533002,5330,1,1,-7,-7,-7,-7,-7,-7
533003,5330,1,1,1,-7,-7,-7,-7,-7
533201,5332,-7,-7,-7,-7,-7,-7,-7,-7
533202,5332,-7,-7,-7,-7,-7,-7,-7,-7
533203,5332,-7,-7,-7,-7,-7,-7,-7,-7
533204,5332,1,-7,-7,-7,-7,-7,-7,-7
533205,5332,1,1,-7,-7,-7,-7,-7,-7
533301,5333,-7,-7,-7,-7,-7,-7,-7,-7
533302,5333,-7,-7,-7,-7,-7,-7,-7,-7
533303,5333,-7,-7,-7,-7,-7,-7,-7,-7
533801,5338,-7,-7,-7,-7,-7,-7,-7,-7
533802,5338,-7,-7,-7,-7,-7,-7,-7,-7
533803,5338,1,-7,-7,-7,-7,-7,-7,-7
533901,5339,-7,-7,-7,-7,-7,-7,-7,-7
533902,5339,-7,-7,-7,-7,-7,-7,-7,-7
534101,5341,-7,-7,-7,-7,-7,-7,-7,-7
534102,5341,4,4,-7,-7,-7,-7,-7,-7
534103,5341,-7,4,4,4,4,-7,-7,-7
534901,5349,-7,-7,-7,-7,-7,-7,-7,-7
534902,5349,-7,-7,-7,-7,-7,-7,-7,-7
534903,5349,1,1,1,1,-7,-7,-7,-7
535301,5353,-7,1,1,1,1,1,-7,-7
535302,5353,-7,-7,-7,-7,1,1,1,1
535501,5355,-7,-7,-7,-7,-7,-7,-7,-7
536001,5360,-7,-7,-7,-7,-7,-7,-7,-7
536002,5360,-7,-7,-7,-7,-7,-7,-7,-7
536003,5360,-7,-7,-7,-7,-7,-7,-7,-7
536901,5369,-7,-7,-7,-7,-7,-7,-7,-7
536902,5369,4,-7,-7,-7,-7,-7,-7,-7
537001,5370,1,-7,-7,-7,-7,-7,-7,-7
537002,5370,1,1,1,-7,-7,-7,-7,-7
537201,5372,1,-7,-7,-7,-7,-7,-7,-7
537202,5372,1,1,-7,-7,-7,-7,-7,-7
537301,5373,1,-7,-7,-7,-7,-7,-7,-7
537302,5373,1,1,-7,-7,-7,-7,-7,-7
537303,5373,1,1,1,1,1,-7,-7,-7
537304,5373,-7,1,1,1,1,1,-7,-7
537401,5374,-7,-7,-7,-7,-7,-7,-7,-7
537402,5374,1,1,1,-7,-7,-7,-7,-7
537403,5374,-7,-7,-7,-7,1,1,1,1
537601,5376,-7,-7,-7,-7,-7,-7,-7,-7
537602,5376,1,1,1,-7,-7,-7,-7,-7
537801,5378,-7,-7,-7,-7,-7,-7,-7,-7
537802,5378,1,-7,-7,-7,-7,-7,-7,-7
538001,5380,-7,-7,-7,-7,-7,-7,-7,-7
538002,5380,-7,-7,-7,-7,-7,-7,-7,-7
538101,5381,1,-7,-7,-7,-7,-7,-7,-7
538102,5381,1,1,1,-7,-7,-7,-7,-7
538501,5385,1,1,-7,-7,-7,-7,-7,-7
538502,5385,1,1,1,1,-7,-7,-7,-7
538503,5385,1,1,1,1,1,-7,-7,-7
538504,5385,-7,-7,1,1,1,1,-7,-7
538701,5387,1,1,-7,-7,-7,-7,-7,-7
538702,5387,1,1,1,1,1,-7,-7,-7
538703,5387,-7,1,1,1,1,1,-7,-7
538704,5387,-7,-7,1,1,1,1,-7,-7
538705,5387,-7,-7,-7,1,1,1,1,-7
538801,5388,1,1,1,1,-7,-7,-7,-7
538802,5388,1,1,1,1,1,-7,-7,-7
538803,5388,-7,-7,-7,-7,1,-7,1,1
538901,5389,1,-7,-7,-7,-7,-7,-7,-7
538902,5389,1,1,-7,-7,-7,-7,-7,-7
539101,5391,-7,-7,-7,-7,-7,-7,-7,-7
539102,5391,-7,-7,-7,-7,-7,-7,-7,-7
539103,5391,-7,-7,-7,-7,-7,-7,-7,-7
539104,5391,-7,-7,-7,-7,-7,-7,-7,-7
539301,5393,-7,-7,-7,-7,9,1,1,1
539701,5397,-7,-7,-7,-7,-7,-7,-7,-7
539702,5397,-7,-7,-7,-7,-7,-7,-7,-7
539703,5397,1,1,-7,-7,-7,-7,-7,-7
540601,5406,-7,-7,-7,-7,-7,-7,-7,-7
540602,5406,-7,-7,-7,-7,-7,-7,-7,-7
540603,5406,-7,-7,-7,-7,-7,-7,-7,-7
540604,5406,-7,-7,-7,-7,-7,-7,-7,-7
540605,5406,1,-7,-7,-7,-7,-7,-7,-7
540801,5408,-7,-7,-7,-7,-7,-7,-7,-7
540802,5408,1,1,-7,-7,-7,-7,-7,-7
540901,5409,-7,-7,-7,-7,-7,-7,-7,-7
540902,5409,-7,-7,-7,-7,-7,-7,-7,-7
540903,5409,1,1,-7,-7,-7,-7,-7,-7
542101,5421,-7,-7,-7,-7,-7,-7,-7,-7
542102,5421,-7,-7,-7,-7,-7,-7,-7,-7
542103,5421,-7,-7,-7,-7,-7,-7,-7,-7
542104,5421,1,-7,-7,-7,-7,-7,-7,-7
542201,5422,-7,-7,-7,-7,-7,-7,-7,-7
542202,5422,-7,-7,-7,-7,-7,-7,-7,-7
542401,5424,-7,-7,-7,-7,-7,-7,-7,-7
542402,5424,1,-7,-7,-7,-7,-7,-7,-7
542501,5425,-7,-7,-7,-7,-7,-7,-7,-7
542502,5425,-7,-7,-7,-7,-7,-7,-7,-7
542701,5427,-7,-7,-7,-7,-7,-7,-7,-7
542702,5427,-7,-7,-7,-7,-7,-7,-7,-7
542703,5427,1,1,-7,-7,-7,-7,-7,-7
542801,5428,1,1,1,1,1,-7,-7,-7
542802,5428,-7,-7,1,1,1,1,-7,-7
543401,5434,-7,-7,-7,-7,-7,-7,-7,-7
543402,5434,-7,-7,-7,-7,-7,-7,-7,-7
543403,5434,-7,-7,-7,-7,-7,-7,-7,-7
543404,5434,-7,-7,-7,-7,-7,-7,-7,-7
543405,5434,-7,-7,-7,-7,-7,-7,-7,-7
543601,5436,1,1,1,-7,-7,-7,-7,-7
543602,5436,1,1,1,-7,-7,-7,-7,-7
543603,5436,1,1,1,1,-7,-7,-7,-7
544201,5442,1,1,1,-7,-7,-7,-7,-7
544202,5442,1,1,1,1,-7,-7,-7,-7
544501,5445,-7,-7,-7,-7,-7,-7,-7,-7
544502,5445,-7,-7,-7,-7,-7,-7,-7,-7
545201,5452,1,1,1,-7,-7,-7,-7,-7
545202,5452,-7,1,1,1,1,1,-7,-7
545203,5452,-7,-7,-7,1,1,1,-7,-7
545301,5453,1,1,-7,-7,-7,-7,-7,-7
545401,5454,-7,-7,-7,-7,-7,-7,-7,-7
545402,5454,1,1,-7,-7,-7,-7,-7,-7
545501,5455,-7,-7,-7,-7,-7,-7,-7,-7
545801,5458,-7,-7,-7,-7,-7,-7,-7,-7
545901,5459,4,-7,-7,-7,-7,-7,-7,-7
545902,5459,4,4,-7,-7,-7,-7,-7,-7
546001,5460,-7,-7,-7,-7,-7,-7,-7,-7
546201,5462,-7,-7,-7,-7,-7,-7,-7,-7
546202,5462,-7,-7,-7,-7,-7,-7,-7,-7
546203,5462,-7,-7,-7,-7,-7,-7,-7,-7
546401,5464,-7,-7,-7,-7,-7,-7,-7,-7
546501,5465,-7,-7,-7,-7,-7,-7,-7,-7
546502,5465,-7,-7,-7,-7,-7,-7,-7,-7
546503,5465,-7,-7,-7,-7,-7,-7,-7,-7
546504,5465,-7,-7,-7,-7,-7,-7,-7,-7
546505,5465,1,1,1,-7,-7,-7,-7,-7
546506,5465,1,1,1,1,-7,-7,-7,-7
546601,5466,-7,-7,-7,-7,-7,-7,-7,-7
546602,5466,-7,-7,-7,-7,-7,-7,-7,-7
546701,5467,-7,-7,-7,-7,-7,-7,-7,-7
546702,5467,1,-7,-7,-7,-7,-7,-7,-7
546703,5467,1,1,-7,-7,-7,-7,-7,-7
546704,5467,1,1,1,-7,-7,-7,-7,-7
546705,5467,1,1,1,1,-7,-7,-7,-7
546706,5467,-7,1,1,1,1,1,-7,-7
546901,5469,-7,-7,-7,-7,-7,-7,-7,-7
546902,5469,1,-7,-7,-7,-7,-7,-7,-7
547201,5472,-7,-7,-7,-7,-7,-7,-7,-7
547301,5473,-7,-7,-7,-7,-7,-7,-7,-7
547302,5473,-7,-7,-7,-7,-7,-7,-7,-7
547401,5474,-7,-7,4,1,1,1,-7,-7
547402,5474,-7,-7,-7,4,1,1,4,1
547601,5476,-7,-7,-7,-7,-7,-7,-7,-7
547602,5476,-7,-7,-7,-7,-7,-7,-7,-7
547701,5477,-7,-7,-7,-7,-7,-7,-7,-7
547702,5477,-7,-7,-7,-7,-7,-7,-7,-7
547801,5478,-7,-7,-7,-7,-7,-7,-7,-7
547802,5478,-7,-7,1,-7,1,1,1,-7
548001,5480,-7,-7,-7,-7,-7,-7,-7,-7
548002,5480,1,-7,-7,-7,-7,-7,-7,-7
548301,5483,1,-7,-7,-7,-7,-7,-7,-7
548302,5483,1,1,1,1,-7,-7,-7,-7
548501,5485,1,-7,-7,-7,-7,-7,-7,-7
548601,5486,-7,-7,-7,-7,-7,-7,-7,-7
548701,5487,-7,-7,-7,-7,-7,-7,-7,-7
548801,5488,-7,-7,-7,-7,-7,-7,-7,-7
548802,5488,-7,-7,-7,-7,-7,-7,-7,-7
548803,5488,-7,-7,-7,-7,-7,-7,-7,-7
549201,5492,-7,-7,-7,-7,-7,-7,-7,-7
549202,5492,-7,-7,-7,-7,-7,-7,-7,-7
549203,5492,1,-7,-7,-7,-7,-7,-7,-7
549801,5498,-7,-7,-7,-7,-7,-7,-7,-7
549802,5498,1,-7,-7,-7,-7,-7,-7,-7
550201,5502,1,-7,-7,-7,-7,-7,-7,-7
550801,5508,-7,-7,-7,-7,-7,-7,-7,-7
550802,5508,1,1,1,-7,-7,-7,-7,-7
550901,5509,-7,-7,-7,-7,-7,-7,-7,-7
550902,5509,1,1,1,1,-7,-7,-7,-7
551101,5511,1,1,-7,-7,-7,-7,-7,-7
551102,5511,1,1,1,1,-7,-7,-7,-7
551501,5515,-7,-7,-7,-7,-7,-7,-7,-7
551801,5518,-7,-7,-7,-7,-7,-7,-7,-7
551802,5518,1,-7,-7,-7,-7,-7,-7,-7
552201,5522,1,1,1,1,-7,-7,-7,-7
552202,5522,1,1,1,1,1,-7,-7,-7
552203,5522,-7,1,1,1,1,1,-7,-7
552301,5523,-7,-7,-7,-7,-7,-7,-7,-7
552302,5523,-7,-7,-7,-7,-7,-7,-7,-7
552303,5523,-7,-7,-7,-7,-7,-7,-7,-7
552304,5523,-7,-7,-7,-7,-7,-7,-7,-7
552401,5524,-7,-7,-7,-7,-7,-7,-7,-7
552402,5524,-7,-7,-7,-7,-7,-7,-7,-7
552403,5524,1,-7,-7,-7,-7,-7,-7,-7
552601,5526,1,1,-7,-7,-7,-7,-7,-7
552602,5526,1,1,1,1,-7,-7,-7,-7
552801,5528,-7,-7,-7,-7,-7,-7,-7,-7
552802,5528,1,-7,-7,-7,-7,-7,-7,-7
553001,5530,-7,-7,-7,-7,-7,-7,-7,-7
553002,5530,-7,-7,-7,-7,-7,-7,-7,-7
553301,5533,-7,-7,-7,1,1,1,1,-7
553601,5536,-7,-7,-7,-7,-7,-7,-7,-7
553701,5537,1,-7,-7,-7,-7,-7,-7,-7
553702,5537,1,1,-7,-7,-7,-7,-7,-7
554401,5544,1,1,1,1,-7,-7,-7,-7
554402,5544,1,1,1,1,1,-7,-7,-7
554601,5546,-7,1,1,1,1,-7,-7,-7
554602,5546,-7,-7,9,1,1,1,1,-7
554701,5547,-7,-7,-7,-7,-7,-7,-7,-7
554702,5547,-7,-7,-7,-7,-7,-7,-7,-7
554703,5547,-7,-7,-7,-7,-7,-7,-7,-7
554704,5547,-7,-7,-7,-7,-7,-7,-7,-7
554705,5547,-7,-7,-7,-7,-7,-7,-7,-7
554801,5548,-7,-7,-7,-7,-7,-7,-7,-7
554802,5548,-7,-7,-7,-7,-7,-7,-7,-7
555001,5550,1,-7,-7,-7,-7,-7,-7,-7
555002,5550,1,1,-7,-7,-7,-7,-7,-7
555101,5551,1,1,1,-7,-7,-7,-7,-7
555301,5553,-7,1,1,1,1,-7,-7,-7
555501,5555,-7,-7,-7,-7,-7,-7,-7,-7
555502,5555,-7,-7,-7,-7,-7,-7,-7,-7
555701,5557,-7,-7,-7,-7,-7,-7,-7,-7
555702,5557,-7,-7,-7,-7,-7,-7,-7,-7
555901,5559,-7,-7,-7,-7,-7,-7,-7,-7
556001,5560,-7,-7,-7,-7,-7,-7,-7,-7
556002,5560,1,1,-7,-7,-7,-7,-7,-7
556003,5560,1,1,1,1,1,-7,-7,-7
556101,5561,-7,-7,-7,-7,-7,-7,-7,-7
556301,5563,-7,-7,-7,-7,-7,-7,-7,-7
556501,5565,1,1,1,1,-7,-7,-7,-7
556502,5565,-7,-7,1,1,1,1,1,-7
556601,5566,-7,-7,-7,-7,-7,-7,-7,-7
556801,5568,1,1,-7,-7,-7,-7,-7,-7
557101,5571,-7,-7,-7,-7,-7,-7,-7,-7
557102,5571,-7,-7,-7,-7,-7,-7,-7,-7
557401,5574,1,-7,-7,-7,-7,-7,-7,-7
557601,5576,-7,-7,-7,-7,-7,-7,-7,-7
557701,5577,-7,-7,-7,-7,-7,-7,-7,-7
557702,5577,-7,-7,-7,-7,-7,-7,-7,-7
557801,5578,-7,1,-7,-7,1,1,-7,-7
558101,5581,-7,-7,-7,-7,-7,-7,-7,-7
558102,5581,1,-7,-7,-7,-7,-7,-7,-7
558201,5582,-7,-7,-7,-7,-7,-7,-7,-7
558202,5582,1,-7,-7,-7,-7,-7,-7,-7
558301,5583,-7,-7,-7,-7,-7,-7,-7,-7
558302,5583,1,-7,-7,-7,-7,-7,-7,-7
558901,5589,-7,-7,-7,-7,-7,-7,-7,-7
558902,5589,-7,-7,-7,-7,-7,-7,-7,-7
558903,5589,1,1,-7,-7,-7,-7,-7,-7
558904,5589,1,1,-7,-7,-7,-7,-7,-7
559301,5593,-7,-7,-7,-7,-7,-7,-7,-7
559302,5593,-7,-7,-7,-7,-7,-7,-7,-7
559303,5593,-7,-7,-7,-7,-7,-7,-7,-7
559501,5595,-7,-7,-7,-7,-7,-7,-7,-7
559502,5595,-7,-7,-7,-7,-7,-7,-7,-7
559503,5595,-7,1,-7,-7,-7,-7,-7,-7
559601,5596,-7,-7,-7,-7,-7,-7,-7,-7
559602,5596,1,1,-7,-7,-7,-7,-7,-7
560001,5600,-7,-7,-7,-7,-7,-7,-7,-7
560501,5605,-7,-7,-7,-7,-7,-7,-7,-7
560502,5605,-7,-7,-7,-7,-7,-7,-7,-7
560503,5605,1,1,-7,-7,-7,-7,-7,-7
560601,5606,-7,-7,-7,-7,-7,-7,-7,-7
560602,5606,1,1,1,-7,-7,-7,-7,-7
560901,5609,-7,-7,-7,-7,-7,-7,-7,-7
560902,5609,1,1,-7,-7,-7,-7,-7,-7
561201,5612,-7,-7,-7,-7,-7,-7,-7,-7
561202,5612,-7,-7,-7,-7,-7,-7,-7,-7
561203,5612,-7,-7,-7,-7,-7,-7,-7,-7
561204,5612,-7,-7,-7,-7,-7,-7,-7,-7
561401,5614,-7,-7,-7,-7,-7,-7,-7,-7
561402,5614,-7,-7,-7,-7,-7,-7,-7,-7
561403,5614,1,-7,-7,-7,-7,-7,-7,-7
561501,5615,-7,-7,-7,-7,-7,-7,-7,-7
561502,5615,-7,-7,-7,-7,-7,-7,-7,-7
561901,5619,-7,-7,-7,-7,-7,-7,-7,-7
561902,5619,1,-7,-7,-7,-7,-7,-7,-7
562001,5620,-7,-7,-7,-7,-7,-7,-7,-7
562002,5620,-7,-7,-7,-7,-7,-7,-7,-7
562401,5624,-7,-7,-7,-7,-7,-7,-7,-7
562402,5624,5,5,-7,-7,-7,-7,-7,-7
562601,5626,1,-7,-7,-7,-7,-7,-7,-7
562701,5627,-7,-7,-7,-7,-7,-7,-7,-7
562702,5627,-7,-7,-7,-7,-7,-7,-7,-7
562703,5627,1,-7,-7,-7,-7,-7,-7,-7
563101,5631,-7,-7,-7,-7,-7,-7,-7,-7
563102,5631,2,2,-7,-7,-7,-7,-7,-7
563103,5631,1,1,-7,-7,-7,-7,-7,-7
563104,5631,1,1,1,-7,-7,-7,-7,-7
563401,5634,1,-7,-7,-7,-7,-7,-7,-7
564001,5640,-7,-7,-7,-7,-7,-7,-7,-7
564002,5640,-7,-7,-7,-7,-7,-7,-7,-7
564003,5640,-7,1,-7,-7,-7,-7,-7,-7
564601,5646,-7,-7,-7,-7,-7,-7,-7,-7
564701,5647,-7,-7,-7,-7,-7,-7,-7,-7
564702,5647,-7,-7,-7,-7,-7,-7,-7,-7
564703,5647,1,-7,-7,-7,-7,-7,-7,-7
564801,5648,-7,-7,-7,-7,-7,-7,-7,-7
564802,5648,-7,-7,-7,-7,-7,-7,-7,-7
564803,5648,-7,-7,-7,-7,-7,-7,-7,-7
564804,5648,-7,-7,-7,-7,-7,-7,-7,-7
565201,5652,1,1,-7,-7,-7,-7,-7,-7
565202,5652,1,1,1,-7,-7,-7,-7,-7
565401,5654,-7,-7,-7,-7,-7,-7,-7,-7
565402,5654,1,-7,1,-7,-7,-7,-7,-7
565601,5656,-7,-7,-7,-7,-7,-7,-7,-7
565602,5656,5,5,5,-7,-7,-7,-7,-7
565701,5657,1,1,1,-7,-7,-7,-7,-7
565901,5659,-7,-7,-7,-7,-7,-7,-7,-7
565902,5659,-7,-7,-7,-7,-7,-7,-7,-7
566101,5661,1,-7,-7,-7,-7,-7,-7,-7
566901,5669,-7,-7,-7,-7,-7,-7,-7,-7
567002,5670,-7,5,5,5,5,5,-7,-7
567301,5673,-7,1,1,1,-7,-7,-7,-7
567302,5673,-7,-7,1,1,-7,-7,-7,-7
567303,5673,-7,-7,-7,-7,-7,-7,-7,-7
567401,5674,-7,-7,-7,-7,-7,-7,-7,-7
567402,5674,-7,-7,-7,-7,-7,-7,-7,-7
567501,5675,1,1,1,1,-7,-7,-7,-7
568101,5681,-7,-7,-7,-7,-7,-7,-7,-7
568102,5681,-7,-7,-7,-7,-7,-7,-7,-7
568103,5681,-7,-7,-7,-7,-7,-7,-7,-7
568104,5681,1,1,1,1,-7,-7,-7,-7
568105,5681,-7,1,1,1,1,1,-7,-7
568201,5682,-7,-7,-7,-7,-7,-7,-7,-7
568202,5682,-7,-7,-7,-7,-7,-7,-7,-7
568203,5682,-7,-7,-7,-7,-7,-7,-7,-7
568204,5682,-7,-7,-7,-7,-7,-7,-7,-7
568401,5684,-7,-7,-7,-7,-7,-7,-7,-7
568402,5684,-7,-7,-7,-7,-7,-7,-7,-7
568501,5685,-7,-7,-7,-7,-7,-7,-7,-7
568502,5685,-7,-7,-7,-7,-7,-7,-7,-7
568503,5685,-7,-7,-7,-7,-7,-7,-7,-7
568601,5686,-7,-7,-7,-7,-7,-7,-7,-7
568602,5686,4,4,4,4,-7,-7,-7,-7
568603,5686,-7,4,4,4,4,4,-7,-7
568701,5687,-7,-7,-7,-7,-7,-7,-7,-7
568702,5687,-7,-7,-7,-7,-7,-7,-7,-7
568703,5687,1,1,-7,-7,-7,-7,-7,-7
568901,5689,-7,-7,-7,-7,-7,-7,-7,-7
568902,5689,-7,-7,-7,-7,-7,-7,-7,-7
569001,5690,3,3,3,-7,-7,-7,-7,-7
569501,5695,-7,-7,-7,-7,-7,-7,-7,-7
569502,5695,1,1,1,-7,-7,-7,-7,-7
569503,5695,1,1,1,1,-7,-7,-7,-7
570101,5701,1,1,1,1,-7,-7,-7,-7
570201,5702,4,1,-7,-7,-7,-7,-7,-7
570501,5705,-7,-7,-7,-7,-7,-7,-7,-7
570502,5705,-7,-7,-7,-7,-7,-7,-7,-7
570601,5706,-7,-7,-7,-7,-7,-7,-7,-7
570701,5707,-7,-7,-7,-7,-7,-7,-7,-7
570702,5707,-7,-7,-7,-7,-7,-7,-7,-7
570703,5707,-7,-7,-7,-7,-7,-7,-7,-7
570801,5708,1,-7,-7,-7,-7,-7,-7,-7
570802,5708,1,1,1,-7,-7,-7,-7,-7
570803,5708,1,1,1,1,-7,-7,-7,-7
570901,5709,-7,-7,-7,-7,1,1,1,1
571201,5712,1,1,1,-7,-7,-7,-7,-7
571202,5712,1,1,1,1,-7,-7,-7,-7
571301,5713,-7,-7,-7,-7,-7,-7,-7,-7
571302,5713,-7,-7,-7,-7,-7,-7,-7,-7
571303,5713,-7,-7,-7,-7,-7,-7,-7,-7
571304,5713,1,1,1,-7,-7,-7,-7,-7
571501,5715,1,-7,-7,-7,-7,-7,-7,-7
571502,5715,1,-7,-7,-7,-7,-7,-7,-7
571503,5715,-7,-7,-7,-7,-7,-7,-7,-7
571601,5716,-7,-7,-7,-7,-7,-7,-7,-7
571602,5716,-7,-7,-7,-7,-7,-7,-7,-7
571701,5717,-7,-7,-7,-7,-7,-7,-7,-7
571702,5717,-7,-7,-7,-7,-7,-7,-7,-7
571801,5718,1,1,1,1,1,-7,-7,-7
571802,5718,-7,1,1,1,1,1,-7,-7
572001,5720,-7,-7,-7,-7,-7,-7,-7,-7
572002,5720,-7,-7,-7,-7,-7,-7,-7,-7
572003,5720,-7,-7,-7,-7,-7,-7,-7,-7
572401,5724,-7,-7,-7,-7,-7,-7,-7,-7
572402,5724,-7,-7,-7,-7,-7,-7,-7,-7
572801,5728,-7,-7,-7,-7,-7,-7,-7,-7
572802,5728,1,1,-7,-7,-7,-7,-7,-7
572803,5728,1,1,1,-7,-7,-7,-7,-7
572901,5729,-7,-7,-7,-7,-7,-7,-7,-7
572902,5729,1,-7,-7,-7,-7,-7,-7,-7
572903,5729,1,1,-7,-7,-7,-7,-7,-7
572904,5729,1,1,-7,-7,-7,-7,-7,-7
573201,5732,-7,-7,-7,4,1,1,1,1
573202,5732,-7,-7,-7,-7,-7,1,1,1
573401,5734,-7,-7,-7,-7,-7,-7,-7,-7
573701,5737,-7,-7,-7,-7,-7,-7,-7,-7
573702,5737,-7,-7,-7,-7,-7,-7,-7,-7
573703,5737,-7,-7,-7,-7,-7,-7,-7,-7
574001,5740,-7,-7,-7,-7,-7,-7,-7,-7
574002,5740,-7,-7,-7,-7,-7,-7,-7,-7
574003,5740,-7,-7,-7,-7,-7,-7,-7,-7
574004,5740,-7,-7,-7,-7,-7,-7,-7,-7
574005,5740,-7,1,1,1,-7,-7,-7,-7
574101,5741,1,-7,-7,-7,-7,-7,-7,-7
574102,5741,1,1,-7,-7,-7,-7,-7,-7
574103,5741,-7,-7,1,1,-7,1,-7,-7
574401,5744,-7,-7,-7,-7,-7,-7,-7,-7
574402,5744,-7,-7,-7,-7,-7,-7,-7,-7
574403,5744,-7,-7,-7,-7,-7,-7,-7,-7
574601,5746,-7,-7,-7,-7,-7,-7,-7,-7
574602,5746,1,-7,-7,-7,-7,-7,-7,-7
574603,5746,1,1,1,-7,-7,-7,-7,-7
575301,5753,1,1,1,1,1,-7,-7,-7
575302,5753,-7,1,1,1,1,-7,-7,-7
575601,5756,-7,-7,-7,-7,-7,-7,-7,-7
575602,5756,-7,-7,-7,-7,-7,-7,-7,-7
575603,5756,-7,-7,-7,-7,-7,-7,-7,-7
576001,5760,-7,-7,-7,-7,-7,-7,-7,-7
576601,5766,-7,-7,-7,-7,-7,-7,-7,-7
576602,5766,1,1,1,1,-7,-7,-7,-7
576701,5767,-7,-7,-7,-7,-7,-7,-7,-7
576702,5767,3,3,3,3,-7,-7,-7,-7
576801,5768,-7,-7,-7,-7,-7,-7,-7,-7
576802,5768,-7,-7,-7,-7,-7,-7,-7,-7
576803,5768,-7,-7,-7,-7,-7,-7,-7,-7
576901,5769,-7,-7,-7,-7,-7,-7,-7,-7
577001,5770,-7,-7,-7,-7,-7,-7,-7,-7
577002,5770,-7,-7,-7,-7,-7,-7,-7,-7
577003,5770,-7,-7,-7,-7,-7,1,-7,-7
577301,5773,-7,-7,-7,-7,-7,-7,-7,-7
577302,5773,1,1,1,-7,-7,-7,-7,-7
577303,5773,1,1,1,1,-7,-7,-7,-7
577304,5773,-7,-7,-7,-7,-7,1,1,1
577305,5773,-7,-7,-7,-7,-7,-7,1,1
577401,5774,-7,-7,-7,-7,-7,-7,-7,-7
577402,5774,-7,1,-7,-7,-7,-7,-7,-7
577403,5774,1,1,1,-7,-7,-7,-7,-7
577701,5777,-7,-7,-7,-7,-7,-7,-7,-7
577702,5777,-7,-7,-7,-7,-7,-7,-7,-7
578001,5780,-7,-7,-7,-7,-7,-7,-7,-7
578002,5780,1,-7,-7,-7,-7,-7,-7,-7
578003,5780,1,1,1,1,-7,-7,-7,-7
578101,5781,-7,-7,-7,-7,-7,-7,-7,-7
578102,5781,1,-7,-7,-7,-7,-7,-7,-7
578103,5781,-7,1,1,1,2,-7,-7,-7
578201,5782,-7,-7,-7,-7,-7,-7,-7,-7
578202,5782,-7,-7,-7,-7,-7,-7,-7,-7
579001,5790,-7,-7,-7,-7,-7,-7,-7,-7
579002,5790,1,-7,-7,-7,-7,-7,-7,-7
579301,5793,-7,-7,-7,-7,-7,-7,-7,-7
579302,5793,-7,-7,-7,-7,-7,-7,-7,-7
579303,5793,-7,-7,-7,-7,-7,-7,-7,-7
579304,5793,-7,-7,-7,-7,-7,-7,-7,-7
579305,5793,-7,-7,-7,-7,-7,-7,-7,-7
579601,5796,-7,-7,-7,-7,-7,-7,-7,-7
579801,5798,-7,-7,-7,-7,-7,-7,-7,-7
579802,5798,-7,-7,-7,-7,-7,-7,-7,-7
579803,5798,-7,1,1,1,-7,-7,-7,-7
579804,5798,-7,1,1,1,1,1,-7,-7
579901,5799,-7,-7,-7,-7,-7,-7,-7,-7
579902,5799,-7,1,1,-7,-7,-7,-7,-7
580101,5801,-7,-7,-7,-7,-7,-7,-7,-7
580102,5801,1,-7,-7,-7,-7,-7,-7,-7
580103,5801,-7,-7,-7,1,1,1,1,-7
580201,5802,3,3,3,3,3,-7,-7,-7
580202,5802,-7,3,3,3,3,3,-7,-7
580301,5803,-7,-7,-7,-7,-7,-7,-7,-7
580302,5803,-7,-7,-7,-7,-7,-7,-7,-7
580501,5805,-7,-7,-7,-7,-7,-7,-7,-7
580502,5805,-7,-7,-7,-7,-7,-7,-7,-7
580601,5806,-7,-7,-7,-7,-7,-7,-7,-7
580602,5806,-7,-7,-7,-7,-7,-7,-7,-7
580901,5809,-7,-7,-7,-7,-7,-7,-7,-7
580902,5809,-7,-7,-7,-7,-7,-7,-7,-7
580903,5809,-7,1,-7,-7,-7,-7,-7,-7
581101,5811,-7,-7,-7,-7,-7,-7,-7,-7
581201,5812,-7,-7,-7,-7,-7,-7,-7,-7
581202,5812,-7,-7,-7,-7,-7,-7,-7,-7
581301,5813,-7,-7,-7,-7,-7,-7,-7,-7
581302,5813,-7,-7,-7,-7,-7,-7,-7,-7
581303,5813,-7,1,-7,-7,-7,-7,-7,-7
581701,5817,-7,-7,-7,-7,-7,-7,-7,-7
581702,5817,-7,-7,-7,-7,-7,-7,-7,-7
581801,5818,-7,-7,-7,-7,-7,-7,-7,-7
581802,5818,-7,-7,-7,-7,-7,-7,-7,-7
581901,5819,-7,-7,-7,-7,-7,-7,-7,-7
581902,5819,1,-7,-7,-7,-7,-7,-7,-7
582001,5820,-7,-7,-7,-7,-7,-7,-7,-7
582002,5820,1,-7,-7,-7,-7,-7,-7,-7
