"CPUBID","MPUBID","BKGN-20","BKGN-20","BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20"
226706,2267,-7,-7,-7,-7,-7,-7,-7,-7
226707,2267,1,1,-7,-7,-7,-7,-7,-7
226708,2267,-7,-7,-7,1,1,1,1,1
226709,2267,-7,-7,-7,-7,-7,-7,-7,-7
226801,2268,-7,-7,-7,-7,-7,-7,-7,-7
227001,2270,1,1,-7,-7,-7,-7,-7,-7
227002,2270,1,1,1,-7,-7,-7,-7,-7
227101,2271,1,1,-7,-7,-7,-7,-7,-7
227102,2271,1,1,1,1,-7,-7,-7,-7
227201,2272,-7,-7,-7,-7,-7,-7,-7,-7
227202,2272,1,1,-7,-7,-7,-7,-7,-7
227401,2274,-7,-7,-7,-7,-7,-7,-7,-7
227402,2274,-7,-7,-7,-7,-7,-7,-7,-7
227501,2275,-7,-7,-7,-7,-7,-7,-7,-7
227502,2275,-7,-7,-7,-7,-7,-7,-7,-7
227801,2278,-7,-7,-7,-7,-7,-7,-7,-7
227802,2278,-7,-7,-7,-7,-7,-7,-7,-7
228001,2280,-7,-7,-7,-7,-7,-7,-7,-7
228101,2281,-7,-7,-7,-7,-7,-7,-7,-7
228102,2281,-7,-7,-7,-7,-7,-7,-7,-7
228103,2281,-7,-7,-7,-7,-7,-7,-7,-7
228501,2285,-7,-7,-7,-7,-7,-7,-7,-7
228502,2285,4,4,4,4,-7,-7,-7,-7
228601,2286,-7,-7,-7,-7,-7,1,1,1
228701,2287,1,1,1,1,-7,-7,-7,-7
228702,2287,1,1,1,1,1,-7,-7,-7
228703,2287,-7,4,1,1,1,-7,-7,-7
228801,2288,-7,4,4,4,-7,4,-7,-7
228802,2288,-7,-7,4,4,-7,4,4,-7
228901,2289,1,1,-7,-7,-7,-7,-7,-7
229001,2290,1,1,1,-7,-7,-7,-7,-7
229002,2290,1,1,1,1,1,-7,-7,-7
229201,2292,1,1,-7,-7,-7,-7,-7,-7
229202,2292,-7,1,-7,-7,-7,-7,-7,-7
229203,2292,-7,-7,-7,-7,-7,-7,-7,-7
229401,2294,1,1,-7,-7,-7,-7,-7,-7
229402,2294,1,1,1,1,1,-7,-7,-7
229601,2296,-7,1,1,1,-7,-7,-7,-7
229602,2296,-7,-7,-7,4,-7,1,1,-7
229901,2299,-7,-7,-7,-7,-7,-7,-7,-7
229902,2299,-7,-7,-7,-7,-7,-7,-7,-7
229903,2299,-7,-7,-7,-7,-7,-7,-7,-7
230101,2301,-7,-7,-7,-7,-7,-7,-7,-7
230102,2301,1,-7,-7,-7,-7,-7,-7,-7
230801,2308,-7,-7,-7,-7,-7,-7,-7,-7
230802,2308,-7,-7,-7,-7,-7,-7,-7,-7
231101,2311,-7,-7,-7,-7,-7,-7,-7,-7
231102,2311,-7,-7,-7,-7,-7,-7,-7,-7
231103,2311,-7,-7,-7,-7,-7,-7,-7,-7
231301,2313,-7,-7,-7,-7,-7,-7,-7,-7
231302,2313,1,1,1,-7,-7,-7,-7,-7
231501,2315,-7,-7,-7,-7,-7,-7,-7,-7
231502,2315,-7,-7,-7,-7,-7,-7,-7,-7
231503,2315,1,-7,-7,-7,-7,-7,-7,-7
231701,2317,1,-7,-7,-7,-7,-7,-7,-7
231702,2317,-7,1,1,-7,-7,-7,-7,-7
231901,2319,-7,-7,-7,-7,-7,-7,-7,-7
231902,2319,-7,-7,-7,-7,-7,-7,-7,-7
231903,2319,-7,-7,-7,-7,-7,-7,-7,-7
231904,2319,1,1,-7,-7,-7,-7,-7,-7
231905,2319,1,1,1,1,-7,-7,-7,-7
231906,2319,-7,-7,-7,-7,-7,-7,1,1
232201,2322,-7,4,1,1,1,1,-7,-7
233301,2333,1,1,-7,-7,-7,-7,-7,-7
233901,2339,5,1,1,1,1,-7,-7,-7
233902,2339,5,1,1,1,1,-7,-7,-7
234001,2340,-7,-7,-7,-7,-7,-7,-7,-7
234002,2340,-7,-7,-7,-7,-7,-7,-7,-7
234003,2340,1,1,1,-7,-7,-7,-7,-7
234201,2342,-7,-7,-7,-7,-7,-7,-7,-7
234202,2342,-7,-7,-7,-7,-7,-7,-7,-7
234701,2347,-7,-7,-7,-7,-7,-7,-7,-7
234702,2347,-7,-7,-7,-7,-7,-7,-7,-7
234703,2347,1,1,-7,-7,-7,-7,-7,-7
234801,2348,-7,-7,-7,-7,-7,-7,-7,-7
235501,2355,-7,-7,-7,-7,-7,-7,-7,-7
235502,2355,-7,-7,-7,-7,-7,-7,-7,-7
235503,2355,1,-7,-7,-7,-7,-7,-7,-7
235701,2357,-7,-7,-7,-7,-7,-7,-7,-7
235702,2357,-7,-7,-7,-7,-7,-7,-7,-7
235901,2359,-7,-7,-7,-7,-7,-7,-7,-7
235902,2359,-7,-7,-7,-7,-7,-7,-7,-7
235903,2359,1,-7,-7,-7,-7,-7,-7,-7
236001,2360,-7,-7,-7,-7,-7,-7,-7,-7
236002,2360,-7,-7,-7,-7,-7,-7,-7,-7
236201,2362,-7,-7,-7,-7,-7,-7,-7,-7
236202,2362,1,1,-7,-7,-7,-7,-7,-7
236203,2362,1,1,1,-7,-7,-7,-7,-7
236801,2368,-7,-7,-7,-7,-7,-7,-7,-7
236802,2368,-7,-7,-7,-7,-7,-7,-7,-7
236901,2369,1,1,-7,-7,-7,-7,-7,-7
237301,2373,-7,-7,-7,-7,-7,-7,-7,-7
237302,2373,-7,-7,-7,-7,-7,-7,-7,-7
237401,2374,-7,-7,-7,-7,-7,-7,-7,-7
237402,2374,-7,-7,-7,-7,-7,-7,-7,-7
237403,2374,-7,-7,-7,-7,-7,-7,-7,-7
237404,2374,-7,-7,-7,-7,-7,-7,-7,-7
237501,2375,1,-7,-7,-7,-7,-7,-7,-7
238301,2383,-7,-7,-7,-7,-7,-7,-7,-7
238801,2388,-7,-7,-7,-7,-7,-7,-7,-7
238802,2388,-7,-7,-7,-7,-7,-7,-7,-7
239401,2394,-7,-7,-7,-7,-7,-7,-7,-7
239402,2394,1,-7,-7,-7,-7,-7,-7,-7
239501,2395,-7,-7,-7,-7,-7,-7,-7,-7
239502,2395,-7,-7,-7,-7,-7,-7,-7,-7
239503,2395,1,1,-7,-7,-7,-7,-7,-7
239504,2395,1,1,-7,-7,-7,-7,-7,-7
239505,2395,1,1,1,1,-7,-7,-7,-7
239601,2396,-7,-7,-7,-7,-7,-7,-7,-7
239602,2396,-7,-7,-7,-7,-7,-7,-7,-7
239603,2396,-7,-7,-7,-7,-7,-7,-7,-7
239604,2396,2,-7,-7,-7,-7,-7,-7,-7
239801,2398,-7,-7,-7,-7,-7,-7,-7,-7
239802,2398,-7,-7,-7,-7,-7,-7,-7,-7
239803,2398,-7,-7,-7,-7,-7,-7,-7,-7
239804,2398,-7,-7,-7,1,1,-7,-7,-7
239901,2399,-7,-7,-7,-7,-7,-7,-7,-7
239902,2399,1,1,-7,-7,-7,-7,-7,-7
239903,2399,-7,1,1,1,1,1,-7,-7
240001,2400,1,1,1,-7,-7,-7,-7,-7
240002,2400,1,1,1,1,-7,-7,-7,-7
240201,2402,-7,-7,-7,-7,-7,-7,-7,-7
240202,2402,-7,-7,-7,-7,-7,-7,-7,-7
240203,2402,2,-7,-7,-7,-7,-7,-7,-7
240204,2402,-7,-7,-7,-7,-7,-7,-7,-7
240401,2404,-7,-7,-7,-7,-7,-7,-7,-7
240402,2404,-7,-7,-7,1,-7,-7,-7,-7
240403,2404,-7,-7,-7,2,2,2,-7,-7
240404,2404,-7,-7,-7,2,2,2,2,-7
240501,2405,-7,-7,-7,-7,-7,-7,-7,-7
240701,2407,-7,-7,-7,-7,-7,-7,-7,-7
240702,2407,-7,-7,-7,-7,-7,-7,-7,-7
240801,2408,-7,-7,-7,-7,-7,-7,-7,-7
240802,2408,-7,-7,-7,-7,-7,-7,-7,-7
240803,2408,-7,-7,-7,-7,-7,-7,-7,-7
240804,2408,-7,-7,-7,-7,1,-7,-7,-7
240901,2409,-7,-7,-7,-7,-7,-7,-7,-7
240902,2409,1,-7,-7,-7,-7,-7,-7,-7
241001,2410,1,-7,-7,-7,-7,-7,-7,-7
241002,2410,1,1,1,-7,-7,-7,-7,-7
241101,2411,-7,1,-7,-7,-7,-7,-7,-7
241102,2411,-7,1,-7,-7,-7,-7,-7,-7
241201,2412,1,-7,-7,-7,-7,-7,-7,-7
241202,2412,1,1,-7,-7,-7,-7,-7,-7
241203,2412,1,1,1,1,-7,-7,-7,-7
241204,2412,-7,-7,-7,1,1,1,1,-7
241401,2414,-7,-7,-7,-7,-7,-7,-7,-7
241601,2416,1,1,-7,-7,-7,-7,-7,-7
241602,2416,1,1,1,-7,-7,-7,-7,-7
241603,2416,1,1,1,1,-7,-7,-7,-7
241801,2418,-7,-7,-7,-7,-7,-7,-7,-7
242001,2420,-7,-7,-7,-7,-7,-7,-7,-7
242002,2420,-7,1,1,1,-7,-7,-7,-7
242401,2424,1,1,1,1,-7,-7,-7,-7
242601,2426,1,1,-7,-7,-7,-7,-7,-7
243001,2430,-7,-7,-7,-7,-7,-7,-7,-7
243002,2430,-7,-7,-7,-7,-7,-7,-7,-7
243301,2433,1,1,1,-7,-7,-7,-7,-7
243302,2433,-7,-7,-7,-7,1,1,1,1
243401,2434,-7,-7,-7,-7,-7,-7,-7,-7
243402,2434,-7,-7,-7,-7,-7,-7,-7,-7
243501,2435,3,-7,-7,-7,-7,-7,-7,-7
243601,2436,-7,-7,-7,-7,-7,-7,-7,-7
243602,2436,1,-7,-7,-7,-7,-7,-7,-7
243701,2437,1,1,1,-7,-7,-7,-7,-7
244101,2441,-7,-7,-7,-7,-7,-7,-7,-7
244102,2441,-7,-7,-7,-7,-7,-7,-7,-7
244103,2441,4,-7,-7,-7,-7,-7,-7,-7
244201,2442,-7,-7,-7,-7,-7,-7,-7,-7
244202,2442,1,1,1,1,-7,-7,-7,-7
244401,2444,1,1,-7,1,-7,-7,-7,-7
244402,2444,1,1,-7,1,1,-7,-7,-7
244403,2444,1,1,-7,1,1,-7,-7,-7
244404,2444,-7,-7,-7,1,1,1,1,-7
244701,2447,-7,-7,-7,-7,-7,-7,-7,-7
244702,2447,-7,-7,-7,-7,-7,-7,-7,-7
244703,2447,-7,-7,-7,-7,-7,-7,-7,-7
244704,2447,-7,-7,-7,-7,-7,-7,-7,-7
244801,2448,-7,-7,-7,-7,-7,-7,-7,-7
244802,2448,-7,-7,-7,-7,-7,-7,-7,-7
245001,2450,-7,-7,-7,-7,-7,-7,-7,-7
245002,2450,-7,-7,-7,-7,-7,-7,-7,-7
245401,2454,1,1,-7,-7,-7,-7,-7,-7
245402,2454,1,1,1,-7,-7,-7,-7,-7
245701,2457,-7,-7,-7,-7,-7,-7,-7,-7
245801,2458,-7,-7,-7,-7,-7,-7,-7,-7
245802,2458,-7,-7,-7,-7,-7,-7,-7,-7
245901,2459,-7,-7,-7,-7,-7,-7,-7,-7
245902,2459,-7,-7,-7,-7,-7,-7,-7,-7
245903,2459,1,1,-7,-7,-7,-7,-7,-7
246201,2462,-7,-7,-7,-7,-7,-7,-7,-7
246202,2462,1,-7,-7,-7,-7,-7,-7,-7
247101,2471,-7,-7,-7,-7,-7,-7,-7,-7
247401,2474,-7,-7,-7,-7,-7,-7,-7,-7
247402,2474,-7,-7,-7,-7,-7,-7,-7,-7
247801,2478,-7,-7,-7,-7,-7,-7,-7,-7
247802,2478,1,-7,-7,-7,-7,-7,-7,-7
248001,2480,-7,-7,-7,-7,-7,-7,-7,-7
248002,2480,-7,-7,-7,-7,-7,-7,-7,-7
248201,2482,-7,-7,-7,-7,-7,-7,-7,-7
248202,2482,-7,-7,-7,-7,-7,-7,-7,-7
248203,2482,-7,-7,-7,-7,-7,-7,-7,-7
248204,2482,1,-7,-7,-7,-7,-7,-7,-7
248301,2483,-7,-7,-7,-7,-7,-7,-7,-7
248302,2483,1,1,1,1,1,-7,-7,-7
248401,2484,-7,-7,-7,-7,-7,-7,-7,-7
248402,2484,-7,1,1,1,1,1,-7,-7
248403,2484,-7,-7,1,1,1,1,-7,-7
248404,2484,-7,-7,-7,-7,1,1,1,1
248501,2485,-7,-7,-7,-7,-7,-7,-7,-7
248801,2488,-7,-7,-7,-7,-7,-7,-7,-7
248802,2488,-7,-7,-7,-7,-7,-7,-7,-7
248803,2488,-7,-7,-7,-7,-7,-7,-7,-7
248804,2488,-7,-7,-7,-7,-7,-7,-7,-7
249201,2492,1,1,-7,-7,-7,-7,-7,-7
249202,2492,1,1,4,-7,-7,-7,-7,-7
249203,2492,1,1,1,4,-7,-7,-7,-7
249204,2492,1,1,1,1,1,-7,-7,-7
249205,2492,-7,-7,-7,4,1,1,1,-7
249601,2496,-7,-7,-7,-7,-7,-7,-7,-7
249901,2499,-7,-7,-7,-7,-7,-7,-7,-7
249902,2499,-7,-7,-7,-7,-7,-7,-7,-7
250001,2500,-7,-7,-7,-7,-7,-7,-7,-7
250101,2501,-7,-7,-7,-7,-7,-7,-7,-7
250301,2503,-7,-7,5,-7,-7,-7,-7,-7
250501,2505,-7,-7,-7,-7,-7,-7,-7,-7
250502,2505,-7,-7,-7,-7,-7,-7,-7,-7
250701,2507,-7,-7,-7,-7,-7,-7,-7,-7
250702,2507,-7,1,-7,-7,-7,-7,-7,-7
251001,2510,3,3,3,-7,-7,-7,-7,-7
251002,2510,3,3,3,3,3,-7,-7,-7
251003,2510,-7,-7,3,3,3,3,1,-7
251101,2511,-7,-7,-7,-7,-7,-7,-7,-7
251401,2514,-7,-7,-7,-7,-7,-7,-7,-7
251402,2514,1,1,-7,-7,-7,-7,-7,-7
251501,2515,1,-7,-7,-7,-7,-7,-7,-7
251502,2515,1,1,-7,-7,-7,-7,-7,-7
251503,2515,1,1,1,-7,-7,-7,-7,-7
251901,2519,-7,-7,-7,-7,-7,-7,-7,-7
252101,2521,1,-7,-7,-7,-7,-7,-7,-7
252102,2521,1,1,1,1,-7,-7,-7,-7
252301,2523,-7,-7,-7,-7,-7,-7,-7,-7
252302,2523,-7,-7,-7,-7,-7,-7,-7,-7
252303,2523,-7,-7,-7,-7,-7,-7,-7,-7
252501,2525,-7,-7,-7,-7,-7,-7,-7,-7
252502,2525,-7,-7,-7,-7,-7,-7,-7,-7
252503,2525,-7,-7,-7,-7,-7,-7,-7,-7
252801,2528,-7,-7,-7,-7,-7,-7,-7,-7
252802,2528,-7,-7,-7,-7,-7,-7,-7,-7
252901,2529,1,-7,-7,-7,-7,-7,-7,-7
252902,2529,1,1,1,-7,-7,-7,-7,-7
253001,2530,1,1,1,-7,-7,-7,-7,-7
253002,2530,-7,1,1,1,1,1,-7,-7
253101,2531,-7,-7,-7,-7,-7,-7,-7,-7
253102,2531,-7,-7,-7,-7,-7,-7,-7,-7
253103,2531,-7,-7,-7,-7,-7,-7,-7,-7
253104,2531,-7,-7,-7,-7,-7,-7,-7,-7
253301,2533,-7,-7,-7,-7,-7,-7,-7,-7
253601,2536,-7,-7,-7,-7,-7,-7,-7,-7
253602,2536,-7,-7,-7,-7,-7,-7,-7,-7
253603,2536,-7,-7,-7,-7,-7,-7,-7,-7
253604,2536,-7,-7,-7,-7,-7,-7,-7,-7
253801,2538,1,-7,-7,-7,-7,-7,-7,-7
253802,2538,1,1,-7,-7,-7,-7,-7,-7
253803,2538,1,1,1,1,-7,-7,-7,-7
254201,2542,1,-7,-7,-7,-7,-7,-7,-7
254202,2542,1,1,1,-7,-7,-7,-7,-7
254401,2544,-7,-7,-7,-7,-7,-7,-7,-7
254402,2544,1,1,-7,-7,-7,-7,-7,-7
254901,2549,1,-7,-7,-7,-7,-7,-7,-7
254902,2549,1,1,1,-7,-7,-7,-7,-7
254903,2549,-7,-7,1,1,1,1,-7,-7
255101,2551,1,1,-7,-7,-7,-7,-7,-7
255201,2552,1,1,-7,-7,-7,-7,-7,-7
255202,2552,-7,1,1,1,1,-7,-7,-7
255401,2554,-7,-7,-7,-7,-7,-7,-7,-7
255801,2558,-7,1,1,1,3,-7,-7,-7
255802,2558,-7,5,1,1,3,1,-7,-7
255803,2558,-7,-7,-7,1,3,1,1,3
255901,2559,-7,-7,-7,-7,-7,-7,-7,-7
255902,2559,-7,-7,-7,-7,-7,-7,-7,-7
255903,2559,1,-7,-7,-7,-7,-7,-7,-7
256001,2560,-7,-7,-7,-7,-7,-7,-7,-7
256002,2560,-7,-7,-7,-7,-7,-7,-7,-7
256003,2560,-7,-7,-7,-7,-7,-7,-7,-7
256401,2564,-7,-7,-7,-7,-7,-7,-7,-7
256402,2564,-7,-7,-7,-7,-7,-7,-7,-7
256403,2564,1,-7,-7,-7,-7,-7,-7,-7
256404,2564,1,1,-7,-7,-7,-7,-7,-7
256501,2565,-7,-7,-7,-7,-7,-7,-7,-7
256502,2565,-7,-7,-7,-7,-7,-7,-7,-7
256503,2565,-7,-7,1,1,-7,-7,-7,-7
256601,2566,1,-7,-7,-7,-7,-7,-7,-7
256701,2567,1,1,1,1,-7,-7,-7,-7
256901,2569,-7,-7,-7,-7,-7,-7,-7,-7
256902,2569,1,-7,-7,-7,-7,-7,-7,-7
256903,2569,-7,-7,-7,-7,1,1,1,1
257001,2570,-7,-7,-7,-7,-7,-7,-7,-7
257002,2570,8,-7,-7,-7,-7,-7,-7,-7
257301,2573,-7,-7,-7,-7,-7,-7,-7,-7
257701,2577,-7,-7,-7,-7,-7,-7,-7,-7
257702,2577,-7,-7,-7,-7,-7,-7,-7,-7
258001,2580,-7,-7,-7,-7,-7,-7,-7,-7
258501,2585,-7,-7,-7,9,1,1,1,1
258801,2588,1,1,-7,-7,-7,-7,-7,-7
259101,2591,-7,-7,-7,-7,-7,-7,-7,-7
259201,2592,-7,-7,-7,-7,-7,-7,-7,-7
259601,2596,-7,-7,-7,-7,-7,-7,-7,-7
259901,2599,-7,-7,-7,-7,-7,-7,-7,-7
259902,2599,-7,-7,-7,-7,-7,-7,-7,-7
259903,2599,1,-7,-7,-7,-7,-7,-7,-7
260501,2605,-7,-7,-7,-7,-7,-7,-7,-7
260601,2606,1,-7,-7,-7,-7,-7,-7,-7
260602,2606,1,1,-7,-7,-7,-7,-7,-7
260701,2607,1,1,-7,-7,-7,-7,-7,-7
260702,2607,1,1,1,-7,-7,-7,-7,-7
260801,2608,-7,-7,-7,-7,-7,-7,-7,-7
261501,2615,-7,-7,-7,-7,-7,-7,-7,-7
261502,2615,1,1,-7,-7,-7,-7,-7,-7
261503,2615,1,1,-7,-7,-7,-7,-7,-7
261504,2615,-7,-7,1,1,1,1,1,-7
262301,2623,-7,-7,-7,-7,-7,-7,-7,-7
262601,2626,1,5,1,1,1,-7,-7,-7
262602,2626,-7,5,1,1,1,1,-7,-7
262701,2627,-7,1,1,1,1,1,-7,-7
262702,2627,-7,-7,-7,1,1,1,1,-7
262901,2629,-7,-7,-7,-7,-7,-7,-7,-7
263501,2635,-7,-7,-7,-7,-7,-7,-7,-7
263601,2636,-7,-7,1,1,1,-7,-7,-7
263801,2638,1,-7,-7,-7,-7,-7,-7,-7
264001,2640,-7,-7,-7,-7,-7,-7,-7,-7
264002,2640,-7,-7,-7,-7,-7,-7,-7,-7
264501,2645,-7,-7,-7,-7,-7,-7,-7,-7
264502,2645,-7,-7,-7,-7,-7,-7,-7,-7
264601,2646,1,-7,-7,-7,-7,-7,-7,-7
264801,2648,-7,-7,-7,-7,-7,-7,-7,-7
264802,2648,-7,-7,-7,-7,-7,-7,-7,-7
265101,2651,-7,-7,-7,-7,-7,-7,-7,-7
265102,2651,-7,-7,1,1,1,1,2,-7
265103,2651,-7,-7,-7,1,1,1,1,-7
265201,2652,1,1,-7,-7,-7,-7,-7,-7
265202,2652,1,1,1,1,-7,-7,-7,-7
265401,2654,-7,-7,-7,-7,-7,-7,-7,-7
265402,2654,1,-7,-7,-7,-7,-7,-7,-7
265403,2654,1,1,1,1,-7,-7,-7,-7
265501,2655,1,1,-7,-7,-7,-7,-7,-7
265502,2655,1,1,-7,-7,-7,-7,-7,-7
265503,2655,1,1,1,-7,-7,-7,-7,-7
265504,2655,1,1,1,1,-7,-7,-7,-7
265505,2655,1,1,1,1,-7,-7,-7,-7
265506,2655,-7,1,1,1,1,1,-7,-7
265507,2655,-7,-7,1,1,1,1,1,-7
265901,2659,-7,-7,-7,-7,-7,-7,-7,-7
265902,2659,1,1,-7,-7,-7,-7,-7,-7
266201,2662,-7,-7,-7,-7,-7,-7,-7,-7
266202,2662,-7,-7,-7,-7,-7,-7,-7,-7
266203,2662,-7,-7,-7,-7,-7,-7,-7,-7
266301,2663,-7,-7,-7,-7,-7,-7,-7,-7
266302,2663,-7,-7,-7,-7,-7,-7,-7,-7
266303,2663,-7,-7,-7,-7,-7,-7,-7,-7
266304,2663,-7,-7,-7,-7,-7,-7,-7,-7
266305,2663,-7,-7,-7,-7,-7,-7,-7,-7
266306,2663,-7,-7,-7,1,-7,-7,-7,-7
266307,2663,-7,1,1,1,-7,1,-7,-7
266308,2663,-7,-7,-7,-7,-7,-7,-7,-7
266309,2663,-7,-7,-7,1,1,1,1,1
266401,2664,-7,-7,-7,-7,-7,-7,-7,-7
266901,2669,1,-7,-7,-7,-7,-7,-7,-7
266902,2669,1,1,1,-7,-7,-7,-7,-7
267001,2670,-7,-7,-7,-7,-7,-7,-7,-7
267002,2670,1,-7,-7,-7,-7,-7,-7,-7
267201,2672,-7,-7,-7,-7,-7,-7,-7,-7
267202,2672,-7,-7,-7,-7,-7,-7,-7,-7
267501,2675,-7,-7,-7,-7,-7,-7,-7,-7
267502,2675,-7,-7,-7,-7,-7,-7,-7,-7
267503,2675,1,1,1,1,-7,-7,-7,-7
267504,2675,-7,1,1,1,1,1,-7,-7
267701,2677,-7,-7,-7,-7,-7,-7,-7,-7
267702,2677,-7,-7,-7,-7,-7,-7,-7,-7
267901,2679,-7,-7,-7,-7,-7,-7,-7,-7
267902,2679,-7,-7,-7,-7,-7,-7,-7,-7
267903,2679,-7,-7,-7,-7,-7,-7,-7,-7
267904,2679,-7,-7,-7,-7,-7,-7,-7,-7
267905,2679,-7,1,-7,-7,-7,-7,-7,-7
267906,2679,-7,1,1,-7,-7,-7,-7,-7
268001,2680,1,1,1,-7,-7,-7,-7,-7
268002,2680,1,1,1,1,-7,-7,-7,-7
268101,2681,-7,-7,-7,-7,-7,-7,-7,-7
268102,2681,1,1,1,1,-7,-7,-7,-7
268103,2681,-7,1,1,1,1,1,-7,-7
268104,2681,-7,-7,-7,1,1,1,1,-7
268301,2683,-7,-7,-7,-7,-7,-7,-7,-7
268302,2683,-7,-7,-7,-7,-7,-7,-7,-7
268303,2683,-7,-7,-7,-7,-7,-7,-7,-7
268304,2683,-7,-7,-7,-7,-7,-7,-7,-7
268305,2683,-7,1,1,1,1,1,-7,-7
268901,2689,1,1,-7,-7,-7,-7,-7,-7
268902,2689,1,1,1,-7,-7,-7,-7,-7
269001,2690,-7,-7,-7,-7,-7,-7,-7,-7
269002,2690,1,-7,-7,-7,-7,-7,-7,-7
269003,2690,1,1,1,1,-7,-7,-7,-7
269101,2691,1,-7,-7,-7,-7,-7,-7,-7
269102,2691,1,1,-7,-7,-7,-7,-7,-7
269201,2692,-7,-7,-7,-7,-7,-7,-7,-7
269202,2692,-7,-7,-7,-7,-7,-7,-7,-7
269203,2692,-7,-7,-7,-7,-7,1,1,1
269801,2698,-7,-7,-7,-7,-7,-7,-7,-7
269901,2699,-7,-7,-7,-7,-7,-7,-7,-7
269902,2699,-7,1,1,1,1,1,-7,-7
270001,2700,-7,1,-7,-7,-7,-7,-7,-7
270002,2700,-7,1,1,1,-7,-7,-7,-7
270101,2701,-7,-7,-7,5,1,1,1,1
270401,2704,-7,-7,-7,-7,-7,-7,-7,-7
270501,2705,-7,-7,-7,-7,-7,-7,-7,-7
270502,2705,-7,-7,-7,-7,-7,-7,-7,-7
270503,2705,-7,-7,1,1,1,1,1,-7
270601,2706,1,1,1,-7,-7,-7,-7,-7
270602,2706,1,1,1,1,-7,-7,-7,-7
270901,2709,-7,-7,-7,-7,-7,-7,-7,-7
271001,2710,-7,-7,-7,-7,-7,-7,-7,-7
271002,2710,1,1,-7,-7,-7,-7,-7,-7
271003,2710,-7,-7,-7,-7,-7,1,1,1
271201,2712,-7,-7,-7,-7,-7,-7,-7,-7
271202,2712,-7,-7,1,-7,-7,-7,-7,-7
271203,2712,-7,-7,1,-7,-7,-7,-7,-7
272001,2720,-7,-7,-7,-7,-7,-7,-7,-7
272002,2720,-7,-7,-7,-7,-7,-7,-7,-7
272003,2720,-7,-7,-7,-7,-7,-7,-7,-7
272201,2722,-7,-7,-7,-7,-7,-7,-7,-7
272301,2723,1,1,1,1,-7,-7,-7,-7
272302,2723,1,1,1,1,-7,-7,-7,-7
272701,2727,-7,1,-7,1,1,-7,-7,-7
272901,2729,-7,-7,-7,-7,-7,-7,-7,-7
272902,2729,-7,-7,-7,-7,-7,-7,-7,-7
272903,2729,-7,1,1,1,-7,1,-7,-7
273101,2731,4,4,-7,-7,-7,-7,-7,-7
273102,2731,4,4,4,-7,-7,-7,-7,-7
273501,2735,-7,-7,-7,-7,-7,-7,-7,-7
273601,2736,-7,-7,-7,-7,-7,-7,-7,-7
273701,2737,-7,-7,-7,-7,-7,-7,-7,-7
273702,2737,-7,-7,-7,-7,-7,-7,-7,-7
273703,2737,1,-7,-7,-7,-7,-7,-7,-7
273901,2739,1,1,1,1,-7,-7,-7,-7
273902,2739,1,1,1,1,1,-7,-7,-7
274001,2740,1,1,1,-7,-7,-7,-7,-7
274002,2740,-7,-7,4,1,1,1,1,-7
274201,2742,-7,-7,-7,-7,-7,-7,-7,-7
274202,2742,-7,-7,-7,-7,-7,-7,-7,-7
274301,2743,-7,-7,-7,-7,-7,-7,-7,-7
274302,2743,1,1,1,-7,-7,-7,-7,-7
274401,2744,-7,-7,-7,-7,-7,-7,-7,-7
274601,2746,-7,-7,-7,-7,-7,-7,-7,-7
274602,2746,-7,-7,-7,-7,-7,-7,-7,-7
274801,2748,-7,-7,-7,-7,-7,-7,-7,-7
274802,2748,-7,-7,-7,-7,-7,-7,-7,-7
275201,2752,-7,-7,-7,-7,-7,-7,-7,-7
275202,2752,-7,-7,-7,-7,-7,-7,-7,-7
275203,2752,-7,-7,-7,-7,-7,-7,-7,-7
275301,2753,-7,-7,-7,-7,-7,-7,-7,-7
275302,2753,-7,-7,-7,-7,-7,-7,-7,-7
275601,2756,-7,-7,-7,-7,-7,-7,-7,-7
275602,2756,-7,-7,-7,-7,-7,-7,-7,-7
275701,2757,-7,-7,-7,-7,-7,-7,-7,-7
275702,2757,-7,-7,-7,-7,-7,-7,-7,-7
275703,2757,1,-7,-7,-7,-7,-7,-7,-7
275801,2758,-7,-7,-7,-7,-7,-7,-7,-7
275802,2758,1,-7,-7,-7,-7,-7,-7,-7
276901,2769,-7,-7,-7,-7,-7,-7,-7,-7
276902,2769,-7,-7,-7,-7,-7,-7,-7,-7
276903,2769,1,1,-7,-7,-7,-7,-7,-7
277001,2770,-7,-7,-7,-7,-7,-7,-7,-7
277002,2770,1,1,1,-7,-7,-7,-7,-7
277003,2770,1,1,1,-7,-7,-7,-7,-7
277101,2771,-7,-7,-7,-7,-7,-7,-7,-7
277102,2771,1,-7,-7,-7,-7,-7,-7,-7
277103,2771,1,1,-7,-7,-7,-7,-7,-7
277501,2775,-7,-7,-7,-7,-7,-7,-7,-7
277502,2775,1,1,-7,-7,-7,-7,-7,-7
277503,2775,-7,1,1,1,1,1,-7,-7
277801,2778,-7,-7,-7,-7,-7,-7,-7,-7
277802,2778,1,1,1,1,-7,-7,-7,-7
277803,2778,1,1,1,1,1,-7,-7,-7
278101,2781,-7,-7,-7,-7,-7,-7,-7,-7
278102,2781,-7,-7,-7,-7,-7,-7,-7,-7
278103,2781,-7,-7,-7,-7,-7,-7,-7,-7
