,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH
40847,636901,6369,2,1,6,1976,93,1992,32,55,58,94,35,79,118,88,81.8,12,80.8,10,-0.3,-3,192
40866,637401,6374,2,2,12,1978,69,1992,2,32,36,77,6,35,74,4,95.8,39,99.5,50,-0.3,-3,164
40869,637501,6375,2,2,3,1979,92,1992,30,47,51,96,40,57,100,49,109.0,73,99.5,50,-0.3,-3,161
40870,637502,6375,2,1,2,1980,93,1992,33,46,54,104,60,72,119,90,91.0,27,99.5,50,-0.3,-3,150
40877,638101,6381,2,2,1,1977,90,1992,25,50,47,84,14,79,119,90,91.0,27,99.5,50,-0.3,-3,186
40878,638102,6381,2,2,9,1979,86,1992,18,43,56,105,63,67,112,78,91.0,27,99.5,50,-0.3,-3,154
40879,638201,6382,2,1,6,1977,86,1992,17,46,50,88,22,57,93,32,81.8,12,93.3,32,-0.3,-3,181
40880,638202,6382,2,1,12,1983,81,1992,10,20,23,86,18,24,86,17,58.1,0,67.5,2,-0.3,-3,103
40882,638302,6383,2,1,7,1975,72,1992,3,40,40,74,4,45,77,6,81.8,12,74.5,5,-0.3,-3,194
40884,638401,6384,2,2,7,1979,90,1992,26,45,43,86,18,71,116,86,97.8,45,-0.3,-3,-0.3,-3,157
40885,638402,6384,2,2,10,1983,103,1992,58,40,32,99,47,40,106,66,87.7,21,92.6,32,-0.3,-3,107
40891,639301,6393,2,1,8,1982,110,1992,75,48,48,111,77,65,128,97,89.1,23,88.1,21,-0.3,-3,119
40892,639302,6393,2,1,6,1985,99,1992,47,21,20,98,44,21,95,38,85.9,18,83.3,13,-0.3,-3,85
40893,639401,6394,2,1,6,1980,95,1992,37,46,33,80,9,37,82,12,63.1,1,62.0,1,-0.3,-3,145
40898,639602,6396,2,1,8,1986,135,1992,99,36,18,107,68,18,105,64,-0.3,-3,-0.3,-3,-0.3,-3,71
40901,639902,6399,2,2,12,1974,77,1992,6,43,30,65,1,51,81,10,86.2,18,93.3,32,-0.3,-3,210
40902,639903,6399,2,2,7,1976,83,1992,13,45,41,75,5,58,89,24,81.8,12,87.0,19,-0.3,-3,191
40903,639904,6399,2,2,6,1980,77,1992,6,36,42,89,23,43,88,22,72.3,3,74.5,5,-0.3,-3,144
40904,640001,6400,2,2,9,1977,95,1992,38,54,52,93,32,53,91,27,69.9,2,68.3,2,-0.3,-3,177
40905,640002,6400,2,1,6,1980,95,1992,37,46,34,80,9,25,69,2,63.1,1,68.3,2,-0.3,-3,144
40908,640402,6404,2,2,2,1980,87,1992,20,43,51,99,48,55,101,52,86.2,18,80.8,10,-0.3,-3,150
40909,640501,6405,2,1,10,1980,103,1992,59,51,45,93,33,56,105,64,100.6,53,93.3,32,-0.3,-3,142
40911,640701,6407,2,1,12,1981,105,1992,63,49,30,82,11,29,78,7,89.4,23,77.0,6,-0.3,-3,129
40912,640702,6407,2,2,10,1986,82,1992,12,10,18,107,68,18,105,64,72.7,4,82.3,12,-0.3,-3,71
40919,641001,6410,2,1,5,1980,65,1992,1,21,18,65,1,22,65,1,79.0,8,-0.3,-3,77.1,6,145
40922,641301,6413,2,1,6,1976,78,1992,7,43,32,65,1,51,84,15,108.2,70,97.6,45,-0.3,-3,194
40923,641401,6414,2,2,12,1975,112,1992,79,72,80,121,92,80,118,89,81.8,12,80.8,10,-0.3,-3,201
40924,641402,6414,2,2,9,1977,87,1992,20,47,42,79,8,58,94,34,86.2,18,87.0,19,-0.3,-3,179
40925,641403,6414,2,1,7,1982,83,1992,13,32,23,74,4,24,74,4,74.7,5,80.8,10,-0.3,-3,121
40926,641601,6416,2,2,2,1978,95,1992,36,52,52,93,33,56,95,36,-0.3,-3,-0.3,-3,-0.3,-3,173
40927,641602,6416,2,1,9,1981,72,1992,3,29,36,85,16,36,84,15,81.8,12,87.0,19,-0.3,-3,131
40932,642601,6426,2,1,6,1979,74,1992,4,37,46,90,26,40,81,10,72.3,3,68.3,2,-0.3,-3,157
40936,642801,6428,2,1,11,1982,84,1992,14,29,22,74,4,24,77,6,66.8,1,85.0,16,-0.3,-3,116
40938,642901,6429,2,2,2,1982,96,1992,39,44,57,117,87,63,119,90,-0.3,-3,-0.3,-3,-0.3,-3,128
40939,642902,6429,2,1,11,1984,90,1992,25,20,22,94,34,25,97,41,85.9,18,76.7,6,-0.3,-3,95
40940,642903,6429,2,1,11,1984,88,1992,22,19,19,84,15,21,85,16,90.9,27,83.3,13,-0.3,-3,95
40941,642904,6429,2,2,3,1986,105,1992,62,21,21,107,68,19,98,46,97.0,42,91.7,30,-0.3,-3,78
40942,643401,6434,2,1,1,1975,89,1992,23,53,53,87,19,69,97,42,72.3,3,74.5,5,-0.3,-3,211
40958,644802,6448,2,2,8,1978,97,1992,42,53,74,120,91,78,123,94,110.6,77,-0.3,-3,-0.3,-3,166
40959,644803,6448,2,2,9,1982,65,1992,1,18,18,65,1,18,65,1,54.6,0,69.6,2,-0.3,-3,118
40960,644804,6448,2,1,7,1985,135,1992,99,52,64,135,99,80,135,99,124.7,95,-0.3,-3,-0.3,-3,84
40961,644805,6448,2,1,10,1986,95,1992,36,12,18,114,82,18,113,80,54.3,0,67.0,1,-0.3,-3,69
41093,660601,6606,2,1,5,1977,111,1992,76,68,61,101,52,78,119,90,92.6,32,80.8,10,-0.3,-3,183
41277,677301,6773,1,1,2,1978,91,1992,27,48,70,114,83,61,100,49,94.2,34,104.5,63,-0.3,-3,173
41316,682803,6828,1,1,11,1977,99,1992,47,58,36,74,4,42,78,7,101.8,55,93.3,32,-0.3,-3,177
41317,682901,6829,1,2,6,1982,83,1992,13,32,43,102,54,46,103,59,106.2,66,99.5,50,-0.3,-3,122
41350,686201,6862,2,2,7,1978,72,1992,3,39,42,82,11,59,98,45,84.6,16,90.8,27,-0.3,-3,169
41351,686202,6862,2,2,5,1985,94,1992,34,19,26,105,63,26,104,61,85.9,18,96.5,42,-0.3,-3,88
41414,695201,6952,2,1,12,1982,91,1992,27,36,38,98,44,41,101,52,90.8,27,106.6,68,-0.3,-3,114
41415,695202,6952,2,2,9,1985,104,1992,60,23,18,95,38,18,94,35,83.7,14,98.2,45,-0.3,-3,81
41537,707701,7077,2,1,8,1979,100,1992,51,53,48,93,31,64,107,69,100.6,53,99.5,50,-0.3,-3,156
41538,707702,7077,2,2,3,1982,107,1992,68,49,53,114,82,58,117,87,105.0,63,105.8,66,-0.3,-3,125
41539,707703,7077,2,2,3,1983,98,1992,45,40,41,103,59,40,101,53,99.2,47,100.5,53,-0.3,-3,113
41546,708502,7085,2,1,11,1980,111,1992,77,58,64,116,85,75,125,95,105.0,63,118.3,88,-0.3,-3,140
41561,709401,7094,2,1,11,1974,65,1992,1,34,41,69,2,35,65,1,95.8,39,105.8,66,-0.3,-3,212
41590,712702,7127,2,1,5,1983,80,1992,9,25,30,92,30,32,92,30,84.0,14,88.1,21,-0.3,-3,110
41616,715301,7153,2,2,9,1982,94,1992,34,40,43,103,59,45,104,60,108.9,73,106.6,68,-0.3,-3,119
41650,717902,7179,2,1,5,1982,102,1992,54,45,33,87,20,36,89,24,81.8,12,87.0,19,-0.3,-3,121
41658,718401,7184,2,2,12,1981,88,1992,21,40,43,97,43,47,101,53,113.0,81,110.8,77,-0.3,-3,127
41691,721702,7217,2,1,7,1978,95,1992,37,51,57,100,51,48,88,22,99.0,47,-0.3,-3,-0.3,-3,169
41692,721703,7217,2,2,4,1981,72,1992,3,29,45,95,38,35,82,12,89.8,25,-0.3,-3,94.4,34,136
41693,721704,7217,2,2,8,1982,94,1992,35,41,44,103,58,43,100,50,105.9,66,-0.3,-3,-0.3,-3,119
41734,725601,7256,2,1,5,1981,85,1992,16,40,31,81,10,34,82,12,86.2,18,93.3,32,-0.3,-3,132
41738,725801,7258,2,2,7,1980,111,1992,77,58,43,90,26,39,85,16,67.5,2,68.3,2,-0.3,-3,143
41812,732501,7325,2,1,12,1982,126,1992,96,58,64,128,97,56,119,90,-0.3,-3,-0.3,-3,-0.3,-3,115
41813,732502,7325,2,1,5,1984,113,1992,81,43,39,110,75,39,110,74,-0.3,-3,-0.3,-3,-0.3,-3,98
41855,738201,7382,2,1,6,1985,101,1992,52,25,29,110,74,26,104,61,95.8,39,96.5,42,-0.3,-3,86
41875,740301,7403,2,2,1,1976,87,1992,19,49,54,90,26,49,82,11,77.1,6,80.8,10,-0.3,-3,197
41905,743601,7436,2,1,1,1980,100,1992,50,51,47,93,32,56,102,54,123.8,95,124.5,95,-0.3,-3,150
41949,745502,7455,2,2,6,1981,96,1992,40,45,42,91,28,54,107,67,97.0,42,93.3,32,-0.3,-3,134
41950,745503,7455,2,2,6,1984,89,1992,24,22,38,112,78,34,107,68,97.0,42,-0.3,-3,-0.3,-3,97
42109,761602,7616,2,2,3,1984,92,1992,30,26,24,91,28,22,82,12,81.8,12,-0.3,-3,-0.3,-3,99
42117,762201,7622,2,1,12,1975,103,1992,57,65,54,90,26,75,109,73,98.2,45,-0.3,-3,108.2,70,199
42135,764602,7646,2,2,6,1974,91,1992,28,56,44,72,3,51,78,7,72.3,3,74.5,5,-0.3,-3,216
42136,764603,7646,2,2,6,1976,84,1992,14,46,46,81,10,46,79,8,77.1,6,68.3,2,-0.3,-3,192
42139,764803,7648,2,2,12,1978,102,1992,54,57,58,103,59,69,112,78,97.0,42,112.0,79,-0.3,-3,162
42141,764901,7649,2,2,4,1975,98,1992,46,62,53,88,21,73,104,61,95.8,39,105.8,66,-0.3,-3,206
42185,768901,7689,2,1,10,1982,108,1992,71,47,42,102,54,43,102,54,123.6,95,125.2,95,-0.3,-3,116
42186,768902,7689,2,1,10,1984,109,1992,72,34,29,107,69,41,118,88,119.8,91,122.8,94,-0.3,-3,92
42267,780402,7804,1,1,4,1982,94,1992,35,42,57,119,90,38,92,29,109.8,75,99.5,50,-0.3,-3,123
42270,780601,7806,2,1,12,1983,116,1992,85,45,42,113,80,42,111,76,107.6,70,111.5,79,-0.3,-3,104
42273,781001,7810,2,1,2,1981,104,1992,61,50,38,85,16,46,95,37,119.4,90,118.3,88,-0.3,-3,136
42277,781402,7814,2,1,6,1980,95,1992,37,46,36,81,10,43,88,22,95.8,39,105.8,66,-0.3,-3,144
42305,783101,7831,1,1,9,1982,74,1992,4,22,18,65,1,20,65,1,89.1,23,-0.3,-3,81.9,12,117
42311,783203,7832,1,2,7,1984,123,1992,94,48,48,125,95,44,116,86,-0.3,-3,-0.3,-3,-0.3,-3,96
42343,786902,7869,1,1,12,1983,83,1992,13,22,27,93,33,41,110,74,102.5,58,98.9,47,-0.3,-3,103
42449,796802,7968,1,1,7,1982,97,1992,41,42,42,100,50,48,106,65,117.8,88,-0.3,-3,-0.3,-3,118
42468,797902,7979,1,1,7,1986,95,1992,37,13,18,107,68,19,107,68,-0.3,-3,-0.3,-3,-0.3,-3,71
42552,804702,8047,2,2,1,1983,112,1992,79,48,49,114,83,51,114,83,117.3,87,-0.3,-3,-0.3,-3,115
42616,811001,8110,1,2,5,1986,81,1992,10,10,20,108,71,24,115,84,86.7,19,-0.3,-3,87.8,21,74
42719,821201,8212,2,2,12,1982,91,1992,28,38,39,97,43,34,90,26,74.3,4,91.8,30,-0.3,-3,117
42721,821301,8213,1,2,8,1982,108,1992,71,48,48,109,72,42,99,47,83.2,13,-0.3,-3,-0.3,-3,118
42731,823501,8235,1,1,10,1982,105,1992,63,46,53,116,86,78,135,99,94.6,37,-0.3,-3,-0.3,-3,119
42798,828602,8286,1,1,7,1978,109,1992,73,65,70,114,83,83,135,99,86.2,18,87.0,19,-0.3,-3,171
42804,828901,8289,2,1,6,1981,74,1992,4,30,20,65,1,21,65,1,-0.3,-3,-0.3,-3,-0.3,-3,133
42819,829801,8298,1,2,5,1979,100,1992,50,54,52,98,44,64,107,67,-0.3,-3,-0.3,-3,-0.3,-3,160
42820,829802,8298,1,2,11,1983,97,1992,41,35,27,91,27,42,108,71,75.0,5,73.8,4,-0.3,-3,106
42823,830501,8305,1,1,4,1979,98,1992,44,51,37,79,8,34,75,5,77.1,6,68.3,2,-0.3,-3,160
42875,833601,8336,1,2,5,1985,109,1992,72,31,29,110,74,31,110,75,105.3,63,-0.3,-3,103.9,61,88
42882,834301,8343,1,1,2,1980,95,1992,36,47,45,90,25,52,97,42,109.8,75,118.3,88,-0.3,-3,149
43018,847301,8473,2,1,3,1979,86,1992,17,44,63,107,69,79,126,96,92.6,32,-0.3,-3,-0.3,-3,162
43019,847302,8473,2,1,6,1981,108,1992,71,53,39,87,19,33,80,9,119.4,90,112.0,79,-0.3,-3,135
43026,848001,8480,2,1,9,1982,94,1992,34,40,43,103,59,52,114,82,-0.3,-3,-0.3,-3,-0.3,-3,119
43157,861301,8613,2,1,7,1976,69,1992,2,39,51,87,20,44,75,5,-0.3,-3,-0.3,-3,-0.3,-3,191
43158,861302,8613,2,2,6,1980,102,1992,56,51,65,115,84,63,111,77,117.4,87,-0.3,-3,-0.3,-3,145
43177,863401,8634,2,1,11,1975,86,1992,18,49,55,91,27,63,92,29,-0.3,-3,-0.3,-3,-0.3,-3,200
43189,863901,8639,2,1,11,1981,102,1992,55,47,42,94,35,39,89,24,100.6,53,99.5,50,-0.3,-3,129
43217,866501,8665,2,1,12,1982,84,1992,14,29,32,92,30,30,87,20,76.9,6,98.6,47,-0.3,-3,115
43388,884001,8840,2,1,8,1978,93,1992,31,49,39,79,8,59,98,45,107.0,68,93.3,32,-0.3,-3,168
43412,886701,8867,1,2,4,1981,87,1992,19,41,46,99,47,39,88,21,105.0,63,112.0,79,-0.3,-3,133
43462,892001,8920,1,2,4,1984,93,1992,33,27,27,96,40,31,100,51,106.8,68,-0.3,-3,-0.3,-3,100
43502,894901,8949,1,1,4,1980,86,1992,17,42,44,89,24,42,86,17,100.6,53,93.3,32,-0.3,-3,147
43510,895501,8955,1,1,8,1978,98,1992,44,54,54,98,45,70,112,79,-0.3,-3,-0.3,-3,-0.3,-3,167
43518,896201,8962,2,1,10,1978,90,1992,26,47,51,94,34,51,92,30,100.6,53,105.8,66,-0.3,-3,165
43519,896202,8962,2,1,4,1985,96,1992,39,21,22,100,50,21,92,29,90.9,27,103.1,58,-0.3,-3,87
43536,897001,8970,2,2,1,1984,95,1992,38,31,41,111,76,37,105,63,-0.3,-3,-0.3,-3,-0.3,-3,102
43593,904802,9048,2,2,7,1979,105,1992,62,58,52,100,49,45,87,20,-0.3,-3,-0.3,-3,-0.3,-3,155
43608,906003,9060,2,2,12,1974,65,1992,1,35,32,65,1,23,65,1,87.4,19,-0.3,-3,-0.3,-3,211
43609,906004,9060,2,2,1,1976,65,1992,1,38,33,65,1,29,65,1,89.0,23,87.0,19,-0.3,-3,198
43611,906301,9063,2,1,8,1975,84,1992,14,47,52,87,20,70,101,52,77.1,6,74.5,5,-0.3,-3,201
43612,906302,9063,2,2,5,1979,93,1992,32,47,43,86,18,52,96,39,67.5,2,68.3,2,-0.3,-3,158
43615,906403,9064,2,2,8,1984,105,1992,62,32,27,102,54,39,114,82,89.2,23,87.3,19,-0.3,-3,95
43616,906404,9064,2,1,9,1985,97,1992,42,17,18,95,38,21,99,47,-0.3,-3,-0.3,-3,-0.3,-3,81
43617,906501,9065,2,2,5,1980,108,1992,70,58,56,107,68,72,120,91,95.8,39,87.0,19,-0.3,-3,147
43622,907001,9070,2,2,10,1986,114,1992,82,19,18,114,82,18,113,80,91.2,27,97.7,45,-0.3,-3,71
43625,907401,9074,2,2,7,1977,72,1992,3,40,50,90,25,80,126,96,79.4,8,77.0,6,-0.3,-3,178
43626,907402,9074,2,1,4,1981,80,1992,9,37,32,80,9,33,80,9,92.6,32,-0.3,-3,-0.3,-3,134
43628,908001,9080,2,2,7,1975,99,1992,48,63,58,92,30,64,92,29,81.8,12,80.8,10,-0.3,-3,205
43629,908002,9080,2,1,6,1977,99,1992,48,59,57,97,43,44,79,8,77.5,7,-0.3,-3,-0.3,-3,182
43630,908003,9080,2,1,3,1981,98,1992,45,47,38,84,15,61,112,78,67.5,2,62.0,1,-0.3,-3,137
43631,908101,9081,2,1,1,1983,114,1992,82,49,46,110,74,35,94,34,69.3,2,75.8,5,-0.3,-3,116
43640,909202,9092,2,2,12,1982,119,1992,90,53,53,120,91,60,126,96,108.0,70,98.6,47,-0.3,-3,115
43729,918303,9183,2,1,8,1985,77,1992,6,10,18,95,38,18,94,35,-0.3,-3,-0.3,-3,-0.3,-3,82
43795,926001,9260,1,2,9,1978,96,1992,39,51,59,103,58,53,94,35,95.8,39,105.8,66,-0.3,-3,167
43805,927201,9272,1,1,1,1975,94,1992,35,58,57,91,27,57,84,15,81.0,10,74.5,5,-0.3,-3,211
43813,927402,9274,2,2,2,1979,104,1992,61,60,61,106,65,57,98,46,128.6,97,-0.3,-3,-0.3,-3,162
43814,927403,9274,2,2,2,1983,107,1992,67,45,32,92,30,38,97,42,128.7,97,-0.3,-3,-0.3,-3,114
43815,927501,9275,1,1,11,1980,78,1992,7,36,33,81,10,43,90,26,88.2,21,-0.3,-3,-0.3,-3,139
43816,927502,9275,1,1,6,1982,92,1992,30,40,28,84,14,44,101,53,81.0,10,80.8,10,-0.3,-3,120
43874,934402,9344,1,1,12,1985,98,1992,45,16,18,99,47,18,98,44,91.9,30,98.2,45,-0.3,-3,78
43909,938201,9382,1,2,9,1976,100,1992,51,62,49,85,16,57,90,25,77.1,6,55.8,0,-0.3,-3,189
43910,938202,9382,1,1,11,1978,102,1992,54,57,57,102,55,72,115,84,53.5,0,55.8,0,-0.3,-3,163
43911,938203,9382,1,1,10,1979,100,1992,50,51,47,93,32,59,104,61,-0.3,-3,-0.3,-3,-0.3,-3,152
43917,938801,9388,1,2,3,1983,87,1992,19,30,50,118,88,42,104,60,128.7,97,-0.3,-3,-0.3,-3,112
43918,938802,9388,1,2,4,1986,81,1992,10,10,18,102,56,20,104,60,-0.3,-3,-0.3,-3,-0.3,-3,75
43920,939201,9392,2,2,10,1980,104,1992,61,52,46,95,36,55,105,62,111.4,77,-0.3,-3,101.3,53,140
44038,952101,9521,2,2,4,1977,91,1992,27,50,53,93,31,64,100,49,86.2,18,-0.3,-3,-0.3,-3,183
44043,952301,9523,2,1,8,1979,111,1992,76,63,61,108,70,49,92,30,-0.3,-3,-0.3,-3,-0.3,-3,155
44053,952903,9529,1,1,3,1984,95,1992,37,28,43,116,86,39,110,74,94.1,34,86.3,18,-0.3,-3,101
44071,955401,9554,2,2,7,1978,108,1992,70,64,65,108,70,60,99,48,117.8,88,-0.3,-3,-0.3,-3,167
44073,955403,9554,2,2,4,1983,98,1992,45,40,41,103,59,43,105,63,117.3,87,-0.3,-3,-0.3,-3,110
44136,962701,9627,1,1,8,1982,105,1992,63,46,49,110,75,49,107,68,86.2,18,99.5,50,-0.3,-3,120
44137,962702,9627,1,1,11,1985,77,1992,6,10,18,95,38,18,94,35,79.9,9,96.3,39,-0.3,-3,81
44147,963701,9637,1,2,6,1984,112,1992,78,41,47,123,94,47,119,90,93.2,32,-0.3,-3,-0.3,-3,98
44157,964802,9648,1,2,2,1982,79,1992,8,32,30,83,13,42,95,37,111.4,77,-0.3,-3,108.2,70,125
44295,983701,9837,1,2,2,1984,92,1992,30,26,23,89,24,23,86,17,91.1,27,-0.3,-3,96.7,42,100
44296,983702,9837,1,2,12,1985,100,1992,49,19,18,95,38,23,104,60,91.9,30,-0.3,-3,95.7,39,79
44300,983802,9838,1,2,12,1981,72,1992,3,26,33,86,17,32,83,13,-0.3,-3,-0.3,-3,-0.3,-3,126
44309,984401,9844,1,2,8,1983,113,1992,81,45,30,97,41,34,99,48,97.9,45,92.6,32,-0.3,-3,106
44310,984402,9844,1,2,5,1985,101,1992,52,25,29,110,74,26,104,61,95.8,39,89.9,25,-0.3,-3,85
44357,988701,9887,1,2,6,1980,89,1992,23,43,55,107,68,58,107,67,110.6,77,99.5,50,-0.3,-3,145
44384,992201,9922,1,1,7,1980,102,1992,55,52,55,106,66,68,115,84,94.2,34,80.8,10,-0.3,-3,146
44390,993001,9930,1,2,1,1982,65,1992,1,22,42,95,38,41,94,34,-0.3,-3,-0.3,-3,-0.3,-3,125
44395,993501,9935,1,2,12,1981,113,1992,80,53,57,118,88,71,128,97,115.0,84,104.5,63,-0.3,-3,126
44406,994002,9940,1,2,2,1981,74,1992,4,31,31,79,8,29,75,5,107.0,68,-0.3,-3,101.3,53,137
44411,994501,9945,1,2,10,1977,80,1992,9,43,43,81,10,66,103,59,86.2,18,87.0,19,-0.3,-3,177
44412,994502,9945,1,1,3,1981,79,1992,8,36,18,65,1,18,65,1,91.0,27,74.5,5,-0.3,-3,136
44415,994601,9946,1,2,2,1977,90,1992,25,50,50,88,21,47,82,12,119.4,90,124.5,95,-0.3,-3,186
44416,994602,9946,1,1,11,1981,96,1992,39,44,54,114,82,51,105,64,114.6,84,118.3,88,-0.3,-3,129
44432,996601,9966,1,2,10,1975,75,1992,5,42,49,82,12,57,85,16,95.8,39,80.8,10,-0.3,-3,201
44433,996602,9966,1,2,4,1978,87,1992,19,45,39,78,7,64,103,59,91.0,27,80.8,10,-0.3,-3,171
44434,996603,9966,1,2,7,1983,84,1992,15,26,18,69,2,20,69,2,82.6,13,67.5,2,-0.3,-3,107
44436,996701,9967,1,2,8,1974,81,1992,10,45,40,65,1,71,99,47,58.3,0,55.8,0,-0.3,-3,216
44438,996703,9967,1,1,5,1982,84,1992,14,35,29,83,13,40,94,35,56.7,0,55.8,0,-0.3,-3,122
44467,998601,9986,2,2,1,1982,90,1992,26,41,46,102,55,49,104,60,74.7,5,-0.3,-3,-0.3,-3,126
44610,1011203,10112,2,1,11,1977,86,1992,18,46,50,90,25,57,94,35,89.8,25,-0.3,-3,80.6,10,177
44651,1016401,10164,2,1,3,1975,97,1992,42,61,52,86,17,74,104,60,94.2,34,104.5,63,-0.3,-3,210
44671,1018401,10184,2,1,5,1978,74,1992,4,40,30,69,2,36,74,4,74.7,5,77.0,6,-0.3,-3,171
44673,1018403,10184,2,2,11,1983,109,1992,72,43,35,102,55,35,100,51,-0.3,-3,-0.3,-3,-0.3,-3,105
44674,1018404,10184,2,1,2,1985,90,1992,26,19,18,84,14,18,82,11,69.0,2,80.0,9,-0.3,-3,90
44724,1023401,10234,2,1,5,1979,99,1992,47,51,57,105,62,63,107,67,91.0,27,93.3,32,-0.3,-3,157
44806,1031401,10314,1,1,12,1974,99,1992,47,63,49,81,10,58,85,16,72.3,3,55.8,0,-0.3,-3,211
44809,1031404,10314,1,1,7,1979,95,1992,37,48,43,86,18,58,102,54,67.1,1,57.0,0,-0.3,-3,157
44819,1033104,10331,2,1,1,1979,74,1992,4,38,19,65,1,27,65,1,77.1,6,74.5,5,-0.3,-3,161
44827,1033403,10334,2,1,12,1982,93,1992,31,39,43,103,59,39,97,41,128.7,97,-0.3,-3,-0.3,-3,116
44830,1034001,10340,2,1,3,1980,87,1992,20,43,46,91,28,35,78,7,100.6,53,93.3,32,-0.3,-3,149
44831,1034002,10340,2,1,2,1981,98,1992,45,47,50,102,56,39,86,17,100.6,53,93.3,32,-0.3,-3,139
44972,1049101,10491,2,1,4,1976,86,1992,17,48,39,74,4,51,83,13,81.8,12,74.5,5,-0.3,-3,196
45064,1057301,10573,1,1,6,1983,100,1992,51,40,44,111,77,52,119,90,-0.3,-3,-0.3,-3,-0.3,-3,109
45327,1131901,11319,3,1,1,1982,81,1992,10,34,47,103,59,51,107,68,118.6,90,-0.3,-3,-0.3,-3,127
45466,1176401,11764,2,1,8,1980,94,1992,34,45,44,91,27,46,92,30,-0.3,-3,-0.3,-3,-0.3,-3,144
45513,1179501,11795,3,2,10,1986,116,1992,86,21,19,117,87,20,117,87,-0.3,-3,-0.3,-3,-0.3,-3,69
45523,1180201,11802,2,1,9,1978,94,1992,35,50,45,86,18,40,79,8,86.2,18,93.3,32,-0.3,-3,166
45727,1200501,12005,2,1,8,1986,78,1992,7,9,18,107,68,18,105,64,82.7,13,-0.3,-3,73.1,4,71
45767,1205401,12054,3,2,9,1986,95,1992,37,13,18,107,68,18,105,64,-0.3,-3,-0.3,-3,-0.3,-3,70
45867,1217202,12172,2,1,11,1982,107,1992,67,46,33,91,28,50,111,76,-0.3,-3,-0.3,-3,-0.3,-3,117
45868,1217203,12172,2,2,1,1984,79,1992,8,19,27,93,33,32,100,49,82.6,13,111.5,79,-0.3,-3,103
45883,1218102,12181,1,1,8,1978,107,1992,69,63,70,115,84,74,117,87,124.2,95,118.3,88,-0.3,-3,167
45886,1218801,12188,2,2,7,1980,110,1992,75,59,46,94,34,54,102,56,119.4,90,118.3,88,-0.3,-3,145
45901,1219403,12194,2,2,8,1982,98,1992,44,42,39,97,43,39,97,41,99.2,47,112.8,81,-0.3,-3,118
45983,1230401,12304,2,2,10,1979,88,1992,22,44,42,85,16,55,100,50,80.2,9,-0.3,-3,-0.3,-3,154
46124,1251501,12515,2,1,2,1981,65,1992,1,25,29,75,5,29,75,5,106.2,66,118.3,88,-0.3,-3,137
46157,1256602,12566,2,1,1,1985,95,1992,38,23,36,114,83,34,112,78,113.2,81,-0.3,-3,-0.3,-3,91
46251,5801,58,3,2,7,1981,114,1994,83,65,71,118,89,74,119,90,123.0,94,117.2,87,-0.3,-3,155
46332,15901,159,3,1,9,1985,108,1994,70,44,45,113,80,42,106,65,105.8,66,105.1,63,-0.3,-3,107
46333,15902,159,3,1,4,1987,105,1994,63,28,27,107,67,30,109,73,105.5,66,103.6,61,-0.3,-3,88
46426,25402,254,3,2,10,1982,105,1994,64,53,51,103,57,47,94,35,85.5,18,83.9,14,-0.3,-3,140
46460,28503,285,1,1,4,1985,83,1994,13,27,28,88,22,25,81,10,118.2,88,117.9,88,-0.3,-3,112
46528,37401,374,3,2,7,1980,85,1994,16,44,57,101,53,84,135,99,117.4,87,110.6,77,-0.3,-3,167
46529,37402,374,3,2,2,1983,86,1994,17,41,48,100,51,44,93,31,117.4,87,110.6,77,-0.3,-3,136
46530,37403,374,3,1,7,1984,87,1994,19,36,47,107,69,39,95,37,106.1,66,97.5,45,-0.3,-3,119
46551,39501,395,2,2,12,1984,94,1994,35,39,40,100,50,46,107,68,103.8,61,-0.3,-3,-0.3,-3,115
46635,49401,494,3,2,9,1985,119,1994,90,49,45,115,84,44,111,76,106.6,68,-0.3,-3,103.8,61,106
46706,57901,579,3,2,8,1988,118,1994,88,24,18,107,68,18,105,64,-0.3,-3,-0.3,-3,-0.3,-3,71
46718,58901,589,3,2,4,1980,95,1994,36,51,52,94,35,46,85,16,74.6,5,83.9,14,-0.3,-3,172
46736,61402,614,1,1,5,1982,109,1994,73,58,51,102,54,74,122,93,106.9,68,117.2,87,-0.3,-3,146
46755,62302,623,2,2,5,1983,96,1994,40,45,57,113,81,57,111,76,113.4,81,109.2,73,-0.3,-3,136
46761,63202,632,3,2,12,1980,108,1994,71,63,51,95,36,77,122,93,106.9,68,97.2,42,-0.3,-3,164
46815,69802,698,3,1,7,1981,100,1994,51,53,51,98,44,66,109,73,80.3,9,90.6,27,-0.3,-3,156
46831,72001,720,3,1,9,1980,93,1994,32,49,36,77,6,33,72,3,82.0,12,-0.3,-3,91.5,30,165
46832,72002,720,3,2,2,1982,102,1994,55,52,42,87,20,46,91,27,87.3,19,-0.3,-3,91.5,30,148
46845,73602,736,3,1,10,1987,108,1994,71,26,20,101,53,20,97,42,110.4,75,103.4,58,-0.3,-3,82
46852,74401,744,2,1,3,1980,84,1994,14,44,44,83,13,50,90,25,106.9,68,110.6,77,-0.3,-3,171
46895,78901,789,3,2,11,1981,100,1994,50,52,47,92,30,46,89,23,97.7,45,95.2,37,-0.3,-3,152
