,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
2422,229202,2292,3,2,7,1996,113,2002,80,21,40,135,99,21,110,75,101.7,55,103.9,61,98.3,45,71,74,,0,0,3,1
2424,231904,2319,3,1,3,1989,81,2002,10,41,55,102,54,40,80,9,91.4,27,87.8,21,97.8,45,158,16,15600.0,0,0,5,1
2425,231905,2319,3,1,2,1993,113,2002,81,48,25,82,12,36,97,41,80.8,10,75.4,5,93.4,32,112,16,15600.0,0,0,5,1
2428,233901,2339,3,2,10,1994,126,2002,96,47,48,128,97,56,135,99,112.4,79,108.8,73,112.4,79,92,98,390662.0,0,0,2,1
2429,233902,2339,3,2,10,1994,105,2002,63,30,33,112,78,51,128,97,112.4,79,108.8,73,112.4,79,92,98,390662.0,0,0,2,1
2432,236901,2369,3,1,10,1989,117,2002,87,65,56,106,65,61,106,66,100.3,50,94.7,37,106.3,66,152,65,80200.0,0,0,1,1
2436,241002,2410,3,2,4,1991,107,2002,68,52,47,99,47,42,90,25,122.7,94,122.0,93,114.8,84,134,31,134400.0,0,0,2,1
2437,241202,2412,3,2,1,1988,114,2002,82,68,56,99,47,64,103,59,82.4,12,67.3,1,106.3,66,177,21,45000.0,0,0,4,1
2438,241203,2412,3,2,11,1993,95,2002,38,31,38,107,68,49,118,89,85.7,18,75.4,5,102.5,58,108,21,45000.0,0,0,4,1
2439,241601,2416,3,1,9,1988,118,2002,88,69,65,109,73,72,115,84,100.3,50,94.7,37,106.3,66,164,25,390662.0,0,0,3,1
2443,242401,2424,3,2,3,1992,97,2002,41,43,50,110,75,61,120,91,86.9,19,101.5,53,72.3,3,122,59,31200.0,1,0,1,1
2445,243301,2433,3,1,12,1990,126,2002,96,67,57,111,76,51,100,51,109.3,73,101.5,53,114.8,84,139,74,39550.0,0,0,2,1
2447,244202,2442,3,1,12,1992,83,2002,13,28,38,98,44,35,94,34,110.2,75,112.3,79,102.5,58,115,55,116000.0,0,0,2,1
2451,248302,2483,3,2,3,1994,111,2002,77,42,46,120,91,42,112,79,82.3,12,91.2,27,76.3,5,98,27,36000.333333333336,0,0,2,1
2452,249201,2492,3,2,4,1988,103,2002,58,61,47,87,20,66,106,65,109.3,73,101.5,53,114.8,84,170,27,96000.0,0,0,5,1
2453,249202,2492,3,1,4,1990,103,2002,58,53,47,94,35,47,92,30,100.3,50,94.7,37,106.3,66,146,27,96000.0,0,0,5,1
2454,249203,2492,3,2,11,1992,108,2002,71,46,44,107,68,53,117,87,110.2,75,104.9,63,111.6,79,115,27,96000.0,0,0,5,1
2455,249204,2492,3,2,7,1995,100,2002,49,22,36,119,90,19,92,30,102.3,55,101.2,53,101.6,55,83,27,96000.0,0,0,5,1
2456,250702,2507,3,2,9,1988,113,2002,80,66,50,92,30,70,112,79,109.3,73,108.3,70,106.3,66,165,25,64000.0,0,0,2,1
2459,251402,2514,3,2,12,1988,110,2002,75,64,50,93,32,63,105,62,104.8,63,108.3,70,97.8,45,162,78,68000.0,0,0,2,1
2460,251502,2515,3,1,5,1988,122,2002,93,74,65,108,70,82,135,99,109.3,73,115.2,84,97.8,45,170,65,108100.0,0,0,3,1
2461,251503,2515,3,2,7,1992,120,2002,91,56,45,105,62,45,102,56,109.3,73,115.2,84,97.8,45,120,65,108100.0,0,0,3,1
2462,252102,2521,3,2,6,1992,125,2002,95,59,54,118,88,59,121,92,113.7,82,115.2,84,106.3,66,122,13,65305.0,0,0,2,1
2463,252902,2529,3,1,8,1991,78,2002,7,33,25,72,3,38,88,22,78.0,7,81.0,10,80.8,10,129,19,26400.0,0,0,2,1
2464,253802,2538,3,1,7,1988,101,2002,53,58,52,95,38,65,105,64,78.0,7,74.1,4,89.3,23,166,4,43000.0,0,0,3,1
2466,254402,2544,3,1,4,1989,99,2002,47,51,51,98,44,46,89,23,78.0,7,74.1,4,89.3,23,158,42,126500.0,0,0,2,1
2467,254902,2549,3,2,1,1990,96,2002,40,48,48,94,35,48,92,30,91.4,27,101.5,53,80.8,10,150,97,67200.0,0,0,3,1
2470,256404,2564,3,2,3,1988,103,2002,57,61,46,86,17,78,122,93,113.7,82,108.3,70,114.8,84,171,44,65100.0,0,0,4,1
2471,256701,2567,3,1,10,1992,119,2002,90,53,46,110,74,53,117,87,90.6,27,104.9,63,75.2,5,115,88,42000.0,0,0,1,1
2472,258801,2588,3,1,7,1989,135,2002,99,82,69,116,86,77,123,94,118.2,88,115.2,84,114.8,84,154,99,148000.0,0,0,1,1
2473,260701,2607,3,1,7,1989,101,2002,53,53,34,78,7,48,92,29,113.7,82,101.5,53,123.3,94,154,88,68000.0,0,0,2,1
2474,260702,2607,3,2,9,1991,128,2002,97,66,60,119,90,58,115,84,113.7,82,101.5,53,123.3,94,128,88,68000.0,0,0,2,1
2475,261502,2615,3,1,6,1988,114,2002,82,67,60,103,59,63,103,57,73.5,4,74.1,4,80.8,10,168,67,40600.0,0,0,4,1
2476,261503,2615,3,1,9,1989,88,2002,22,44,34,78,7,34,75,5,82.4,12,74.1,4,97.8,45,153,67,40600.0,0,0,4,1
2478,262701,2627,3,1,2,1996,113,2002,80,24,19,105,64,23,112,78,89.1,23,86.4,18,93.1,32,75,33,56800.0,0,0,2,1
2482,265501,2655,1,1,9,1988,83,2002,13,43,42,82,12,50,91,28,82.4,12,74.1,4,97.8,45,165,8,30680.0,0,0,7,1
2483,265502,2655,1,1,12,1989,72,2002,3,33,33,78,7,52,97,42,78.0,7,74.1,4,89.3,23,150,8,30680.0,0,0,7,1
2484,265503,2655,1,2,11,1990,69,2002,2,27,45,95,36,48,96,40,82.4,12,74.1,4,97.8,45,139,8,30680.0,0,0,7,1
2488,268001,2680,3,2,12,1990,117,2002,87,62,61,114,83,77,128,97,104.8,63,115.2,84,89.3,23,137,75,231904.0,0,0,2,1
2491,269102,2691,1,2,6,1989,105,2002,62,58,37,80,9,58,102,54,109.3,73,101.5,53,114.8,84,155,13,46670.0,0,0,2,1
2492,270001,2700,1,1,3,1989,104,2002,61,57,45,89,23,48,91,28,95.9,39,101.5,53,89.3,23,158,2,,0,0,2,1
2493,270002,2700,1,1,8,1992,91,2002,28,38,28,85,16,57,121,92,90.6,27,97.5,45,84.3,14,117,2,,0,0,2,1
2495,271002,2710,1,1,6,1988,94,2002,34,50,65,108,70,66,106,65,100.3,50,108.3,70,89.3,23,168,7,19100.0,0,0,2,1
2497,272903,2729,3,2,8,1996,112,2002,79,18,19,117,87,20,117,87,73.5,4,51.0,0,108.4,70,70,53,30000.0,1,0,3,1
2501,274001,2740,3,1,11,1990,125,2002,95,66,54,109,72,55,106,66,104.8,63,94.7,37,114.8,84,139,47,90000.0,0,0,2,1
2511,280802,2808,3,1,2,1994,97,2002,43,30,26,94,35,38,108,71,113.4,81,104.4,61,120.8,92,99,20,21000.0,0,0,3,1
2512,281001,2810,3,2,7,1996,110,2002,74,17,23,126,96,28,135,99,107.1,68,103.9,61,108.4,70,70,43,108000.0,0,0,1,1
2529,290201,2902,3,2,8,1990,131,2002,98,72,50,100,50,59,107,69,104.8,63,101.5,53,106.3,66,143,98,94000.0,0,0,2,1
2533,291802,2918,3,2,10,1988,98,2002,44,54,64,108,70,62,103,57,109.3,73,115.2,84,97.8,45,164,48,128120.0,0,0,2,1
2534,291901,2919,3,2,6,1996,123,2002,94,27,19,110,75,21,110,75,84.9,16,68.7,2,108.4,70,71,15,44000.0,0,0,1,1
2535,292801,2928,3,2,9,1990,103,2002,59,51,48,98,45,48,95,38,118.2,88,122.0,93,106.3,66,141,93,65000.0,0,0,2,1
2536,292802,2928,3,1,11,1992,122,2002,93,55,46,110,74,60,126,96,120.0,91,119.7,91,111.6,79,115,93,65000.0,0,0,2,1
2538,293801,2938,3,2,1,1993,105,2002,64,44,34,96,39,54,120,91,105.3,63,97.5,45,111.6,79,113,35,110700.0,0,0,1,1
2539,294301,2943,3,2,8,1995,108,2002,71,26,25,110,75,33,119,90,119.8,91,123.3,94,110.0,75,82,82,449424.5,0,0,3,1
2541,294601,2946,3,1,7,1993,131,2002,98,58,44,111,77,60,131,98,85.7,18,82.8,13,93.4,32,108,78,78000.0,0,0,2,1
2542,294602,2946,3,2,3,1996,116,2002,86,26,19,105,64,19,102,56,89.1,23,86.4,18,93.1,32,76,78,78000.0,0,0,2,1
2543,294804,2948,3,2,4,1991,131,2002,98,68,64,121,92,78,135,99,122.7,94,122.0,93,114.8,84,134,78,89000.0,0,0,4,1
2546,295901,2959,3,2,9,1996,123,2002,94,25,19,117,87,22,121,92,101.7,55,103.9,61,98.3,45,68,68,200000.0,0,0,3,1
2551,298301,2983,3,2,4,1991,94,2002,35,44,44,95,38,55,110,74,122.7,94,122.0,93,114.8,84,134,10,56.0,0,0,2,1
2553,299001,2990,3,2,2,1994,108,2002,70,40,44,118,88,41,112,78,108.9,73,104.4,61,111.9,79,100,67,50666.666666666664,0,0,2,1
2555,301101,3011,3,1,1,1989,135,2002,99,81,63,108,71,81,135,99,100.3,50,115.2,84,80.8,10,160,80,140000.0,0,0,2,1
2557,301201,3012,3,1,5,1992,116,2002,85,54,36,90,25,33,86,17,95.9,39,94.7,37,97.8,45,123,62,40000.0,0,0,1,1
2558,302001,3020,3,1,8,1991,115,2002,84,56,44,97,43,55,112,78,100.3,50,108.3,70,89.3,23,130,39,79000.0,0,0,1,1
2560,302301,3023,3,2,7,1989,103,2002,58,56,47,92,29,54,98,45,118.2,88,115.2,84,114.8,84,155,35,97000.0,0,0,2,1
2561,302302,3023,3,1,7,1992,115,2002,84,51,41,100,50,31,87,19,105.3,63,97.5,45,111.6,79,118,35,97000.0,0,0,2,1
2572,307402,3074,2,1,6,1989,123,2002,94,70,43,86,18,82,135,99,60.1,0,53.6,0,80.8,10,156,1,,0,0,3,1
2573,307403,3074,2,1,3,1993,91,2002,28,34,19,69,2,23,75,5,46.5,0,38.5,0,75.2,5,110,1,,0,0,3,1
2574,308001,3080,3,2,8,1989,97,2002,41,49,38,81,10,35,77,6,109.3,73,108.3,70,106.3,66,157,24,35900.0,0,0,1,1
2575,309802,3098,3,2,1,1991,122,2002,93,64,48,100,51,59,113,80,95.9,39,101.5,53,89.3,23,137,79,64250.0,0,0,2,1
2577,310701,3107,3,1,7,1988,117,2002,87,69,55,98,45,68,109,72,113.7,82,108.3,70,114.8,84,168,48,47000.0,0,0,1,1
2578,310803,3108,3,2,3,1992,116,2002,86,55,52,113,81,49,105,63,100.3,50,115.2,84,80.8,10,124,42,69765.0,0,0,3,1
2579,311102,3111,3,1,2,1989,118,2002,89,68,53,99,48,76,121,92,95.9,39,101.5,53,89.3,23,160,73,52656.0,0,0,2,1
2581,312103,3121,3,2,2,1990,75,2002,5,35,42,87,20,47,92,30,118.2,88,115.2,84,114.8,84,149,58,93000.0,0,0,3,1
2582,312202,3122,3,2,8,1993,119,2002,90,49,46,116,86,48,115,84,108.9,73,117.6,88,94.1,34,106,74,64000.0,0,0,2,1
2583,312901,3129,3,2,8,1990,96,2002,39,46,51,103,57,46,93,32,109.3,73,101.5,53,114.8,84,141,32,48000.0,0,0,2,1
2584,312902,3129,3,1,2,1994,107,2002,67,39,37,108,71,40,111,76,104.5,61,97.8,45,111.9,79,99,32,48000.0,0,0,2,1
2585,314501,3145,3,1,10,1992,131,2002,98,62,51,116,85,53,116,85,124.9,95,119.7,91,120.7,92,118,81,102000.0,0,0,2,1
2586,314502,3145,3,1,10,1994,123,2002,94,46,44,121,92,42,116,86,107.6,70,108.8,73,103.6,61,94,81,102000.0,0,0,2,1
2587,315001,3150,3,2,8,1994,105,2002,64,33,43,120,91,50,125,95,93.4,32,86.0,18,103.6,61,95,94,172000.0,0,0,2,1
2588,315002,3150,3,1,8,1994,125,2002,95,47,32,108,71,42,116,86,83.9,14,70.8,3,103.6,61,95,94,172000.0,0,0,2,1
2590,315401,3154,3,1,3,1988,122,2002,93,74,73,118,88,77,120,91,122.7,94,122.0,93,114.8,84,171,93,140000.0,0,0,4,1
2591,315402,3154,3,1,5,1990,128,2002,97,70,57,109,72,57,105,64,122.7,94,122.0,93,114.8,84,145,93,140000.0,0,0,4,1
2592,315403,3154,3,2,5,1993,125,2002,95,56,48,114,83,46,108,71,115.1,84,112.3,79,111.6,79,109,93,140000.0,0,0,4,1
2593,315501,3155,3,2,9,1988,97,2002,41,54,50,92,29,78,123,94,100.3,50,101.5,53,97.8,45,166,22,98000.0,0,0,3,1
2594,315502,3155,3,1,3,1991,95,2002,36,45,46,96,40,60,111,77,82.4,12,74.1,4,97.8,45,136,22,98000.0,0,0,3,1
2595,315601,3156,3,1,5,1993,135,2002,99,65,50,120,91,63,135,99,85.7,18,97.5,45,75.2,5,109,76,,0,0,2,1
2596,316501,3165,3,2,1,1995,115,2002,84,38,35,116,85,31,110,75,126.6,96,124.0,95,121.2,92,88,35,60000.0,0,0,3,1
2597,317901,3179,3,1,8,1990,107,2002,69,55,63,115,84,66,114,83,109.3,73,115.2,84,97.8,45,142,69,66180.0,0,0,1,1
2603,324201,3242,3,1,5,1988,114,2002,82,68,77,123,94,75,118,88,113.7,82,108.3,70,114.8,84,169,52,68009.0,0,0,2,1
2604,324202,3242,3,2,8,1991,107,2002,68,51,47,100,51,65,118,89,122.7,94,115.2,84,123.3,94,130,52,68009.0,0,0,2,1
2606,324401,3244,3,1,9,1991,131,2002,98,67,56,116,85,72,128,97,109.3,73,101.5,53,114.8,84,129,69,70000.0,0,0,2,1
2607,324402,3244,3,2,12,1994,106,2002,66,31,31,110,74,30,107,68,107.6,70,101.2,53,112.4,79,89,69,70000.0,0,0,2,1
2612,325401,3254,3,2,9,1990,114,2002,82,59,52,106,65,60,111,77,109.3,73,94.7,37,123.3,94,140,47,54000.0,0,0,2,1
2613,325402,3254,3,1,6,1995,122,2002,93,39,21,104,60,24,107,67,111.0,77,101.2,53,118.5,88,83,47,54000.0,0,0,2,1
2614,329101,3291,3,1,6,1994,104,2002,61,37,28,98,45,38,108,71,100.0,50,97.8,45,103.0,58,98,45,65200.0,0,0,2,1
2615,330401,3304,1,1,9,1993,121,2002,92,50,46,116,86,47,114,82,108.9,73,111.0,77,103.0,58,106,82,74400.0,0,0,1,1
2620,335202,3352,3,2,10,1994,116,2002,86,41,42,120,91,44,120,91,117.1,87,116.4,86,112.4,79,91,72,100200.0,0,0,3,1
2624,336001,3360,3,1,2,1993,100,2002,49,41,43,107,68,39,100,50,100.4,50,104.9,63,93.4,32,111,52,12000.0,0,0,2,1
2625,336301,3363,3,1,3,1988,119,2002,90,72,59,102,55,74,116,86,113.7,82,108.3,70,114.8,84,171,68,65000.0,0,0,2,1
2626,336302,3363,3,1,12,1990,131,2002,98,70,34,81,10,40,86,18,113.7,82,108.3,70,114.8,84,138,68,65000.0,0,0,2,1
2629,336501,3365,3,2,1,1991,112,2002,79,58,52,106,65,54,105,62,100.3,50,101.5,53,97.8,45,137,31,,0,0,4,1
2630,336502,3365,3,1,5,1992,112,2002,78,50,41,98,45,46,103,59,95.9,39,94.7,37,97.8,45,121,31,,0,0,4,1
2631,336503,3365,3,1,1,1994,105,2002,64,40,41,111,76,37,105,63,91.2,27,91.2,27,94.1,34,101,31,,0,0,4,1
2632,336504,3365,3,2,1,1996,114,2002,83,28,27,116,86,26,114,83,89.1,23,86.4,18,93.1,32,77,31,,0,0,4,1
2635,342301,3423,3,2,2,1991,128,2002,97,67,66,121,92,67,119,90,104.8,63,122.0,93,80.8,10,136,90,100300.0,0,0,4,1
2636,342302,3423,3,2,2,1991,103,2002,57,49,51,105,64,61,114,82,100.3,50,115.2,84,80.8,10,136,90,100300.0,0,0,4,1
2637,342303,3423,3,2,6,1992,126,2002,96,61,48,109,72,57,118,89,113.7,82,115.2,84,106.3,66,120,90,100300.0,0,0,4,1
2638,342402,3424,3,2,6,1989,113,2002,80,64,60,107,68,61,105,62,109.3,73,122.0,93,89.3,23,156,89,37200.0,0,0,2,1
2639,342601,3426,3,1,7,1990,123,2002,94,67,74,125,95,61,109,73,118.2,88,115.2,84,114.8,84,144,87,390662.0,0,0,3,1
2640,342602,3426,3,1,4,1992,105,2002,62,47,42,97,43,51,108,71,118.2,88,115.2,84,114.8,84,123,87,390662.0,0,0,3,1
2641,342603,3426,3,2,4,1995,115,2002,84,38,29,110,74,30,109,73,107.6,70,116.4,86,94.7,37,87,87,390662.0,0,0,3,1
2642,342803,3428,3,1,9,1993,111,2002,76,44,54,126,96,64,135,99,117.8,88,117.6,88,111.9,79,104,97,390662.0,0,0,3,1
2648,343201,3432,3,1,8,1992,105,2002,63,45,48,111,77,70,135,99,105.3,63,104.9,63,102.5,58,118,95,93005.0,0,0,3,1
2649,343202,3432,3,2,12,1994,107,2002,68,32,32,111,76,33,111,76,93.4,32,86.0,18,103.6,61,90,95,93005.0,0,0,3,1
2650,343303,3433,3,2,3,1988,119,2002,90,72,62,105,63,73,115,84,109.3,73,101.5,53,114.8,84,171,84,390662.0,0,0,3,1
2651,343401,3434,1,2,3,1994,120,2002,91,47,45,119,90,47,118,88,104.5,61,104.4,61,103.0,58,99,37,170000.0,0,0,1,1
2657,345201,3452,3,2,7,1990,109,2002,72,57,47,95,38,62,110,75,109.3,73,101.5,53,114.8,84,146,35,48000.0,0,0,2,1
2658,345202,3452,3,2,6,1995,100,2002,49,24,21,98,44,27,106,65,112.4,79,108.8,73,112.4,79,86,35,48000.0,0,0,2,1
2664,345901,3459,3,1,10,1993,131,2002,98,56,51,125,95,62,135,99,108.9,73,117.6,88,94.1,34,103,72,300.0,1,0,2,1
2665,346502,3465,3,2,1,1988,100,2002,49,58,66,109,72,74,116,86,109.3,73,115.2,84,97.8,45,173,75,77300.0,0,0,3,1
2666,346503,3465,3,2,3,1991,116,2002,86,59,63,119,90,62,115,84,109.3,73,115.2,84,97.8,45,135,75,77300.0,0,0,3,1
2669,346901,3469,3,1,1,1996,118,2002,89,32,22,109,73,24,110,74,89.1,23,86.4,18,93.1,32,78,93,79300.0,0,0,2,1
2672,348103,3481,3,2,6,1988,87,2002,19,45,56,99,48,67,107,68,100.3,50,94.7,37,106.3,66,169,70,87000.0,0,0,3,1
2674,350201,3502,1,2,6,1989,99,2002,47,51,64,110,75,65,108,70,104.8,63,101.5,53,106.3,66,158,47,105000.0,0,0,2,1
2677,350601,3506,3,2,11,1990,109,2002,72,55,63,116,86,69,118,89,113.7,82,115.2,84,106.3,66,139,78,8000.0,0,0,3,1
2678,350602,3506,3,2,7,1993,117,2002,87,49,33,97,42,40,103,59,110.2,75,119.7,91,93.4,32,107,78,8000.0,0,0,3,1
2679,350603,3506,3,2,7,1993,135,2002,99,61,50,120,91,66,135,99,110.2,75,119.7,91,93.4,32,107,78,8000.0,0,0,3,1
2684,352402,3524,3,1,6,1991,83,2002,13,39,32,82,11,52,105,63,95.9,39,87.8,21,106.3,66,132,26,85600.0,1,0,2,1
2687,353102,3531,3,1,1,1990,95,2002,36,47,57,107,67,62,107,68,109.3,73,101.5,53,114.8,84,151,76,42900.0,0,0,2,1
2688,353203,3532,3,1,8,1992,100,2002,50,43,39,97,43,34,90,26,80.8,10,97.5,45,66.1,1,118,47,64000.0,0,0,4,1
2689,353204,3532,3,2,10,1993,116,2002,86,47,35,102,55,44,111,76,91.2,27,104.4,61,76.3,5,104,47,64000.0,0,0,4,1
2690,353702,3537,3,1,3,1990,101,2002,53,51,55,106,66,64,111,76,104.8,63,115.2,84,89.3,23,148,48,94000.0,0,0,2,1
2692,354503,3545,2,2,4,1990,125,2002,95,68,46,94,34,81,135,99,109.3,73,108.3,70,106.3,66,146,32,47000.0,0,0,3,1
2700,355201,3552,3,1,9,1993,109,2002,72,43,32,99,47,34,99,48,108.9,73,111.0,77,103.0,58,106,72,76500.0,0,0,2,1
2701,355202,3552,3,2,7,1996,125,2002,95,28,19,110,75,24,120,91,106.7,68,115.9,86,93.1,32,72,72,76500.0,0,0,2,1
2702,355501,3555,3,1,3,1989,109,2002,73,63,56,103,57,63,105,64,86.9,19,87.8,21,89.3,23,160,37,88350.0,0,0,2,1
2703,355502,3555,3,2,4,1990,107,2002,67,55,48,97,42,57,105,64,82.4,12,81.0,10,89.3,23,146,37,88350.0,0,0,2,1
2705,355701,3557,3,1,1,1989,93,2002,31,48,56,101,53,59,100,50,91.4,27,87.8,21,97.8,45,163,27,42946.0,0,0,3,1
2706,355702,3557,3,2,10,1990,102,2002,55,50,48,98,45,51,99,47,95.9,39,87.8,21,106.3,66,141,27,42946.0,0,0,3,1
2707,355703,3557,3,1,11,1991,78,2002,7,31,36,88,21,48,102,56,82.4,12,87.8,21,80.8,10,128,27,42946.0,0,0,3,1
2708,355802,3558,3,1,7,1990,107,2002,69,56,58,110,75,53,101,52,104.8,63,108.3,70,97.8,45,144,58,100300.0,0,0,2,1
2711,356503,3565,3,2,10,1988,100,2002,51,57,61,105,63,73,116,85,95.9,39,101.5,53,89.3,23,165,84,36500.0,0,0,3,1
2713,357302,3573,3,1,3,1988,107,2002,69,64,70,114,83,80,128,97,100.3,50,87.8,21,114.8,84,171,99,10150.0,0,0,2,1
2714,358402,3584,3,2,5,1988,87,2002,19,45,49,89,24,77,120,91,82.4,12,94.7,37,72.3,3,170,22,43500.0,0,0,2,1
2715,358601,3586,3,1,8,1989,106,2002,65,59,54,102,56,75,120,91,100.3,50,122.0,93,72.3,3,156,-4,26010.0,0,0,2,1
2716,358602,3586,3,1,12,1991,93,2002,32,42,52,112,78,49,104,60,100.3,50,122.0,93,72.3,3,128,-4,26010.0,0,0,2,1
2717,359403,3594,3,2,2,1993,112,2002,78,47,47,113,81,57,123,94,105.3,63,112.3,79,93.4,32,111,31,,0,0,3,1
2718,360102,3601,3,2,8,1989,117,2002,87,66,71,118,89,77,123,94,104.8,63,115.2,84,89.3,23,156,78,90500.0,0,0,3,1
2719,360103,3601,3,2,10,1991,110,2002,74,52,54,114,82,54,110,75,100.3,50,108.3,70,89.3,23,130,78,90500.0,0,0,3,1
2720,360303,3603,3,1,11,1989,102,2002,55,53,46,91,28,53,98,46,95.9,39,94.7,37,97.8,45,151,57,48025.0,0,0,3,1
2723,360901,3609,3,2,8,1989,116,2002,85,65,71,119,90,70,116,86,78.0,7,81.0,10,80.8,10,154,53,34700.0,1,0,3,1
2724,360902,3609,3,2,8,1994,88,2002,22,19,33,109,73,37,112,79,98.1,45,108.8,73,85.9,18,94,53,34700.0,1,0,3,1
2727,362602,3626,3,1,11,1989,113,2002,80,63,51,99,48,53,98,46,82.4,12,87.8,21,80.8,10,150,53,39600.0,0,0,2,1
2728,364102,3641,3,2,12,1990,104,2002,61,51,44,93,32,41,87,20,113.7,82,108.3,70,114.8,84,139,50,81000.0,0,0,3,1
2729,364903,3649,3,2,7,1988,89,2002,24,47,53,96,40,63,103,57,113.7,82,101.5,53,123.3,94,169,8,69000.0,0,0,3,1
2737,366901,3669,3,2,2,1988,126,2002,96,76,66,108,70,75,117,87,118.2,88,115.2,84,114.8,84,173,88,390662.0,0,0,3,1
2738,366902,3669,3,1,7,1990,119,2002,90,65,64,114,83,57,105,64,109.3,73,101.5,53,114.8,84,145,88,390662.0,0,0,3,1
2739,366903,3669,3,2,1,1994,109,2002,73,42,36,105,64,40,109,72,122.2,93,124.3,95,111.9,79,103,88,390662.0,0,0,3,1
2740,367701,3677,3,1,11,1995,108,2002,71,26,22,106,66,20,97,42,119.8,91,115.9,86,118.5,88,79,88,95400.0,0,0,2,1
2746,371101,3711,3,2,12,1989,109,2002,73,61,45,90,25,59,104,61,90.0,25,92.6,32,89.3,23,151,86,8210.0,1,0,5,1
2747,371102,3711,3,1,5,1991,118,2002,89,60,60,118,88,73,126,96,83.8,14,85.1,16,86.7,19,135,86,,1,0,5,1
2748,371103,3711,3,1,7,1992,116,2002,86,53,43,102,54,53,113,81,78.0,7,81.0,10,80.8,10,121,86,8210.0,1,0,5,1
2749,371104,3711,3,2,8,1993,128,2002,97,54,25,87,19,39,105,63,82.3,12,84.6,16,85.2,16,107,86,,1,0,5,1
2750,371105,3711,3,1,11,1994,112,2002,78,37,19,88,21,24,97,42,74.5,4,70.8,3,85.9,18,92,86,,1,0,5,1
2751,372603,3726,3,1,7,1990,100,2002,51,49,54,107,68,72,121,92,109.3,73,101.5,53,114.8,84,142,68,50092.0,0,0,3,1
2753,373401,3734,3,2,7,1992,113,2002,81,51,47,107,69,53,113,81,104.8,63,108.3,70,97.8,45,120,71,137000.0,0,0,3,1
2754,373402,3734,3,1,4,1994,101,2002,53,34,27,96,40,27,95,36,113.4,81,124.3,95,94.1,34,98,71,137000.0,0,0,3,1
2755,373403,3734,3,2,3,1996,96,2002,39,14,19,105,64,19,102,56,111.0,77,115.9,86,101.6,55,75,71,137000.0,0,0,3,1
2759,373602,3736,3,2,8,1995,128,2002,97,43,21,104,60,28,114,82,111.0,77,123.3,94,93.1,32,83,65,56200.0,0,0,2,1
2761,374101,3741,3,1,2,1988,135,2002,99,82,68,111,76,77,119,90,104.8,63,108.3,70,97.8,45,174,18,69940.0,0,0,1,1
2764,378301,3783,3,2,10,1992,98,2002,44,42,29,87,19,36,93,32,110.2,75,97.5,45,120.7,92,118,67,199000.0,0,0,2,1
2765,378302,3783,3,2,9,1994,90,2002,26,23,20,85,16,25,94,35,112.4,79,101.2,53,121.2,92,95,67,195500.0,0,0,2,1
2768,378702,3787,3,2,7,1988,112,2002,79,66,52,95,36,67,107,68,91.4,27,94.7,37,89.3,23,168,67,16400.0,0,0,4,1
2769,378703,3787,3,2,7,1988,98,2002,46,56,50,92,29,61,100,51,95.9,39,94.7,37,97.8,45,168,67,16400.0,0,0,4,1
2770,378704,3787,3,1,8,1992,105,2002,63,45,48,111,77,46,105,63,90.6,27,82.8,13,102.5,58,118,67,16400.0,0,0,4,1
2771,379103,3791,3,1,8,1995,122,2002,93,39,26,112,78,28,114,82,111.0,77,123.3,94,93.1,32,82,77,390662.0,1,0,3,1
2772,379302,3793,3,2,5,1990,99,2002,48,49,44,91,27,52,99,48,95.9,39,94.7,37,97.8,45,145,54,83000.0,0,0,2,1
2781,380002,3800,3,1,4,1996,119,2002,90,25,20,114,82,24,120,91,106.7,68,108.6,73,101.6,55,73,63,72649.33333333333,0,0,2,1
2783,380401,3804,3,1,5,1989,109,2002,73,63,76,123,94,80,131,98,109.3,73,108.3,70,106.3,66,157,85,70050.0,0,0,2,1
2784,380402,3804,3,2,10,1990,118,2002,88,64,68,118,89,81,135,99,113.7,82,108.3,70,114.8,84,139,85,70050.0,0,0,2,1
2786,380602,3806,3,2,6,1990,107,2002,67,55,53,105,63,45,91,27,109.3,73,108.3,70,106.3,66,145,70,8120.0,0,0,2,1
2789,383602,3836,3,2,7,1995,120,2002,91,40,35,118,89,30,113,80,93.4,32,86.0,18,103.6,61,84,90,40400.0,0,0,2,1
2790,383903,3839,3,2,8,1988,93,2002,31,49,38,77,6,53,93,32,91.4,27,87.8,21,97.8,45,167,37,52000.0,0,0,3,1
2791,384203,3842,2,1,11,1992,108,2002,71,47,43,103,59,47,106,66,100.4,50,90.1,25,111.6,79,116,53,43000.0,0,0,3,1
2792,384901,3849,3,1,4,1992,118,2002,89,55,54,118,88,49,107,68,86.9,19,101.5,53,72.3,3,122,38,70640.0,0,0,1,1
2796,389901,3899,3,1,3,1988,126,2002,96,76,53,96,39,78,122,93,103.9,61,107.0,68,97.8,45,171,54,121520.0,0,0,4,1
2801,392301,3923,3,2,3,1989,126,2002,96,72,74,121,92,76,121,92,113.7,82,115.2,84,106.3,66,159,56,70057.0,0,0,4,1
