CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,NUM_CHILDREN
201,2.0,3.0,2.0,3.0,1993.0,102.0,2002.0,54.666666666666664,39.0,32.0,94.33333333333333,37.666666666666664,38.333333333333336,101.66666666666667,55.0,115.33333333333333,83.33333333333333,108.13333333333333,70.33333333333333,117.93333333333334,87.66666666666667,111.0,9.0,50150.0,0.0,2.0
202,2.0,3.0,2.0,11.0,1994.0,102.0,2002.0,54.0,27.0,30.0,109.0,72.0,39.0,116.0,86.0,107.6,70.0,101.2,53.0,112.4,79.0,90.0,9.0,50450.0,0.0,2.0
301,3.0,3.0,2.0,6.0,1981.0,104.33333333333333,1991.3333333333333,61.0,44.333333333333336,45.666666666666664,106.66666666666667,65.33333333333333,46.0,105.0,61.333333333333336,111.0,73.66666666666667,109.3,69.33333333333333,108.13333333333333,69.0,125.66666666666667,46.0,22000.0,0.0,3.0
302,3.0,3.0,2.0,10.0,1983.0,93.0,1993.0,34.5,39.0,43.0,104.0,60.0,49.0,110.5,76.0,106.35,62.0,101.44999999999999,52.5,109.8,73.5,118.5,46.0,17500.0,0.0,3.0
303,3.0,3.0,2.0,4.0,1986.0,78.66666666666667,1996.6666666666667,8.666666666666666,29.0,26.0,74.66666666666667,5.0,28.666666666666668,77.66666666666667,6.666666666666667,108.13333333333333,70.33333333333333,108.8,70.33333333333333,104.2,61.0,130.66666666666666,46.0,57333.333333333336,0.0,3.0
401,4.0,3.0,1.0,8.0,1980.0,97.0,1990.0,41.0,42.0,49.0,110.0,75.0,56.0,118.0,88.0,97.2,42.0,99.7,50.0,95.4,37.0,120.0,48.0,6992.0,0.0,1.0
801,8.0,3.0,2.0,3.0,1976.0,103.33333333333333,1988.0,59.0,53.0,58.0,110.0,72.0,65.33333333333333,116.0,84.33333333333333,113.39999999999999,77.33333333333333,117.26666666666667,84.33333333333333,102.7,56.333333333333336,147.33333333333334,42.0,24200.0,0.3333333333333333,3.0
802,8.0,3.0,1.0,5.0,1979.0,108.25,1989.0,65.75,47.5,43.5,106.0,64.0,48.75,108.0,69.5,107.725,68.5,108.125,69.5,104.175,60.25,120.75,42.0,23350.0,0.25,3.0
803,8.0,3.0,2.0,9.0,1982.0,105.0,1992.0,63.5,40.5,39.0,106.0,60.75,55.75,124.0,92.5,104.57499999999999,61.75,103.55,59.25,103.675,58.5,118.0,42.0,24815.666666666668,0.25,3.0
1001,10.0,3.0,2.0,1.0,1983.0,100.33333333333333,1990.6666666666667,51.333333333333336,29.333333333333332,32.666666666666664,111.0,73.33333333333333,32.333333333333336,108.66666666666667,68.33333333333333,111.83333333333333,77.33333333333333,103.66666666666667,56.666666666666664,116.8,85.66666666666667,98.66666666666667,21.0,41500.0,0.0,2.0
1601,16.0,3.0,1.0,2.0,1990.0,104.75,2001.0,62.75,50.25,60.75,118.75,87.0,66.25,122.0,90.75,113.025,77.25,110.4,72.75,111.125,72.5,136.0,57.0,98146.5,0.0,3.0
1602,16.0,3.0,1.0,8.0,1993.0,100.33333333333333,2004.0,50.666666666666664,45.666666666666664,46.0,101.66666666666667,53.666666666666664,55.333333333333336,109.33333333333333,72.66666666666667,104.7,59.666666666666664,106.89999999999999,66.33333333333333,100.46666666666665,49.666666666666664,129.66666666666666,57.0,117678.66666666667,0.0,3.0
1603,16.0,3.0,2.0,9.0,1996.0,92.2,2006.0,37.4,29.6,37.0,103.2,52.2,51.0,117.2,86.4,98.5,48.0,103.5,57.6,92.53999999999999,34.8,115.6,57.0,107607.2,0.4,3.0
1901,19.0,3.0,2.0,11.0,1987.0,101.0,1994.0,53.0,18.0,20.0,104.0,61.0,35.0,125.0,95.0,91.8,30.0,98.3,45.0,85.7,18.0,80.0,-4.0,6766.0,0.0,1.0
2001,20.0,3.0,2.0,8.0,1990.0,109.75,2001.0,73.0,51.75,64.75,125.0,93.75,70.25,129.25,96.5,121.0,90.75,119.175,89.5,115.425,83.25,132.0,63.0,99100.0,0.0,1.0
2501,25.0,3.0,1.0,10.0,1990.0,112.0,2002.0,77.0,57.666666666666664,55.333333333333336,110.33333333333333,74.33333333333333,65.33333333333333,118.0,88.0,103.60000000000001,59.0,96.06666666666666,40.0,110.63333333333333,73.0,138.66666666666666,57.0,377314.3333333333,0.0,2.0
2502,25.0,3.0,2.0,8.0,1993.0,102.33333333333333,2002.0,55.333333333333336,35.666666666666664,36.0,104.0,58.666666666666664,54.666666666666664,123.66666666666667,91.66666666666667,105.46666666666665,63.666666666666664,101.93333333333334,54.333333333333336,107.13333333333333,68.33333333333333,105.0,57.0,377314.3333333333,0.0,2.0
2701,27.0,3.0,2.0,2.0,1988.0,115.0,1998.0,80.4,50.8,51.0,115.8,84.0,58.2,122.0,90.4,112.52000000000001,80.0,112.6,79.4,107.5,68.4,122.8,97.0,167568.0,0.0,2.0
2702,27.0,3.0,1.0,1.0,1992.0,120.6,2002.0,84.0,54.4,44.4,105.4,63.6,46.6,106.2,66.2,110.16,74.4,110.78,75.4,104.75999999999999,61.6,124.0,97.0,316493.2,0.0,2.0
3501,35.0,3.0,2.0,5.0,1990.0,99.0,1998.0,47.0,29.0,38.0,112.0,78.0,37.0,110.0,75.0,123.5,95.0,120.7,92.0,118.1,88.0,98.0,44.0,56050.0,0.0,2.0
3701,37.0,3.0,2.0,4.0,1990.0,116.5,2000.0,86.5,54.5,56.5,119.5,86.5,65.0,126.5,94.0,100.65,51.0,100.7,51.5,99.4,48.0,123.0,59.0,96550.0,0.0,1.0
4301,43.0,3.0,2.0,10.0,1982.0,96.25,1993.0,40.25,41.75,37.5,92.0,31.5,37.0,90.25,26.5,83.8,21.75,79.325,22.25,94.575,36.5,129.75,13.0,10996.0,0.0,2.0
4302,43.0,3.0,2.0,2.0,1989.0,91.5,2001.0,29.5,46.0,43.0,87.5,22.0,48.5,93.5,33.0,74.8,4.5,69.75,2.5,88.44999999999999,24.5,149.0,13.0,10064.0,0.0,4.0
4303,43.0,3.0,2.0,2.0,1997.0,103.25,2007.0,57.25,45.0,34.25,91.0,31.75,36.5,91.5,28.75,84.025,20.25,83.425,22.25,88.025,23.5,124.75,13.0,4905.0,0.25,4.0
4304,43.0,3.0,2.0,4.0,2000.0,78.66666666666667,2010.6666666666667,8.666666666666666,27.333333333333332,34.0,89.33333333333333,24.0,39.333333333333336,93.0,32.666666666666664,80.96666666666665,13.333333333333334,87.33333333333333,21.0,78.2,17.0,131.33333333333334,13.0,6576.0,0.0,4.0
4401,44.0,3.0,2.0,9.0,1981.0,103.5,1991.0,58.5,45.0,51.5,115.0,81.0,52.0,113.0,80.0,125.44999999999999,95.5,119.65,90.0,122.3,93.5,118.0,37.0,48050.0,0.0,2.0
4402,44.0,3.0,2.0,7.0,1985.0,102.0,1995.3333333333333,55.0,41.666666666666664,60.0,122.33333333333333,89.66666666666667,55.666666666666664,116.33333333333333,85.33333333333333,122.03333333333335,91.0,118.33333333333333,87.66666666666667,117.83333333333333,87.66666666666667,124.0,37.0,48000.0,0.0,2.0
4601,46.0,3.0,2.0,4.0,1994.0,102.5,2003.0,56.0,38.5,33.5,97.0,41.5,36.5,100.0,49.5,102.1,54.0,105.69999999999999,63.5,96.05000000000001,42.0,109.0,63.0,120100.0,0.0,2.0
4602,46.0,3.0,2.0,7.0,1997.0,117.0,2004.0,87.0,37.0,49.0,135.0,99.0,35.0,118.0,89.0,110.6,77.0,113.1,81.0,101.9,55.0,82.0,63.0,120100.0,0.0,2.0
4901,49.0,3.0,1.0,12.0,1982.0,115.75,1993.0,82.75,55.0,54.0,114.0,82.0,52.25,109.5,73.25,116.3,83.0,116.275,81.5,110.05,73.75,127.0,66.0,59529.5,0.0,2.0
4902,49.0,3.0,1.0,3.0,1987.0,94.5,1998.0,36.0,42.5,37.5,89.5,25.0,36.0,85.5,18.0,117.25,87.5,118.75,89.5,108.55000000000001,71.0,135.0,66.0,80683.5,0.0,2.0
5001,50.0,3.0,1.0,7.0,1985.0,106.25,1995.0,65.75,45.0,46.5,109.75,72.0,52.0,114.5,83.0,86.0,26.5,86.9,23.75,89.525,35.0,118.5,79.0,53720.0,0.0,4.75
5002,50.0,3.0,1.0,7.0,1988.0,108.25,1999.0,70.5,50.5,51.5,110.75,71.75,58.0,114.5,81.25,95.725,40.75,84.7,25.0,110.0,72.75,130.5,79.0,56265.0,0.0,5.0
5005,50.0,3.0,2.0,11.0,1992.0,112.33333333333333,2002.0,79.0,48.333333333333336,42.333333333333336,106.33333333333333,65.66666666666667,63.0,127.0,95.33333333333333,109.43333333333334,72.66666666666667,98.5,47.0,118.23333333333333,88.66666666666667,115.66666666666667,79.0,64006.666666666664,0.0,5.0
5701,57.0,3.0,1.0,7.0,1979.0,129.33333333333334,1990.0,95.66666666666667,67.66666666666667,70.33333333333333,127.33333333333333,95.66666666666667,71.66666666666667,129.0,96.33333333333333,107.83333333333333,68.0,113.13333333333333,80.0,98.46666666666665,47.0,133.0,38.0,30133.333333333332,0.0,1.0
5703,57.0,3.0,2.0,2.0,1998.0,112.0,2011.0,78.0,64.5,53.5,99.5,48.5,62.0,104.0,58.5,95.65,43.5,101.4,52.0,90.25,28.5,160.0,38.0,54272.5,0.5,3.0
5801,58.0,3.0,2.0,7.0,1981.0,103.5,1989.0,59.0,33.5,43.0,119.5,90.5,57.5,125.5,92.5,119.05,86.0,118.3,88.5,112.1,74.0,97.0,87.0,61125.0,0.0,2.5
5802,58.0,3.0,2.0,3.0,1984.0,113.75,1995.0,80.75,56.5,66.5,124.25,93.25,68.25,124.25,93.25,119.3,89.75,117.825,87.5,113.425,78.75,135.0,87.0,84700.0,0.0,3.0
5803,58.0,3.0,1.0,11.0,1988.0,108.0,1997.0,69.0,39.0,42.5,113.5,82.0,45.5,116.0,83.5,120.95,92.0,119.25,90.0,114.75,83.5,104.0,87.0,93650.0,0.0,3.0
6101,61.0,3.0,2.0,3.0,1993.0,113.5,2003.0,76.75,51.25,43.5,103.75,58.75,48.0,106.25,64.5,111.825,77.5,110.55,75.5,107.925,68.5,122.75,99.0,146425.0,0.0,2.5
6102,61.0,3.0,1.0,8.0,1994.0,124.0,2005.0,92.75,61.5,59.25,118.75,86.75,55.0,111.0,75.5,112.025,78.0,111.125,77.25,108.475,70.0,127.75,99.0,158675.0,0.0,2.75
6103,61.0,3.0,1.0,8.0,2003.0,118.33333333333333,2012.0,88.66666666666667,48.666666666666664,45.0,113.0,77.33333333333333,46.333333333333336,112.33333333333333,73.33333333333333,93.96666666666665,34.666666666666664,86.46666666666665,22.0,100.13333333333333,49.666666666666664,107.33333333333333,99.0,128088.33333333333,0.0,3.0
6201,62.0,3.0,1.0,8.0,1996.0,116.5,2007.0,83.5,55.75,50.5,109.25,67.25,63.0,121.75,90.5,93.05,36.5,89.575,31.25,97.35,43.0,128.75,31.0,55098.25,0.25,3.0
6202,62.0,3.0,2.0,9.0,1998.0,119.0,2007.0,87.5,45.5,44.0,119.0,88.75,46.5,119.25,89.0,93.6,33.5,91.0,31.0,94.875,38.25,103.0,31.0,55098.25,0.25,3.0
6203,62.0,3.0,2.0,11.0,2001.0,113.0,2010.6666666666667,78.33333333333333,45.333333333333336,39.0,106.66666666666667,65.33333333333333,47.0,114.0,81.0,85.63333333333333,18.666666666666668,77.89999999999999,10.333333333333334,96.13333333333333,39.666666666666664,111.66666666666667,31.0,47144.666666666664,0.3333333333333333,3.0
6801,68.0,3.0,2.0,8.0,1993.0,118.75,2003.0,86.5,51.75,48.75,114.5,83.0,58.75,123.25,90.0,110.35,74.25,113.1,78.0,102.6,57.25,116.5,99.0,405579.75,0.0,3.0
6802,68.0,3.0,1.0,7.0,1995.0,122.0,2005.0,90.25,54.0,57.25,123.25,93.25,66.0,128.25,95.75,109.275,71.0,111.925,76.25,102.25,56.5,117.0,99.0,429837.0,0.0,3.0
6803,68.0,3.0,2.0,12.0,1996.0,123.33333333333333,2006.0,91.33333333333333,55.0,45.0,110.33333333333333,70.33333333333333,54.666666666666664,119.33333333333333,81.66666666666667,112.7,80.33333333333333,115.63333333333333,84.66666666666667,104.60000000000001,62.0,111.0,99.0,449424.5,0.0,3.0
7801,78.0,3.0,2.0,3.0,1989.0,123.0,1999.0,94.0,58.5,67.5,131.5,98.0,76.0,135.0,99.0,108.6,71.5,113.9,80.5,98.69999999999999,46.0,121.5,88.0,80150.0,0.0,3.5
7802,78.0,3.0,2.0,2.0,1992.0,99.0,2001.3333333333333,47.666666666666664,32.666666666666664,39.333333333333336,111.0,69.66666666666667,48.0,115.66666666666667,81.33333333333333,101.73333333333333,54.0,108.03333333333335,69.66666666666667,92.23333333333333,32.666666666666664,115.0,88.0,97382.5,0.0,3.6666666666666665
7803,78.0,3.0,1.0,9.0,1996.0,120.0,2006.0,91.0,55.0,45.0,107.0,67.0,46.0,105.0,63.0,105.9,66.0,106.0,66.0,103.3,58.0,117.0,88.0,114615.0,0.0,4.0
7804,78.0,3.0,2.0,1.0,2000.0,118.0,2006.0,88.0,27.0,19.0,105.0,64.0,29.0,123.0,94.0,100.1,50.0,104.3,61.0,94.8,37.0,77.0,88.0,114615.0,0.0,4.0
8601,86.0,2.0,2.0,11.0,1977.0,99.0,1988.0,48.0,42.5,52.5,113.5,79.0,53.5,111.0,72.5,96.4,41.0,109.1,73.5,83.25,18.0,127.5,3.0,5784.0,0.0,1.0
8901,89.0,2.0,2.0,4.0,1986.0,97.33333333333333,1995.3333333333333,42.666666666666664,35.0,42.333333333333336,108.0,67.66666666666667,45.666666666666664,109.66666666666667,71.0,91.23333333333333,31.0,98.0,44.666666666666664,85.53333333333335,27.666666666666668,114.33333333333333,80.0,70025.0,0.0,1.0
9101,91.0,3.0,1.0,1.0,1994.0,120.0,2006.0,91.0,66.0,49.0,97.0,43.0,49.0,95.0,36.0,84.0,14.0,81.2,10.0,90.5,27.0,146.0,15.0,71000.0,0.0,2.0
9102,91.0,3.0,1.0,10.0,1996.0,94.0,2006.0,35.0,39.0,54.0,121.0,92.0,63.0,128.0,97.0,101.0,53.0,89.2,23.0,112.5,81.0,113.0,15.0,71000.0,0.0,2.0
9201,92.0,3.0,1.0,11.0,1982.0,103.5,1992.0,57.0,37.75,44.75,112.25,76.25,51.5,117.25,84.25,104.975,59.75,103.65,59.75,104.5,57.75,116.25,37.0,25683.75,0.0,1.5
9202,92.0,3.0,1.0,4.0,1992.0,113.5,2001.0,81.0,48.0,48.0,115.0,83.5,63.0,128.0,95.5,97.55,44.0,107.9,63.5,83.4,14.0,110.5,37.0,23060.0,0.5,2.0
9501,95.0,3.0,1.0,10.0,1985.0,110.33333333333333,1994.0,68.33333333333333,41.666666666666664,36.0,103.33333333333333,58.333333333333336,34.333333333333336,99.66666666666667,49.333333333333336,118.2,88.66666666666667,117.53333333333335,88.0,112.0,79.66666666666667,104.66666666666667,26.0,47000.0,0.0,3.0
9502,95.0,3.0,1.0,6.0,1987.0,85.0,1997.0,17.0,33.0,37.5,95.0,38.0,35.0,89.0,25.0,110.1,75.5,112.05,78.5,103.4,58.0,119.5,26.0,,0.0,3.0
9503,95.0,3.0,1.0,12.0,1988.0,104.66666666666667,1998.6666666666667,58.666666666666664,43.0,51.333333333333336,115.0,82.0,58.666666666666664,123.66666666666667,89.0,100.26666666666667,51.0,102.0,56.333333333333336,97.10000000000001,43.333333333333336,121.33333333333333,26.0,34100.0,0.3333333333333333,3.0
9601,96.0,3.0,2.0,10.0,1980.0,114.0,1990.0,74.75,44.25,46.25,117.75,80.25,50.25,119.5,83.75,117.475,84.5,114.55,81.5,113.975,79.5,116.0,32.0,19354.0,0.0,1.75
9602,96.0,3.0,2.0,12.0,1986.0,100.33333333333333,1998.0,50.666666666666664,48.333333333333336,53.666666666666664,108.33333333333333,70.33333333333333,55.333333333333336,106.66666666666667,66.66666666666667,109.23333333333333,69.66666666666667,108.16666666666667,70.66666666666667,106.7,63.666666666666664,138.0,32.0,32025.333333333332,0.0,2.6666666666666665
9603,96.0,3.0,1.0,5.0,1998.0,112.0,2008.0,73.8,48.6,44.2,108.0,68.8,50.4,112.0,75.6,114.84,81.2,116.96,86.0,107.4,66.8,119.0,32.0,39750.0,0.2,3.0
9701,97.0,3.0,1.0,6.0,1987.0,107.75,1997.0,66.5,45.5,42.5,104.0,59.5,50.0,111.75,69.0,112.95,80.5,108.8,69.5,113.1,79.25,120.5,65.0,74950.0,0.0,2.0
9702,97.0,3.0,1.0,6.0,1989.0,107.0,1999.0,65.25,46.25,36.25,95.75,39.25,40.5,98.5,46.0,102.875,58.0,104.15,59.75,99.3,53.75,120.25,65.0,78575.0,0.0,2.0
9801,98.0,3.0,1.0,9.0,1987.0,120.75,1997.0,90.5,53.25,57.5,124.5,94.25,52.75,117.5,85.25,98.95,48.0,105.475,63.5,90.775,29.75,115.5,71.0,14069.0,0.0,2.75
9802,98.0,3.0,1.0,10.0,1990.0,129.33333333333334,2001.3333333333333,96.66666666666667,65.0,58.333333333333336,117.33333333333333,83.0,70.33333333333333,129.66666666666666,97.33333333333333,98.56666666666666,53.333333333333336,97.53333333333335,51.666666666666664,99.33333333333333,50.333333333333336,131.0,71.0,35666.666666666664,0.0,3.0
9803,98.0,3.0,1.0,10.0,1994.0,131.5,2005.0,97.75,66.25,61.75,122.25,92.5,64.5,126.25,93.25,93.625,43.25,95.325,45.75,92.35,37.5,125.75,71.0,26349.0,0.0,3.0
9901,99.0,3.0,1.0,6.0,1987.0,107.0,1996.6666666666667,67.33333333333333,43.333333333333336,57.0,125.0,90.0,61.0,128.66666666666666,96.66666666666667,107.93333333333334,68.33333333333333,117.8,86.33333333333333,92.53333333333335,33.333333333333336,116.66666666666667,-4.0,29566.666666666668,0.3333333333333333,2.0
9902,99.0,3.0,1.0,3.0,1993.0,115.75,2003.0,83.75,53.75,52.75,114.5,82.75,58.25,117.75,87.0,102.85,57.25,108.75,71.0,93.775,35.5,123.0,-4.0,17375.0,0.0,2.0
10001,100.0,3.0,1.0,6.0,1985.0,110.0,1996.0,73.33333333333333,53.0,50.0,106.66666666666667,65.66666666666667,65.66666666666667,122.0,91.66666666666667,85.43333333333334,27.666666666666668,86.16666666666667,20.333333333333332,89.8,40.0,131.66666666666666,29.0,29628.333333333332,0.6666666666666666,3.0
10002,100.0,3.0,1.0,5.0,1991.0,97.5,2001.0,44.5,35.5,38.5,103.0,55.5,42.5,103.5,58.5,91.9,37.0,91.5,41.5,93.8,34.5,120.5,29.0,37690.0,0.5,3.0
10003,100.0,3.0,2.0,2.0,1993.0,92.5,2005.0,31.5,45.5,44.0,90.0,26.0,51.5,97.0,42.5,100.6,51.0,101.0,51.0,98.3,46.5,147.0,29.0,63966.0,0.0,3.0
11101,111.0,3.0,2.0,4.0,1982.0,101.6,1992.0,52.8,40.6,47.2,109.4,73.2,53.6,114.2,81.2,115.52000000000001,81.6,116.78,84.0,108.28,67.4,123.8,42.0,50231.25,0.0,3.0
11102,111.0,3.0,2.0,8.0,1983.0,103.0,1992.0,58.0,40.0,40.0,107.0,68.0,47.0,114.0,82.0,114.8,84.0,117.8,88.0,104.6,63.0,106.0,42.0,58625.0,0.0,3.0
11103,111.0,3.0,1.0,3.0,1987.0,99.0,1997.3333333333333,46.666666666666664,40.666666666666664,47.333333333333336,106.33333333333333,66.66666666666667,50.666666666666664,108.33333333333333,68.33333333333333,115.33333333333333,84.33333333333333,110.33333333333333,75.0,116.0,85.33333333333333,128.66666666666666,42.0,81600.0,0.0,3.0
11201,112.0,3.0,1.0,7.0,1982.0,109.33333333333333,1993.3333333333333,69.0,52.666666666666664,53.0,109.66666666666667,73.0,57.666666666666664,111.33333333333333,76.33333333333333,100.76666666666667,52.0,100.10000000000001,51.0,100.96666666666665,53.0,135.33333333333334,32.0,68700.0,0.0,1.0
11202,112.0,3.0,2.0,9.0,1997.0,119.33333333333333,2007.3333333333333,88.66666666666667,54.0,45.0,109.66666666666667,73.33333333333333,55.0,117.33333333333333,84.33333333333333,107.3,65.0,108.10000000000001,70.0,102.36666666666667,51.0,117.0,32.0,29200.0,0.0,2.0
12101,121.0,3.0,1.0,10.0,1992.0,120.0,2003.0,89.0,58.5,56.0,115.5,85.0,65.75,123.25,92.25,108.39999999999999,70.0,116.025,84.25,95.475,39.75,127.25,84.0,,0.0,1.0
12401,124.0,3.0,2.0,7.0,1988.0,112.5,1999.0,78.25,54.0,52.75,109.5,73.25,62.5,121.5,89.5,107.9,67.25,111.9,75.75,99.44999999999999,48.0,131.5,36.0,91000.0,0.0,2.0
12402,124.0,3.0,1.0,1.0,1990.0,108.66666666666667,2000.0,69.0,50.666666666666664,52.666666666666664,112.33333333333333,78.33333333333333,65.66666666666667,124.66666666666667,94.33333333333333,103.83333333333333,59.333333333333336,104.73333333333333,60.666666666666664,100.83333333333333,52.333333333333336,124.33333333333333,36.0,100000.0,0.0,2.0
12801,128.0,3.0,1.0,12.0,1982.0,113.33333333333333,1992.0,80.66666666666667,49.666666666666664,38.0,99.33333333333333,48.0,37.666666666666664,96.66666666666667,42.0,94.96666666666665,39.0,95.73333333333333,40.333333333333336,96.73333333333333,41.0,115.66666666666667,71.0,73821.0,0.0,2.0
12802,128.0,3.0,2.0,2.0,1986.0,96.66666666666667,1997.3333333333333,41.666666666666664,44.333333333333336,52.666666666666664,107.0,67.66666666666667,58.333333333333336,110.66666666666667,75.33333333333333,102.06666666666666,56.0,106.26666666666665,66.33333333333333,96.23333333333333,43.666666666666664,141.0,71.0,86582.33333333333,0.0,2.0
13301,133.0,3.0,1.0,11.0,1992.0,121.33333333333333,2002.6666666666667,90.0,56.666666666666664,50.333333333333336,111.66666666666667,77.0,55.0,116.66666666666667,84.66666666666667,100.60000000000001,51.666666666666664,107.06666666666666,66.33333333333333,90.7,32.666666666666664,123.0,44.0,86000.0,0.0,1.0
13701,137.0,3.0,1.0,7.0,1988.0,119.0,1997.3333333333333,88.0,48.333333333333336,46.666666666666664,116.33333333333333,86.0,56.0,123.33333333333333,89.66666666666667,116.3,84.0,115.53333333333335,84.33333333333333,111.23333333333333,75.0,111.66666666666667,87.0,221717.0,0.0,2.0
13702,137.0,3.0,2.0,5.0,1991.0,118.75,2001.0,87.75,54.25,45.0,108.75,69.5,57.25,119.75,89.5,110.75,76.25,113.1,79.5,103.375,57.5,120.75,87.0,240787.75,0.0,2.0
13801,138.0,3.0,1.0,2.0,1989.0,124.25,1999.0,91.0,60.25,51.0,113.5,76.0,61.5,121.5,90.0,110.0,73.5,110.1,72.75,105.6,61.25,123.0,80.0,67825.0,0.0,3.0
13802,138.0,3.0,1.0,7.0,1991.0,120.25,2001.0,89.0,53.25,49.75,115.5,79.0,60.25,125.75,93.5,111.225,77.0,114.325,81.25,102.65,54.25,118.0,80.0,75325.0,0.0,3.0
13803,138.0,3.0,2.0,7.0,1993.0,126.75,2003.0,94.0,57.5,55.5,120.75,91.0,59.0,125.75,92.5,111.45,75.75,113.25,80.5,104.25,61.5,118.0,80.0,87200.0,0.0,3.0
14001,140.0,3.0,1.0,1.0,1993.0,118.0,2004.0,88.0,60.666666666666664,65.33333333333333,120.33333333333333,90.66666666666667,71.33333333333333,127.0,95.33333333333333,117.03333333333335,83.66666666666667,117.0,87.0,109.73333333333333,67.0,137.0,74.0,247887.33333333334,0.0,1.0
14301,143.0,3.0,1.0,9.0,1985.0,115.5,1993.0,83.5,40.5,33.0,106.5,66.5,31.5,102.5,57.5,89.65,25.5,96.55000000000001,44.0,85.35,32.0,95.5,63.0,74300.0,0.0,4.0
14302,143.0,3.0,1.0,5.0,1988.0,97.5,1995.0,43.5,23.0,23.5,101.0,53.0,26.5,103.0,58.5,92.8,32.0,90.4,27.5,98.15,46.0,87.5,63.0,82675.0,0.0,4.0
14401,144.0,3.0,1.0,9.0,1992.0,112.66666666666667,2003.3333333333333,79.66666666666667,55.333333333333336,52.666666666666664,110.33333333333333,69.33333333333333,73.0,125.66666666666667,91.33333333333333,104.86666666666667,63.333333333333336,93.2,33.666666666666664,116.10000000000001,83.33333333333333,135.33333333333334,29.0,37107.0,0.0,3.0
14402,144.0,3.0,2.0,8.0,1994.0,87.5,2005.0,27.0,36.5,47.5,103.0,55.5,49.5,102.5,56.5,101.95,53.5,92.0,34.0,112.30000000000001,79.5,132.5,29.0,38338.0,0.0,3.0
14403,144.0,3.0,2.0,7.0,1997.0,112.33333333333333,2006.6666666666667,76.0,47.333333333333336,41.0,105.33333333333333,62.333333333333336,49.333333333333336,112.0,76.0,92.73333333333333,31.333333333333332,86.66666666666667,18.666666666666668,101.53333333333335,53.666666666666664,118.66666666666667,29.0,172456.0,0.0,3.0
14702,147.0,3.0,1.0,5.0,1990.0,135.0,2004.0,99.0,78.0,70.0,114.0,83.0,69.0,110.0,75.0,113.0,81.0,106.5,66.0,115.1,84.0,169.0,25.0,84000.0,0.0,2.0
14901,149.0,3.0,2.0,5.0,1991.0,106.0,2001.0,65.0,45.0,39.75,100.25,50.25,44.25,104.5,61.0,112.975,81.0,113.025,80.0,107.775,67.75,122.75,29.0,105500.0,0.0,2.0
14902,149.0,3.0,1.0,8.0,1993.0,116.25,2003.0,84.0,50.5,48.0,112.75,78.25,54.0,116.25,85.25,107.2,66.75,106.6,65.75,104.425,61.5,118.5,29.0,121300.0,0.0,2.0
15301,153.0,3.0,1.0,2.0,1985.0,103.5,1996.0,56.0,48.5,44.0,97.0,42.5,48.5,100.0,49.0,79.55,11.0,81.95,11.0,83.75,22.5,137.5,-4.0,43000.0,0.0,2.0
15302,153.0,3.0,2.0,6.0,1986.0,81.0,1996.0,11.0,28.0,36.5,96.0,40.0,48.5,107.5,70.0,84.25,17.5,85.6,16.5,87.4,32.0,121.5,-4.0,43000.0,0.0,2.0
15701,157.0,3.0,2.0,4.0,1985.0,107.0,1992.0,66.0,27.666666666666668,33.333333333333336,118.66666666666667,87.66666666666667,32.666666666666664,117.0,85.33333333333333,107.46666666666665,69.33333333333333,116.13333333333333,80.0,94.60000000000001,39.0,86.66666666666667,47.0,91850.0,0.0,2.0
15702,157.0,3.0,1.0,8.0,1987.0,125.0,1994.0,95.0,43.0,40.0,122.0,93.0,57.0,135.0,99.0,104.7,63.0,123.7,95.0,77.2,6.0,83.0,47.0,141600.0,0.0,2.0
15801,158.0,3.0,2.0,7.0,1985.0,94.0,1995.0,35.25,36.5,47.0,109.0,70.0,54.5,117.5,87.5,112.975,79.75,112.9,78.25,108.225,68.5,119.5,85.0,56525.0,0.0,2.0
15802,158.0,3.0,1.0,12.0,1988.0,104.0,1998.6666666666667,59.666666666666664,45.0,53.666666666666664,116.0,84.33333333333333,61.666666666666664,125.66666666666667,94.33333333333333,114.13333333333333,82.0,113.26666666666667,79.33333333333333,109.23333333333333,71.33333333333333,122.33333333333333,85.0,72033.33333333333,0.0,2.0
16001,160.0,3.0,1.0,12.0,1990.0,106.75,2001.0,65.25,47.75,45.5,105.0,62.5,52.5,109.0,69.75,92.05,31.25,100.0,49.75,83.7,18.25,126.5,80.0,82930.0,0.0,1.0
16101,161.0,3.0,1.0,4.0,1994.0,122.0,2004.0,88.8,55.4,59.8,123.4,92.2,65.2,126.8,95.0,104.55999999999999,61.8,108.7,70.8,97.86,49.4,121.8,31.0,99553.6,0.0,2.0
16102,161.0,3.0,2.0,10.0,1996.0,120.25,2006.0,90.25,50.25,48.75,118.5,88.0,50.25,117.25,86.5,109.55,72.0,108.65,71.75,106.525,65.25,114.0,31.0,110975.0,0.0,2.0
16501,165.0,3.0,2.0,8.0,1988.0,106.2,1998.0,63.8,41.6,48.2,116.4,84.6,53.6,120.2,90.0,105.66,64.2,108.02000000000001,69.6,100.5,51.0,117.4,43.0,73220.0,0.0,2.6
